appointment_id,location_id,service_type_id,scheduled_date,travel_minutes,override_flag,urgency,complexity_score,cancelled_label,day_of_week,is_weekend,month,is_winter,week_of_year,day_index
APT-004268,LOC-04,SVC-02,2026-03-30,29,False,Routine,8.8,1,0,0,3,0,14,241
APT-004269,LOC-03,SVC-02,2026-04-01,27,False,Routine,36.7,1,2,0,4,0,14,243
APT-004276,LOC-10,SVC-05,2026-03-31,3,False,Routine,21.5,1,1,0,3,0,14,242
APT-004278,LOC-08,SVC-07,2026-04-01,49,False,Priority,46.7,1,2,0,4,0,14,243
APT-004279,LOC-04,SVC-01,2026-03-31,17,False,Routine,15.3,1,1,0,3,0,14,242
APT-004283,LOC-01,SVC-02,2026-04-01,46,False,Routine,6.1,1,2,0,4,0,14,243
APT-004286,LOC-03,SVC-02,2026-03-31,36,False,Urgent,52.9,1,1,0,3,0,14,242
APT-004291,LOC-04,SVC-02,2026-03-31,31,False,Routine,33.1,1,1,0,3,0,14,242
APT-004292,LOC-10,SVC-01,2026-03-31,5,False,Routine,30.6,1,1,0,3,0,14,242
APT-004294,LOC-06,SVC-03,2026-04-01,53,False,Routine,27.7,1,2,0,4,0,14,243
APT-004296,LOC-02,SVC-01,2026-03-31,3,False,Routine,13.3,1,1,0,3,0,14,242
APT-004297,LOC-09,SVC-07,2026-04-03,16,False,Urgent,43.1,1,4,0,4,0,14,245
APT-004298,LOC-03,SVC-01,2026-04-02,39,False,Routine,36.3,1,3,0,4,0,14,244
APT-004300,LOC-06,SVC-01,2026-04-03,60,False,Routine,36.3,1,4,0,4,0,14,245
APT-004303,LOC-05,SVC-02,2026-04-02,47,False,Routine,8.3,1,3,0,4,0,14,244
APT-004309,LOC-02,SVC-06,2026-04-01,15,False,Urgent,55.8,1,2,0,4,0,14,243
APT-004312,LOC-07,SVC-01,2026-04-02,29,False,Priority,59.3,1,3,0,4,0,14,244
APT-004320,LOC-03,SVC-09,2026-04-02,27,False,Routine,34.0,1,3,0,4,0,14,244
APT-004325,LOC-01,SVC-06,2026-04-03,30,False,Priority,36.3,1,4,0,4,0,14,245
APT-004332,LOC-01,SVC-06,2026-04-04,29,False,Routine,56.2,1,5,1,4,0,14,246
APT-004344,LOC-04,SVC-02,2026-04-03,6,False,Routine,70.1,1,4,0,4,0,14,245
APT-004347,LOC-04,SVC-02,2026-04-03,32,False,Routine,15.6,1,4,0,4,0,14,245
APT-004348,LOC-03,SVC-09,2026-04-03,6,False,Routine,33.5,1,4,0,4,0,14,245
APT-004350,LOC-06,SVC-03,2026-04-03,44,False,Routine,12.0,1,4,0,4,0,14,245
APT-004351,LOC-01,SVC-01,2026-04-04,45,False,Routine,33.1,1,5,1,4,0,14,246
APT-004359,LOC-02,SVC-04,2026-04-03,13,False,Routine,19.2,1,4,0,4,0,14,245
APT-004365,LOC-04,SVC-01,2026-04-07,21,False,Routine,61.0,1,1,0,4,0,15,249
APT-004366,LOC-08,SVC-01,2026-04-03,10,False,Routine,10.0,1,4,0,4,0,14,245
APT-004367,LOC-04,SVC-01,2026-04-03,18,False,Routine,13.6,1,4,0,4,0,14,245
APT-004379,LOC-05,SVC-04,2026-04-06,36,False,Routine,44.0,1,0,0,4,0,15,248
APT-004381,LOC-05,SVC-06,2026-04-05,30,False,Routine,35.6,1,6,1,4,0,14,247
APT-004390,LOC-02,SVC-04,2026-04-06,25,False,Routine,34.8,1,0,0,4,0,15,248
APT-004393,LOC-02,SVC-06,2026-04-06,23,True,Urgent,37.1,1,0,0,4,0,15,248
APT-004394,LOC-06,SVC-05,2026-04-07,24,False,Routine,36.7,1,1,0,4,0,15,249
APT-004395,LOC-10,SVC-07,2026-04-07,38,False,Urgent,83.9,1,1,0,4,0,15,249
APT-004399,LOC-01,SVC-01,2026-04-06,6,False,Routine,17.9,1,0,0,4,0,15,248
APT-004402,LOC-06,SVC-02,2026-04-06,37,False,Priority,14.1,1,0,0,4,0,15,248
APT-004403,LOC-01,SVC-02,2026-04-07,20,False,Routine,53.5,1,1,0,4,0,15,249
APT-004405,LOC-06,SVC-05,2026-04-06,20,False,Urgent,93.6,1,0,0,4,0,15,248
APT-004408,LOC-02,SVC-02,2026-04-06,33,False,Urgent,66.5,1,0,0,4,0,15,248
APT-004411,LOC-05,SVC-06,2026-04-07,9,False,Routine,37.3,1,1,0,4,0,15,249
APT-004413,LOC-09,SVC-02,2026-04-10,53,False,Priority,32.2,1,4,0,4,0,15,252
APT-004415,LOC-03,SVC-04,2026-04-09,31,False,Routine,15.4,1,3,0,4,0,15,251
APT-004417,LOC-03,SVC-02,2026-04-07,18,False,Routine,36.3,1,1,0,4,0,15,249
APT-004421,LOC-03,SVC-02,2026-04-09,20,False,Routine,14.3,1,3,0,4,0,15,251
APT-004424,LOC-03,SVC-03,2026-04-09,26,False,Routine,38.8,1,3,0,4,0,15,251
APT-004426,LOC-09,SVC-01,2026-04-07,37,False,Urgent,62.7,1,1,0,4,0,15,249
APT-004432,LOC-03,SVC-02,2026-04-08,7,False,Routine,42.9,1,2,0,4,0,15,250
APT-004435,LOC-01,SVC-01,2026-04-09,26,False,Routine,17.4,1,3,0,4,0,15,251
APT-004439,LOC-07,SVC-02,2026-04-13,19,False,Routine,35.2,1,0,0,4,0,16,255
APT-004442,LOC-01,SVC-05,2026-04-09,23,False,Routine,13.2,1,3,0,4,0,15,251
APT-004451,LOC-07,SVC-07,2026-04-10,42,False,Routine,28.2,1,4,0,4,0,15,252
APT-004453,LOC-09,SVC-03,2026-04-10,38,False,Priority,15.8,1,4,0,4,0,15,252
APT-004454,LOC-09,SVC-06,2026-04-09,50,False,Urgent,32.4,1,3,0,4,0,15,251
APT-004457,LOC-07,SVC-02,2026-04-09,17,False,Priority,7.6,1,3,0,4,0,15,251
APT-004458,LOC-03,SVC-06,2026-04-10,22,False,Priority,18.4,1,4,0,4,0,15,252
APT-004461,LOC-04,SVC-01,2026-04-11,9,False,Routine,18.1,1,5,1,4,0,15,253
APT-004464,LOC-10,SVC-07,2026-04-10,17,False,Routine,65.0,1,4,0,4,0,15,252
APT-004465,LOC-07,SVC-03,2026-04-15,41,False,Priority,42.6,1,2,0,4,0,16,257
APT-004466,LOC-05,SVC-06,2026-04-10,12,False,Routine,71.0,1,4,0,4,0,15,252
APT-004468,LOC-05,SVC-08,2026-04-10,12,False,Routine,65.1,1,4,0,4,0,15,252
APT-004470,LOC-04,SVC-08,2026-04-10,32,False,Routine,64.7,1,4,0,4,0,15,252
APT-004472,LOC-01,SVC-06,2026-04-11,20,True,Routine,32.5,1,5,1,4,0,15,253
APT-004474,LOC-10,SVC-09,2026-04-11,3,False,Routine,22.3,1,5,1,4,0,15,253
APT-004475,LOC-01,SVC-07,2026-04-11,32,False,Routine,12.9,1,5,1,4,0,15,253
APT-004480,LOC-01,SVC-05,2026-04-12,18,False,Routine,51.8,1,6,1,4,0,15,254
APT-004481,LOC-07,SVC-03,2026-04-11,56,False,Priority,99.0,1,5,1,4,0,15,253
APT-004484,LOC-07,SVC-08,2026-04-10,6,False,Routine,18.7,1,4,0,4,0,15,252
APT-004488,LOC-02,SVC-03,2026-04-12,6,False,Routine,42.9,1,6,1,4,0,15,254
APT-004489,LOC-04,SVC-08,2026-04-11,3,False,Routine,10.9,1,5,1,4,0,15,253
APT-004491,LOC-07,SVC-02,2026-04-12,41,False,Routine,6.1,1,6,1,4,0,15,254
APT-004493,LOC-10,SVC-04,2026-04-14,39,False,Routine,42.4,1,1,0,4,0,16,256
APT-004501,LOC-10,SVC-02,2026-04-13,15,False,Routine,35.9,1,0,0,4,0,16,255
APT-004508,LOC-01,SVC-01,2026-04-14,46,False,Priority,89.2,1,1,0,4,0,16,256
APT-004511,LOC-06,SVC-05,2026-04-13,19,False,Routine,11.6,1,0,0,4,0,16,255
APT-004512,LOC-03,SVC-02,2026-04-13,14,False,Routine,12.1,1,0,0,4,0,16,255
APT-004515,LOC-05,SVC-08,2026-04-14,34,False,Priority,51.0,1,1,0,4,0,16,256
APT-004516,LOC-05,SVC-01,2026-04-13,24,False,Routine,8.5,1,0,0,4,0,16,255
APT-004522,LOC-09,SVC-01,2026-04-13,18,False,Priority,35.3,1,0,0,4,0,16,255
APT-004527,LOC-03,SVC-02,2026-04-14,44,False,Routine,8.1,1,1,0,4,0,16,256
APT-004528,LOC-07,SVC-05,2026-04-13,21,False,Priority,9.3,1,0,0,4,0,16,255
APT-004532,LOC-06,SVC-01,2026-04-14,61,False,Routine,41.1,1,1,0,4,0,16,256
APT-004534,LOC-01,SVC-04,2026-04-14,3,True,Routine,1.0,1,1,0,4,0,16,256
APT-004544,LOC-07,SVC-06,2026-04-17,45,False,Priority,69.4,1,4,0,4,0,16,259
APT-004547,LOC-09,SVC-02,2026-04-16,17,False,Urgent,41.0,1,3,0,4,0,16,258
APT-004550,LOC-08,SVC-06,2026-04-14,34,False,Urgent,31.1,1,1,0,4,0,16,256
APT-004551,LOC-05,SVC-02,2026-04-15,34,False,Routine,93.0,1,2,0,4,0,16,257
APT-004557,LOC-08,SVC-05,2026-04-15,15,False,Routine,16.9,1,2,0,4,0,16,257
APT-004560,LOC-05,SVC-03,2026-04-15,9,False,Routine,27.4,1,2,0,4,0,16,257
APT-004566,LOC-09,SVC-01,2026-04-15,24,False,Urgent,83.1,1,2,0,4,0,16,257
APT-004576,LOC-08,SVC-08,2026-04-17,20,False,Routine,5.0,1,4,0,4,0,16,259
APT-004583,LOC-10,SVC-02,2026-04-18,43,False,Routine,44.3,1,5,1,4,0,16,260
APT-004585,LOC-01,SVC-05,2026-04-17,37,False,Priority,13.9,1,4,0,4,0,16,259
APT-004589,LOC-02,SVC-05,2026-04-16,40,False,Routine,33.1,1,3,0,4,0,16,258
APT-004590,LOC-03,SVC-01,2026-04-18,21,False,Routine,36.7,1,5,1,4,0,16,260
APT-004591,LOC-08,SVC-06,2026-04-16,24,False,Routine,36.4,1,3,0,4,0,16,258
APT-004592,LOC-07,SVC-07,2026-04-16,64,False,Routine,12.8,1,3,0,4,0,16,258
APT-004593,LOC-04,SVC-01,2026-04-17,36,False,Routine,12.7,1,4,0,4,0,16,259
APT-004595,LOC-05,SVC-03,2026-04-17,45,False,Priority,32.5,1,4,0,4,0,16,259
APT-004601,LOC-02,SVC-03,2026-04-21,35,False,Routine,74.5,1,1,0,4,0,17,263
APT-004605,LOC-02,SVC-02,2026-04-18,3,False,Routine,11.0,1,5,1,4,0,16,260
APT-004606,LOC-03,SVC-01,2026-04-17,6,False,Urgent,24.9,1,4,0,4,0,16,259
APT-004607,LOC-01,SVC-03,2026-04-17,33,False,Routine,4.0,1,4,0,4,0,16,259
APT-004610,LOC-02,SVC-02,2026-04-17,26,False,Priority,41.2,1,4,0,4,0,16,259
APT-004618,LOC-07,SVC-06,2026-04-17,15,False,Routine,34.1,1,4,0,4,0,16,259
APT-004621,LOC-07,SVC-06,2026-04-17,67,True,Priority,16.1,1,4,0,4,0,16,259
APT-004626,LOC-04,SVC-01,2026-04-18,14,False,Urgent,75.8,1,5,1,4,0,16,260
APT-004629,LOC-03,SVC-02,2026-04-20,15,False,Routine,12.9,1,0,0,4,0,17,262
APT-004635,LOC-01,SVC-02,2026-04-23,54,False,Routine,66.5,1,3,0,4,0,17,265
APT-004636,LOC-02,SVC-01,2026-04-21,25,False,Priority,87.2,1,1,0,4,0,17,263
APT-004639,LOC-05,SVC-06,2026-04-20,27,False,Priority,19.9,1,0,0,4,0,17,262
APT-004640,LOC-09,SVC-01,2026-04-20,49,False,Routine,16.3,1,0,0,4,0,17,262
APT-004643,LOC-05,SVC-02,2026-04-21,21,False,Priority,21.9,1,1,0,4,0,17,263
APT-004652,LOC-01,SVC-03,2026-04-20,11,False,Priority,36.3,1,0,0,4,0,17,262
APT-004653,LOC-03,SVC-07,2026-04-21,29,False,Routine,37.4,1,1,0,4,0,17,263
APT-004656,LOC-07,SVC-09,2026-04-23,60,False,Routine,34.2,1,3,0,4,0,17,265
APT-004658,LOC-08,SVC-06,2026-04-21,33,False,Routine,14.2,1,1,0,4,0,17,263
APT-004661,LOC-09,SVC-08,2026-04-23,19,False,Routine,40.4,1,3,0,4,0,17,265
APT-004664,LOC-09,SVC-01,2026-04-22,17,False,Priority,63.8,1,2,0,4,0,17,264
APT-004671,LOC-07,SVC-02,2026-04-22,3,True,Priority,36.3,1,2,0,4,0,17,264
APT-004673,LOC-08,SVC-02,2026-04-23,46,False,Routine,15.3,1,3,0,4,0,17,265
APT-004674,LOC-08,SVC-07,2026-04-23,37,False,Priority,61.7,1,3,0,4,0,17,265
APT-004676,LOC-03,SVC-04,2026-04-26,14,False,Routine,13.5,1,6,1,4,0,17,268
APT-004683,LOC-08,SVC-02,2026-04-23,17,False,Routine,6.6,1,3,0,4,0,17,265
APT-004686,LOC-09,SVC-06,2026-04-22,46,False,Routine,17.7,1,2,0,4,0,17,264
APT-004687,LOC-02,SVC-02,2026-04-24,3,True,Priority,27.3,1,4,0,4,0,17,266
APT-004690,LOC-04,SVC-03,2026-04-22,30,False,Routine,5.6,1,2,0,4,0,17,264
APT-004694,LOC-09,SVC-07,2026-04-24,19,False,Priority,38.2,1,4,0,4,0,17,266
APT-004698,LOC-07,SVC-01,2026-04-23,52,False,Routine,18.7,1,3,0,4,0,17,265
APT-004699,LOC-09,SVC-02,2026-04-23,59,False,Priority,35.8,1,3,0,4,0,17,265
APT-004700,LOC-02,SVC-07,2026-04-24,16,False,Routine,35.7,1,4,0,4,0,17,266
APT-004701,LOC-07,SVC-01,2026-04-24,77,False,Routine,23.9,1,4,0,4,0,17,266
APT-004715,LOC-01,SVC-01,2026-04-24,32,False,Routine,17.3,1,4,0,4,0,17,266
APT-004722,LOC-01,SVC-07,2026-04-24,15,False,Routine,14.7,1,4,0,4,0,17,266
APT-004723,LOC-10,SVC-04,2026-04-24,44,False,Priority,18.8,1,4,0,4,0,17,266
APT-004724,LOC-05,SVC-06,2026-04-25,23,False,Emergency,62.7,1,5,1,4,0,17,267
APT-004727,LOC-03,SVC-04,2026-04-27,32,False,Priority,36.3,1,0,0,4,0,18,269
APT-004730,LOC-09,SVC-02,2026-04-26,14,False,Priority,37.1,1,6,1,4,0,17,268
APT-004733,LOC-07,SVC-06,2026-04-26,10,False,Priority,71.1,1,6,1,4,0,17,268
APT-004734,LOC-10,SVC-02,2026-04-26,53,False,Routine,14.5,1,6,1,4,0,17,268
APT-004740,LOC-10,SVC-02,2026-04-26,23,False,Priority,3.2,1,6,1,4,0,17,268
APT-004746,LOC-06,SVC-07,2026-04-27,26,False,Routine,42.6,1,0,0,4,0,18,269
APT-004747,LOC-01,SVC-01,2026-04-27,21,False,Urgent,62.6,1,0,0,4,0,18,269
APT-004748,LOC-06,SVC-05,2026-04-27,41,False,Priority,7.1,1,0,0,4,0,18,269
APT-004749,LOC-06,SVC-07,2026-04-29,31,False,Routine,19.0,1,2,0,4,0,18,271
APT-004750,LOC-02,SVC-01,2026-05-02,36,False,Routine,25.7,1,5,1,5,0,18,274
APT-004753,LOC-01,SVC-05,2026-04-28,31,False,Routine,35.4,1,1,0,4,0,18,270
APT-004757,LOC-10,SVC-05,2026-04-28,43,False,Routine,11.0,1,1,0,4,0,18,270
APT-004758,LOC-04,SVC-01,2026-04-27,14,False,Routine,20.6,1,0,0,4,0,18,269
APT-004760,LOC-09,SVC-03,2026-04-30,32,False,Routine,19.6,1,3,0,4,0,18,272
APT-004762,LOC-02,SVC-04,2026-04-28,4,False,Routine,38.3,1,1,0,4,0,18,270
APT-004763,LOC-02,SVC-07,2026-04-27,39,False,Priority,58.6,1,0,0,4,0,18,269
APT-004765,LOC-02,SVC-07,2026-04-27,36,False,Priority,96.9,1,0,0,4,0,18,269
APT-004769,LOC-10,SVC-04,2026-05-01,23,False,Routine,27.4,1,4,0,5,0,18,273
APT-004777,LOC-07,SVC-02,2026-05-01,36,False,Priority,43.6,1,4,0,5,0,18,273
APT-004780,LOC-06,SVC-02,2026-05-01,44,True,Priority,20.0,1,4,0,5,0,18,273
APT-004781,LOC-07,SVC-01,2026-04-28,12,False,Routine,15.9,1,1,0,4,0,18,270
APT-004788,LOC-06,SVC-06,2026-04-29,15,False,Routine,26.5,1,2,0,4,0,18,271
APT-004793,LOC-02,SVC-07,2026-04-29,45,False,Routine,50.8,1,2,0,4,0,18,271
APT-004807,LOC-03,SVC-08,2026-04-29,8,False,Priority,89.9,1,2,0,4,0,18,271
APT-004808,LOC-03,SVC-09,2026-05-01,13,False,Routine,36.3,1,4,0,5,0,18,273
APT-004810,LOC-10,SVC-07,2026-04-29,46,False,Routine,46.8,1,2,0,4,0,18,271
APT-004811,LOC-08,SVC-06,2026-05-01,15,False,Routine,26.2,1,4,0,5,0,18,273
APT-004814,LOC-05,SVC-05,2026-04-30,12,False,Routine,53.8,1,3,0,4,0,18,272
APT-004817,LOC-04,SVC-05,2026-04-30,22,False,Priority,13.6,1,3,0,4,0,18,272
APT-004818,LOC-03,SVC-05,2026-05-01,17,False,Routine,41.9,1,4,0,5,0,18,273
APT-004819,LOC-04,SVC-02,2026-04-30,5,False,Routine,21.7,1,3,0,4,0,18,272
APT-004822,LOC-05,SVC-06,2026-05-02,27,False,Routine,31.9,1,5,1,5,0,18,274
APT-004825,LOC-09,SVC-08,2026-05-03,30,False,Routine,39.4,1,6,1,5,0,18,275
APT-004827,LOC-08,SVC-08,2026-05-01,36,False,Routine,16.1,1,4,0,5,0,18,273
APT-004829,LOC-08,SVC-02,2026-05-01,57,False,Routine,42.9,1,4,0,5,0,18,273
APT-004831,LOC-09,SVC-01,2026-04-30,38,False,Routine,17.3,1,3,0,4,0,18,272
APT-004833,LOC-10,SVC-09,2026-05-01,39,False,Priority,37.3,1,4,0,5,0,18,273
APT-004834,LOC-05,SVC-07,2026-05-01,22,False,Priority,49.8,1,4,0,5,0,18,273
APT-004835,LOC-09,SVC-01,2026-04-30,50,False,Routine,4.4,1,3,0,4,0,18,272
APT-004845,LOC-03,SVC-01,2026-05-02,14,False,Routine,14.6,1,5,1,5,0,18,274
APT-004849,LOC-04,SVC-05,2026-05-01,23,False,Routine,13.3,1,4,0,5,0,18,273
APT-004855,LOC-09,SVC-02,2026-05-01,43,False,Priority,47.5,1,4,0,5,0,18,273
APT-004856,LOC-07,SVC-07,2026-05-01,14,False,Routine,10.5,1,4,0,5,0,18,273
APT-004858,LOC-08,SVC-02,2026-05-01,18,False,Routine,20.9,1,4,0,5,0,18,273
APT-004860,LOC-01,SVC-06,2026-05-03,18,False,Routine,22.1,1,6,1,5,0,18,275
APT-004864,LOC-01,SVC-02,2026-05-02,3,False,Routine,14.7,1,5,1,5,0,18,274
APT-004865,LOC-02,SVC-01,2026-05-01,5,False,Emergency,91.8,1,4,0,5,0,18,273
APT-004867,LOC-01,SVC-02,2026-05-01,3,True,Priority,27.9,1,4,0,5,0,18,273
APT-004875,LOC-09,SVC-02,2026-05-02,21,False,Routine,37.0,1,5,1,5,0,18,274
APT-004879,LOC-08,SVC-06,2026-05-03,33,False,Routine,13.6,1,6,1,5,0,18,275
APT-004880,LOC-03,SVC-01,2026-05-04,6,False,Routine,19.1,1,0,0,5,0,19,276
APT-004881,LOC-10,SVC-05,2026-05-05,40,False,Routine,44.2,1,1,0,5,0,19,277
APT-004882,LOC-10,SVC-04,2026-05-04,5,False,Priority,24.3,1,0,0,5,0,19,276
APT-004884,LOC-03,SVC-07,2026-05-03,28,False,Routine,32.5,1,6,1,5,0,18,275
APT-004889,LOC-02,SVC-01,2026-05-03,17,False,Priority,83.1,1,6,1,5,0,18,275
APT-004892,LOC-05,SVC-05,2026-05-04,30,False,Priority,13.5,1,0,0,5,0,19,276
APT-004894,LOC-09,SVC-03,2026-05-05,38,True,Routine,68.1,1,1,0,5,0,19,277
APT-004895,LOC-01,SVC-02,2026-05-04,54,False,Routine,9.3,1,0,0,5,0,19,276
APT-004897,LOC-10,SVC-06,2026-05-08,15,False,Routine,21.0,1,4,0,5,0,19,280
APT-004898,LOC-09,SVC-05,2026-05-04,17,False,Priority,16.7,1,0,0,5,0,19,276
APT-004900,LOC-10,SVC-02,2026-05-08,3,False,Routine,72.4,1,4,0,5,0,19,280
APT-004901,LOC-09,SVC-05,2026-05-05,25,False,Routine,18.4,1,1,0,5,0,19,277
APT-004902,LOC-01,SVC-07,2026-05-04,43,False,Routine,12.8,1,0,0,5,0,19,276
APT-004911,LOC-07,SVC-09,2026-05-06,35,False,Routine,16.3,1,2,0,5,0,19,278
APT-004916,LOC-03,SVC-06,2026-05-05,16,False,Urgent,32.4,1,1,0,5,0,19,277
APT-004920,LOC-02,SVC-02,2026-05-05,36,False,Priority,62.8,1,1,0,5,0,19,277
APT-004922,LOC-05,SVC-01,2026-05-06,45,False,Urgent,80.3,1,2,0,5,0,19,278
APT-004928,LOC-03,SVC-01,2026-05-05,31,False,Routine,23.8,1,1,0,5,0,19,277
APT-004932,LOC-01,SVC-01,2026-05-05,21,False,Routine,15.3,1,1,0,5,0,19,277
APT-004945,LOC-09,SVC-02,2026-05-09,21,True,Routine,54.0,1,5,1,5,0,19,281
APT-004946,LOC-02,SVC-06,2026-05-08,20,False,Routine,58.4,1,4,0,5,0,19,280
APT-004949,LOC-09,SVC-01,2026-05-08,38,False,Routine,11.0,1,4,0,5,0,19,280
APT-004950,LOC-08,SVC-07,2026-05-06,41,False,Urgent,66.6,1,2,0,5,0,19,278
APT-004953,LOC-09,SVC-03,2026-05-08,3,False,Routine,15.3,1,4,0,5,0,19,280
APT-004954,LOC-05,SVC-07,2026-05-06,12,False,Routine,19.3,1,2,0,5,0,19,278
APT-004955,LOC-05,SVC-01,2026-05-06,8,False,Priority,4.3,1,2,0,5,0,19,278
APT-004960,LOC-05,SVC-01,2026-05-09,15,True,Routine,9.2,1,5,1,5,0,19,281
APT-004964,LOC-01,SVC-02,2026-05-07,25,False,Priority,36.4,1,3,0,5,0,19,279
APT-004965,LOC-01,SVC-02,2026-05-07,25,False,Routine,38.0,1,3,0,5,0,19,279
APT-004969,LOC-04,SVC-07,2026-05-08,28,False,Routine,4.1,1,4,0,5,0,19,280
APT-004972,LOC-02,SVC-01,2026-05-08,9,False,Routine,45.5,1,4,0,5,0,19,280
APT-004976,LOC-01,SVC-01,2026-05-08,25,False,Routine,9.7,1,4,0,5,0,19,280
APT-004981,LOC-09,SVC-06,2026-05-10,24,False,Routine,48.2,1,6,1,5,0,19,282
APT-004983,LOC-06,SVC-06,2026-05-07,28,False,Routine,21.0,1,3,0,5,0,19,279
APT-004984,LOC-07,SVC-01,2026-05-08,46,False,Routine,69.1,1,4,0,5,0,19,280
APT-004987,LOC-08,SVC-02,2026-05-07,12,False,Routine,26.7,1,3,0,5,0,19,279
APT-004989,LOC-06,SVC-02,2026-05-07,52,False,Urgent,19.3,1,3,0,5,0,19,279
APT-004992,LOC-09,SVC-05,2026-05-08,46,False,Urgent,18.5,1,4,0,5,0,19,280
APT-004993,LOC-05,SVC-04,2026-05-08,23,False,Routine,57.1,1,4,0,5,0,19,280
APT-004994,LOC-02,SVC-03,2026-05-08,48,False,Priority,45.7,1,4,0,5,0,19,280
APT-004995,LOC-03,SVC-06,2026-05-08,14,False,Priority,40.0,1,4,0,5,0,19,280
APT-004998,LOC-08,SVC-05,2026-05-08,7,False,Urgent,74.7,1,4,0,5,0,19,280
APT-004999,LOC-10,SVC-02,2026-05-08,39,False,Urgent,85.0,1,4,0,5,0,19,280
APT-005001,LOC-09,SVC-02,2026-05-09,14,False,Routine,89.3,1,5,1,5,0,19,281
APT-005009,LOC-07,SVC-08,2026-05-09,32,False,Routine,26.0,1,5,1,5,0,19,281
APT-005010,LOC-01,SVC-05,2026-05-08,30,False,Routine,7.8,1,4,0,5,0,19,280
APT-005011,LOC-07,SVC-01,2026-05-09,6,False,Routine,12.3,1,5,1,5,0,19,281
APT-005013,LOC-03,SVC-01,2026-05-08,28,False,Routine,36.8,1,4,0,5,0,19,280
APT-005014,LOC-10,SVC-09,2026-05-09,19,False,Priority,11.3,1,5,1,5,0,19,281
APT-005015,LOC-07,SVC-03,2026-05-08,49,False,Urgent,55.7,1,4,0,5,0,19,280
APT-005018,LOC-07,SVC-05,2026-05-13,8,False,Routine,39.7,1,2,0,5,0,20,285
APT-005019,LOC-08,SVC-02,2026-05-11,46,False,Routine,36.3,1,0,0,5,0,20,283
APT-005020,LOC-10,SVC-03,2026-05-09,22,False,Routine,48.2,1,5,1,5,0,19,281
APT-005022,LOC-07,SVC-06,2026-05-09,17,False,Urgent,64.4,1,5,1,5,0,19,281
APT-005025,LOC-02,SVC-05,2026-05-11,3,False,Routine,60.0,1,0,0,5,0,20,283
APT-005026,LOC-08,SVC-05,2026-05-10,6,False,Urgent,84.7,1,6,1,5,0,19,282
APT-005027,LOC-10,SVC-08,2026-05-12,15,False,Routine,29.0,1,1,0,5,0,20,284
APT-005033,LOC-03,SVC-06,2026-05-10,32,False,Priority,12.6,1,6,1,5,0,19,282
APT-005034,LOC-01,SVC-05,2026-05-11,3,False,Routine,15.2,1,0,0,5,0,20,283
APT-005037,LOC-09,SVC-06,2026-05-10,41,False,Emergency,41.6,1,6,1,5,0,19,282
APT-005039,LOC-02,SVC-01,2026-05-10,20,False,Routine,20.1,1,6,1,5,0,19,282
APT-005045,LOC-07,SVC-01,2026-05-11,34,False,Urgent,68.5,1,0,0,5,0,20,283
APT-005046,LOC-10,SVC-02,2026-05-12,43,False,Priority,14.7,1,1,0,5,0,20,284
APT-005047,LOC-06,SVC-02,2026-05-13,19,False,Routine,5.7,1,2,0,5,0,20,285
APT-005048,LOC-03,SVC-02,2026-05-12,38,False,Routine,36.3,1,1,0,5,0,20,284
APT-005052,LOC-02,SVC-05,2026-05-11,24,False,Routine,25.1,1,0,0,5,0,20,283
APT-005058,LOC-10,SVC-01,2026-05-11,31,False,Urgent,3.6,1,0,0,5,0,20,283
APT-005062,LOC-01,SVC-07,2026-05-12,9,False,Routine,9.8,1,1,0,5,0,20,284
APT-005066,LOC-10,SVC-02,2026-05-12,30,False,Urgent,15.1,1,1,0,5,0,20,284
APT-005067,LOC-04,SVC-04,2026-05-12,21,False,Routine,64.9,1,1,0,5,0,20,284
APT-005070,LOC-05,SVC-06,2026-05-12,33,False,Routine,40.5,1,1,0,5,0,20,284
APT-005071,LOC-01,SVC-05,2026-05-12,25,False,Routine,34.6,1,1,0,5,0,20,284
APT-005073,LOC-07,SVC-02,2026-05-12,30,False,Urgent,73.1,1,1,0,5,0,20,284
APT-005076,LOC-04,SVC-04,2026-05-13,6,False,Routine,19.1,1,2,0,5,0,20,285
APT-005078,LOC-09,SVC-05,2026-05-13,46,False,Routine,22.6,1,2,0,5,0,20,285
APT-005084,LOC-02,SVC-08,2026-05-13,24,False,Routine,12.4,1,2,0,5,0,20,285
APT-005085,LOC-02,SVC-04,2026-05-13,15,False,Routine,27.5,1,2,0,5,0,20,285
APT-005087,LOC-07,SVC-03,2026-05-15,23,True,Routine,36.3,1,4,0,5,0,20,287
APT-005089,LOC-06,SVC-01,2026-05-14,8,False,Routine,18.6,1,3,0,5,0,20,286
APT-005091,LOC-09,SVC-01,2026-05-14,33,False,Routine,28.9,1,3,0,5,0,20,286
APT-005096,LOC-05,SVC-02,2026-05-15,16,False,Routine,36.3,1,4,0,5,0,20,287
APT-005097,LOC-03,SVC-07,2026-05-15,44,False,Priority,90.9,1,4,0,5,0,20,287
APT-005099,LOC-07,SVC-05,2026-05-15,29,False,Routine,47.2,1,4,0,5,0,20,287
APT-005100,LOC-05,SVC-04,2026-05-14,16,False,Priority,67.2,1,3,0,5,0,20,286
APT-005115,LOC-01,SVC-09,2026-05-14,11,False,Routine,35.1,1,3,0,5,0,20,286
APT-005118,LOC-04,SVC-05,2026-05-14,16,False,Routine,14.0,1,3,0,5,0,20,286
