request_id,location_id,service_type_id,urgency,requested_by,requested_channel,requested_date,complexity_score,complexity_tier,day_of_week,is_weekend,month,is_winter,week_of_year,day_index
REQ-004525,LOC-03,SVC-05,Urgent,Client,Case Manager,2026-03-27,50.5,Medium,4,0,3,0,13,238
REQ-004526,LOC-10,SVC-01,Priority,Family Member,Phone,2026-03-27,85.5,Critical,4,0,3,0,13,238
REQ-004527,LOC-03,SVC-06,Urgent,Case Manager,Case Manager,2026-03-27,40.7,Medium,4,0,3,0,13,238
REQ-004528,LOC-06,SVC-09,Routine,Family Member,Portal,2026-03-27,40.0,Medium,4,0,3,0,13,238
REQ-004529,LOC-05,SVC-03,Priority,Case Manager,Phone,2026-03-27,40.9,Medium,4,0,3,0,13,238
REQ-004530,LOC-07,SVC-05,Routine,Client,Portal,2026-03-27,39.2,Medium,4,0,3,0,13,238
REQ-004531,LOC-07,SVC-01,Routine,Family Member,Phone,2026-03-27,45.4,Medium,4,0,3,0,13,238
REQ-004532,LOC-03,SVC-08,Routine,Client,Phone,2026-03-27,67.2,High,4,0,3,0,13,238
REQ-004533,LOC-08,SVC-07,Urgent,GP / Clinician,Referral,2026-03-27,40.0,Medium,4,0,3,0,13,238
REQ-004534,LOC-05,SVC-05,Urgent,Family Member,Referral,2026-03-27,38.9,Medium,4,0,3,0,13,238
REQ-004535,LOC-06,SVC-06,Routine,Client,Phone,2026-03-27,22.5,Low,4,0,3,0,13,238
REQ-004536,LOC-09,SVC-09,Priority,Client,Referral,2026-03-27,14.5,Low,4,0,3,0,13,238
REQ-004537,LOC-08,SVC-08,Urgent,Client,Portal,2026-03-27,18.1,Low,4,0,3,0,13,238
REQ-004538,LOC-10,SVC-06,Priority,Client,Referral,2026-03-27,85.6,Critical,4,0,3,0,13,238
REQ-004539,LOC-03,SVC-03,Routine,Client,Phone,2026-03-27,63.9,High,4,0,3,0,13,238
REQ-004540,LOC-08,SVC-05,Priority,Family Member,Referral,2026-03-27,42.1,Medium,4,0,3,0,13,238
REQ-004541,LOC-10,SVC-02,Priority,Family Member,Referral,2026-03-28,81.6,Critical,5,1,3,0,13,239
REQ-004542,LOC-07,SVC-09,Routine,Client,Phone,2026-03-28,12.3,Low,5,1,3,0,13,239
REQ-004543,LOC-05,SVC-05,Routine,Client,Referral,2026-03-28,4.3,Low,5,1,3,0,13,239
REQ-004544,LOC-02,SVC-05,Routine,Case Manager,Referral,2026-03-28,32.7,Medium,5,1,3,0,13,239
REQ-004545,LOC-04,SVC-08,Urgent,Family Member,Referral,2026-03-28,66.6,High,5,1,3,0,13,239
REQ-004546,LOC-03,SVC-02,Priority,Client,Phone,2026-03-28,36.6,Medium,5,1,3,0,13,239
REQ-004547,LOC-04,SVC-01,Routine,Client,Phone,2026-03-28,55.2,High,5,1,3,0,13,239
REQ-004548,LOC-05,SVC-04,Priority,Client,Case Manager,2026-03-28,40.8,Medium,5,1,3,0,13,239
REQ-004549,LOC-04,SVC-05,Urgent,Family Member,Referral,2026-03-28,33.8,Medium,5,1,3,0,13,239
REQ-004550,LOC-05,SVC-05,Priority,Family Member,Portal,2026-03-28,44.3,Medium,5,1,3,0,13,239
REQ-004551,LOC-06,SVC-03,Routine,Family Member,Portal,2026-03-28,13.4,Low,5,1,3,0,13,239
REQ-004552,LOC-09,SVC-02,Routine,Family Member,Phone,2026-03-28,17.4,Low,5,1,3,0,13,239
REQ-004553,LOC-08,SVC-01,Urgent,Case Manager,Case Manager,2026-03-28,40.5,Medium,5,1,3,0,13,239
REQ-004554,LOC-07,SVC-01,Routine,Client,Portal,2026-03-29,23.9,Medium,6,1,3,0,13,240
REQ-004555,LOC-07,SVC-02,Priority,Client,Portal,2026-03-29,42.2,Medium,6,1,3,0,13,240
REQ-004556,LOC-02,SVC-06,Urgent,GP / Clinician,Phone,2026-03-29,45.4,Medium,6,1,3,0,13,240
REQ-004557,LOC-09,SVC-07,Routine,GP / Clinician,Referral,2026-03-29,34.2,Medium,6,1,3,0,13,240
REQ-004558,LOC-06,SVC-01,Priority,Family Member,Phone,2026-03-29,40.1,Medium,6,1,3,0,13,240
REQ-004559,LOC-01,SVC-07,Priority,Family Member,Phone,2026-03-29,40.3,Medium,6,1,3,0,13,240
REQ-004560,LOC-09,SVC-08,Priority,Client,Phone,2026-03-29,44.6,Medium,6,1,3,0,13,240
REQ-004561,LOC-04,SVC-09,Routine,Client,Portal,2026-03-29,20.4,Low,6,1,3,0,13,240
REQ-004562,LOC-04,SVC-08,Routine,Client,Portal,2026-03-29,13.3,Low,6,1,3,0,13,240
REQ-004563,LOC-02,SVC-09,Routine,Client,Phone,2026-03-30,49.0,Medium,0,0,3,0,14,241
REQ-004564,LOC-05,SVC-05,Routine,Client,Portal,2026-03-30,18.9,Low,0,0,3,0,14,241
REQ-004565,LOC-08,SVC-05,Routine,Client,Phone,2026-03-30,1.0,Low,0,0,3,0,14,241
REQ-004566,LOC-01,SVC-01,Routine,Client,Portal,2026-03-30,9.2,Low,0,0,3,0,14,241
REQ-004567,LOC-03,SVC-05,Routine,Case Manager,Phone,2026-03-30,18.3,Low,0,0,3,0,14,241
REQ-004569,LOC-02,SVC-02,Urgent,Client,Phone,2026-03-30,54.5,Medium,0,0,3,0,14,241
REQ-004570,LOC-05,SVC-01,Priority,Client,Phone,2026-03-30,40.3,Medium,0,0,3,0,14,241
REQ-004572,LOC-01,SVC-09,Routine,Family Member,Phone,2026-03-30,19.7,Low,0,0,3,0,14,241
REQ-004573,LOC-10,SVC-07,Urgent,Family Member,Portal,2026-03-30,27.0,Low,0,0,3,0,14,241
REQ-004574,LOC-06,SVC-07,Urgent,Case Manager,Portal,2026-03-30,63.7,High,0,0,3,0,14,241
REQ-004575,LOC-03,SVC-06,Priority,Case Manager,Phone,2026-03-30,38.3,Medium,0,0,3,0,14,241
REQ-004576,LOC-02,SVC-01,Priority,Case Manager,Portal,2026-03-30,36.3,Medium,0,0,3,0,14,241
REQ-004577,LOC-04,SVC-05,Urgent,Case Manager,Phone,2026-03-30,42.4,Medium,0,0,3,0,14,241
REQ-004578,LOC-07,SVC-06,Priority,Case Manager,Case Manager,2026-03-30,63.6,High,0,0,3,0,14,241
REQ-004579,LOC-03,SVC-04,Routine,Family Member,Phone,2026-03-30,18.9,Low,0,0,3,0,14,241
REQ-004580,LOC-04,SVC-05,Urgent,Family Member,Case Manager,2026-03-30,84.6,Critical,0,0,3,0,14,241
REQ-004581,LOC-06,SVC-01,Routine,Client,Portal,2026-03-30,16.5,Low,0,0,3,0,14,241
REQ-004583,LOC-06,SVC-03,Urgent,Family Member,Referral,2026-03-30,65.7,High,0,0,3,0,14,241
REQ-004584,LOC-09,SVC-01,Routine,Case Manager,Portal,2026-03-30,43.0,Medium,0,0,3,0,14,241
REQ-004585,LOC-03,SVC-04,Priority,Case Manager,Phone,2026-03-30,75.0,Critical,0,0,3,0,14,241
REQ-004586,LOC-09,SVC-01,Urgent,Case Manager,Phone,2026-03-30,47.1,Medium,0,0,3,0,14,241
REQ-004587,LOC-09,SVC-06,Routine,Family Member,Portal,2026-03-30,48.4,Medium,0,0,3,0,14,241
REQ-004588,LOC-03,SVC-05,Priority,GP / Clinician,Case Manager,2026-03-30,86.4,Critical,0,0,3,0,14,241
REQ-004589,LOC-10,SVC-01,Emergency,Family Member,Referral,2026-03-30,98.1,Critical,0,0,3,0,14,241
REQ-004590,LOC-02,SVC-06,Routine,Client,Case Manager,2026-03-30,38.9,Medium,0,0,3,0,14,241
REQ-004591,LOC-08,SVC-05,Routine,Family Member,Portal,2026-03-30,14.0,Low,0,0,3,0,14,241
REQ-004592,LOC-04,SVC-02,Routine,Client,Portal,2026-03-30,8.8,Low,0,0,3,0,14,241
REQ-004593,LOC-03,SVC-02,Routine,Family Member,Portal,2026-03-31,36.7,Medium,1,0,3,0,14,242
REQ-004594,LOC-05,SVC-06,Routine,Case Manager,Referral,2026-03-31,31.5,Medium,1,0,3,0,14,242
REQ-004595,LOC-05,SVC-05,Emergency,Case Manager,Phone,2026-03-31,62.0,High,1,0,3,0,14,242
REQ-004596,LOC-06,SVC-05,Priority,Family Member,Referral,2026-03-31,29.3,Medium,1,0,3,0,14,242
REQ-004597,LOC-06,SVC-02,Routine,Client,Case Manager,2026-03-31,9.3,Low,1,0,3,0,14,242
REQ-004598,LOC-04,SVC-03,Emergency,Family Member,Phone,2026-03-31,88.6,Critical,1,0,3,0,14,242
REQ-004599,LOC-10,SVC-04,Routine,Client,Portal,2026-03-31,20.3,Low,1,0,3,0,14,242
REQ-004600,LOC-10,SVC-05,Routine,Client,Phone,2026-03-31,21.5,Low,1,0,3,0,14,242
REQ-004601,LOC-06,SVC-04,Priority,GP / Clinician,Referral,2026-03-31,66.2,High,1,0,3,0,14,242
REQ-004602,LOC-08,SVC-07,Priority,Family Member,Portal,2026-03-31,46.7,Medium,1,0,3,0,14,242
REQ-004603,LOC-04,SVC-01,Routine,Client,Portal,2026-03-31,15.3,Low,1,0,3,0,14,242
REQ-004604,LOC-01,SVC-03,Urgent,Client,Phone,2026-03-31,38.6,Medium,1,0,3,0,14,242
REQ-004605,LOC-06,SVC-01,Routine,Client,Phone,2026-03-31,20.7,Low,1,0,3,0,14,242
REQ-004606,LOC-01,SVC-04,Priority,GP / Clinician,Referral,2026-03-31,86.1,Critical,1,0,3,0,14,242
REQ-004607,LOC-01,SVC-02,Routine,Client,Portal,2026-03-31,6.1,Low,1,0,3,0,14,242
REQ-004608,LOC-02,SVC-03,Urgent,GP / Clinician,Case Manager,2026-03-31,99.0,Critical,1,0,3,0,14,242
REQ-004609,LOC-03,SVC-04,Priority,Case Manager,Phone,2026-03-31,63.3,High,1,0,3,0,14,242
REQ-004611,LOC-03,SVC-02,Urgent,Case Manager,Case Manager,2026-03-31,52.9,High,1,0,3,0,14,242
REQ-004612,LOC-02,SVC-02,Priority,Case Manager,Referral,2026-03-31,89.6,Critical,1,0,3,0,14,242
REQ-004613,LOC-02,SVC-01,Priority,Family Member,Case Manager,2026-03-31,6.6,Low,1,0,3,0,14,242
REQ-004614,LOC-03,SVC-06,Routine,Client,Referral,2026-03-31,36.0,Medium,1,0,3,0,14,242
REQ-004615,LOC-07,SVC-02,Routine,Family Member,Phone,2026-03-31,41.4,Medium,1,0,3,0,14,242
REQ-004616,LOC-04,SVC-02,Routine,Family Member,Referral,2026-03-31,33.1,Medium,1,0,3,0,14,242
REQ-004617,LOC-10,SVC-01,Routine,Client,Portal,2026-03-31,30.6,Medium,1,0,3,0,14,242
REQ-004618,LOC-06,SVC-01,Urgent,Family Member,Case Manager,2026-03-31,62.1,High,1,0,3,0,14,242
REQ-004619,LOC-06,SVC-03,Routine,Client,Phone,2026-03-31,27.7,Medium,1,0,3,0,14,242
REQ-004620,LOC-08,SVC-09,Routine,Client,Phone,2026-03-31,7.5,Low,1,0,3,0,14,242
REQ-004621,LOC-02,SVC-01,Routine,Family Member,Portal,2026-03-31,13.3,Low,1,0,3,0,14,242
REQ-004622,LOC-09,SVC-07,Urgent,Client,Phone,2026-04-01,43.1,Medium,2,0,4,0,14,243
REQ-004624,LOC-05,SVC-06,Routine,Client,Phone,2026-04-01,23.1,Low,2,0,4,0,14,243
REQ-004626,LOC-04,SVC-08,Routine,Family Member,Phone,2026-04-01,33.8,Medium,2,0,4,0,14,243
REQ-004627,LOC-09,SVC-01,Emergency,GP / Clinician,Referral,2026-04-01,65.5,High,2,0,4,0,14,243
REQ-004628,LOC-05,SVC-02,Routine,Client,Phone,2026-04-01,8.3,Low,2,0,4,0,14,243
REQ-004630,LOC-08,SVC-01,Routine,Client,Phone,2026-04-01,41.2,Medium,2,0,4,0,14,243
REQ-004631,LOC-05,SVC-02,Priority,Family Member,Portal,2026-04-01,38.2,Medium,2,0,4,0,14,243
REQ-004632,LOC-07,SVC-07,Priority,Family Member,Phone,2026-04-01,42.2,Medium,2,0,4,0,14,243
REQ-004633,LOC-01,SVC-09,Urgent,Client,Case Manager,2026-04-01,18.4,Low,2,0,4,0,14,243
REQ-004634,LOC-10,SVC-06,Priority,Client,Portal,2026-04-01,14.7,Low,2,0,4,0,14,243
REQ-004635,LOC-02,SVC-06,Urgent,GP / Clinician,Phone,2026-04-01,55.8,High,2,0,4,0,14,243
REQ-004636,LOC-06,SVC-01,Urgent,Family Member,Referral,2026-04-01,60.4,High,2,0,4,0,14,243
REQ-004638,LOC-07,SVC-01,Priority,Family Member,Phone,2026-04-01,59.3,High,2,0,4,0,14,243
REQ-004639,LOC-03,SVC-01,Routine,Client,Portal,2026-04-01,16.8,Low,2,0,4,0,14,243
REQ-004641,LOC-01,SVC-05,Routine,Family Member,Phone,2026-04-01,14.0,Low,2,0,4,0,14,243
REQ-004642,LOC-06,SVC-05,Routine,Client,Phone,2026-04-01,17.5,Low,2,0,4,0,14,243
REQ-004643,LOC-01,SVC-05,Urgent,Case Manager,Phone,2026-04-01,92.0,Critical,2,0,4,0,14,243
REQ-004644,LOC-03,SVC-05,Priority,GP / Clinician,Phone,2026-04-01,89.5,Critical,2,0,4,0,14,243
REQ-004646,LOC-07,SVC-05,Routine,Family Member,Portal,2026-04-01,23.9,Low,2,0,4,0,14,243
REQ-004647,LOC-03,SVC-09,Routine,Client,Phone,2026-04-01,34.0,Medium,2,0,4,0,14,243
REQ-004649,LOC-06,SVC-01,Routine,Case Manager,Referral,2026-04-01,60.3,High,2,0,4,0,14,243
REQ-004650,LOC-05,SVC-01,Urgent,Family Member,Phone,2026-04-01,60.6,High,2,0,4,0,14,243
REQ-004651,LOC-09,SVC-01,Priority,Client,Portal,2026-04-01,20.6,Low,2,0,4,0,14,243
REQ-004653,LOC-07,SVC-06,Urgent,Case Manager,Referral,2026-04-01,69.6,High,2,0,4,0,14,243
REQ-004654,LOC-06,SVC-03,Routine,Client,Portal,2026-04-01,27.4,Low,2,0,4,0,14,243
REQ-004655,LOC-05,SVC-07,Priority,Family Member,Portal,2026-04-01,12.3,Low,2,0,4,0,14,243
REQ-004656,LOC-07,SVC-06,Routine,Client,Phone,2026-04-02,10.7,Low,3,0,4,0,14,244
REQ-004657,LOC-05,SVC-01,Routine,GP / Clinician,Phone,2026-04-02,78.3,Critical,3,0,4,0,14,244
REQ-004658,LOC-01,SVC-07,Priority,Client,Portal,2026-04-02,17.7,Low,3,0,4,0,14,244
REQ-004659,LOC-01,SVC-06,Routine,GP / Clinician,Phone,2026-04-02,56.2,High,3,0,4,0,14,244
REQ-004660,LOC-05,SVC-01,Emergency,Case Manager,Phone,2026-04-02,60.5,High,3,0,4,0,14,244
REQ-004661,LOC-06,SVC-05,Priority,Case Manager,Portal,2026-04-02,25.8,Medium,3,0,4,0,14,244
REQ-004662,LOC-01,SVC-01,Routine,Client,Portal,2026-04-02,21.9,Low,3,0,4,0,14,244
REQ-004663,LOC-10,SVC-08,Urgent,Client,Portal,2026-04-02,43.6,Medium,3,0,4,0,14,244
REQ-004664,LOC-08,SVC-09,Routine,Client,Portal,2026-04-02,20.4,Low,3,0,4,0,14,244
REQ-004666,LOC-03,SVC-05,Routine,Family Member,Case Manager,2026-04-02,7.2,Low,3,0,4,0,14,244
REQ-004667,LOC-04,SVC-01,Priority,Family Member,Case Manager,2026-04-02,63.5,High,3,0,4,0,14,244
REQ-004668,LOC-05,SVC-03,Urgent,Case Manager,Referral,2026-04-02,38.4,Medium,3,0,4,0,14,244
REQ-004669,LOC-08,SVC-05,Routine,Family Member,Referral,2026-04-02,40.0,Medium,3,0,4,0,14,244
REQ-004670,LOC-02,SVC-01,Routine,GP / Clinician,Phone,2026-04-02,64.1,High,3,0,4,0,14,244
REQ-004672,LOC-04,SVC-02,Routine,GP / Clinician,Portal,2026-04-02,70.1,High,3,0,4,0,14,244
REQ-004673,LOC-02,SVC-07,Priority,Family Member,Portal,2026-04-02,44.0,Medium,3,0,4,0,14,244
REQ-004675,LOC-05,SVC-07,Routine,Client,Referral,2026-04-02,36.3,Medium,3,0,4,0,14,244
REQ-004676,LOC-04,SVC-02,Routine,Case Manager,Portal,2026-04-03,15.6,Low,4,0,4,0,14,245
REQ-004677,LOC-03,SVC-09,Routine,Client,Phone,2026-04-03,33.5,Medium,4,0,4,0,14,245
REQ-004678,LOC-09,SVC-02,Routine,Family Member,Portal,2026-04-03,34.0,Medium,4,0,4,0,14,245
REQ-004679,LOC-06,SVC-03,Routine,Client,Case Manager,2026-04-03,12.0,Low,4,0,4,0,14,245
REQ-004680,LOC-01,SVC-01,Routine,Client,Portal,2026-04-03,33.1,Medium,4,0,4,0,14,245
REQ-004681,LOC-08,SVC-08,Routine,Client,Phone,2026-04-03,41.1,Medium,4,0,4,0,14,245
REQ-004682,LOC-03,SVC-07,Priority,Case Manager,Phone,2026-04-03,64.0,High,4,0,4,0,14,245
REQ-004683,LOC-01,SVC-03,Routine,Client,Case Manager,2026-04-03,35.2,Medium,4,0,4,0,14,245
REQ-004684,LOC-02,SVC-01,Priority,Client,Referral,2026-04-03,11.9,Low,4,0,4,0,14,245
REQ-004685,LOC-08,SVC-09,Routine,Client,Portal,2026-04-03,14.1,Low,4,0,4,0,14,245
REQ-004686,LOC-03,SVC-01,Routine,Client,Phone,2026-04-03,45.8,Medium,4,0,4,0,14,245
REQ-004687,LOC-01,SVC-09,Priority,GP / Clinician,Phone,2026-04-03,34.2,Medium,4,0,4,0,14,245
REQ-004688,LOC-02,SVC-04,Routine,Family Member,Phone,2026-04-03,19.2,Low,4,0,4,0,14,245
REQ-004689,LOC-06,SVC-03,Priority,Client,Phone,2026-04-03,46.6,Medium,4,0,4,0,14,245
REQ-004691,LOC-08,SVC-05,Urgent,Client,Referral,2026-04-03,45.7,Medium,4,0,4,0,14,245
REQ-004692,LOC-04,SVC-07,Urgent,Family Member,Phone,2026-04-03,67.8,High,4,0,4,0,14,245
REQ-004693,LOC-01,SVC-02,Priority,Case Manager,Phone,2026-04-03,85.7,Critical,4,0,4,0,14,245
REQ-004694,LOC-04,SVC-01,Routine,Client,Case Manager,2026-04-03,61.0,High,4,0,4,0,14,245
REQ-004695,LOC-08,SVC-01,Routine,GP / Clinician,Portal,2026-04-03,10.0,Low,4,0,4,0,14,245
REQ-004696,LOC-04,SVC-01,Routine,Client,Portal,2026-04-03,13.6,Low,4,0,4,0,14,245
REQ-004697,LOC-01,SVC-05,Priority,Family Member,Referral,2026-04-03,37.3,Medium,4,0,4,0,14,245
REQ-004698,LOC-03,SVC-08,Routine,Case Manager,Referral,2026-04-03,32.0,Medium,4,0,4,0,14,245
REQ-004699,LOC-07,SVC-06,Emergency,Case Manager,Case Manager,2026-04-04,90.4,Critical,5,1,4,0,14,246
REQ-004700,LOC-10,SVC-09,Urgent,Case Manager,Referral,2026-04-04,82.9,Critical,5,1,4,0,14,246
REQ-004701,LOC-01,SVC-03,Urgent,Client,Portal,2026-04-04,32.7,Medium,5,1,4,0,14,246
REQ-004703,LOC-02,SVC-01,Priority,Case Manager,Phone,2026-04-04,87.9,Critical,5,1,4,0,14,246
REQ-004704,LOC-05,SVC-01,Urgent,Case Manager,Portal,2026-04-04,26.2,Medium,5,1,4,0,14,246
REQ-004705,LOC-08,SVC-06,Priority,Family Member,Referral,2026-04-04,30.8,Medium,5,1,4,0,14,246
REQ-004706,LOC-10,SVC-04,Routine,Client,Referral,2026-04-04,23.3,Low,5,1,4,0,14,246
REQ-004707,LOC-04,SVC-01,Emergency,Client,Portal,2026-04-04,13.5,Low,5,1,4,0,14,246
REQ-004708,LOC-05,SVC-04,Routine,Client,Portal,2026-04-04,44.0,Medium,5,1,4,0,14,246
REQ-004709,LOC-07,SVC-09,Priority,Client,Portal,2026-04-04,32.6,Medium,5,1,4,0,14,246
REQ-004710,LOC-05,SVC-06,Routine,Case Manager,Portal,2026-04-04,35.6,Medium,5,1,4,0,14,246
REQ-004711,LOC-05,SVC-02,Urgent,Family Member,Case Manager,2026-04-05,78.1,Critical,6,1,4,0,14,247
REQ-004712,LOC-10,SVC-06,Routine,Case Manager,Portal,2026-04-05,21.5,Low,6,1,4,0,14,247
REQ-004713,LOC-07,SVC-02,Urgent,Case Manager,Portal,2026-04-05,33.1,Medium,6,1,4,0,14,247
REQ-004714,LOC-01,SVC-07,Emergency,Case Manager,Referral,2026-04-05,84.0,Critical,6,1,4,0,14,247
REQ-004715,LOC-02,SVC-09,Priority,Client,Portal,2026-04-05,7.9,Low,6,1,4,0,14,247
REQ-004716,LOC-10,SVC-02,Emergency,Client,Phone,2026-04-05,13.5,Low,6,1,4,0,14,247
REQ-004719,LOC-01,SVC-01,Routine,Case Manager,Referral,2026-04-06,12.8,Low,0,0,4,0,15,248
REQ-004721,LOC-04,SVC-09,Urgent,Client,Phone,2026-04-06,6.7,Low,0,0,4,0,15,248
REQ-004722,LOC-02,SVC-04,Routine,Case Manager,Portal,2026-04-06,34.8,Medium,0,0,4,0,15,248
REQ-004723,LOC-07,SVC-07,Urgent,Client,Phone,2026-04-06,36.1,Medium,0,0,4,0,15,248
REQ-004725,LOC-07,SVC-07,Routine,Family Member,Phone,2026-04-06,27.8,Medium,0,0,4,0,15,248
REQ-004726,LOC-02,SVC-06,Urgent,Case Manager,Phone,2026-04-06,37.1,Medium,0,0,4,0,15,248
REQ-004727,LOC-06,SVC-05,Routine,Case Manager,Case Manager,2026-04-06,36.7,Medium,0,0,4,0,15,248
REQ-004728,LOC-10,SVC-07,Urgent,Case Manager,Portal,2026-04-06,83.9,Critical,0,0,4,0,15,248
REQ-004729,LOC-01,SVC-01,Priority,Client,Portal,2026-04-06,44.0,Medium,0,0,4,0,15,248
REQ-004730,LOC-06,SVC-05,Routine,Case Manager,Phone,2026-04-06,37.0,Medium,0,0,4,0,15,248
REQ-004731,LOC-06,SVC-01,Urgent,Client,Phone,2026-04-06,42.6,Medium,0,0,4,0,15,248
REQ-004733,LOC-01,SVC-01,Routine,Case Manager,Portal,2026-04-06,17.9,Low,0,0,4,0,15,248
REQ-004734,LOC-08,SVC-05,Urgent,GP / Clinician,Case Manager,2026-04-06,73.8,Critical,0,0,4,0,15,248
REQ-004735,LOC-08,SVC-04,Priority,Client,Phone,2026-04-06,39.0,Medium,0,0,4,0,15,248
REQ-004736,LOC-06,SVC-02,Priority,Client,Portal,2026-04-06,14.1,Low,0,0,4,0,15,248
REQ-004737,LOC-01,SVC-02,Routine,Family Member,Phone,2026-04-06,53.5,High,0,0,4,0,15,248
REQ-004738,LOC-10,SVC-05,Urgent,Client,Portal,2026-04-06,15.2,Low,0,0,4,0,15,248
REQ-004739,LOC-06,SVC-05,Urgent,Case Manager,Referral,2026-04-06,93.6,Critical,0,0,4,0,15,248
REQ-004740,LOC-07,SVC-01,Priority,Case Manager,Referral,2026-04-06,36.3,Medium,0,0,4,0,15,248
REQ-004741,LOC-02,SVC-09,Routine,Family Member,Phone,2026-04-06,36.4,Medium,0,0,4,0,15,248
REQ-004742,LOC-02,SVC-02,Urgent,Client,Phone,2026-04-06,66.5,High,0,0,4,0,15,248
REQ-004744,LOC-06,SVC-01,Urgent,Family Member,Phone,2026-04-06,30.8,Medium,0,0,4,0,15,248
REQ-004745,LOC-09,SVC-02,Routine,Client,Portal,2026-04-06,7.3,Low,0,0,4,0,15,248
REQ-004746,LOC-05,SVC-06,Routine,Family Member,Phone,2026-04-06,37.3,Medium,0,0,4,0,15,248
REQ-004748,LOC-09,SVC-02,Priority,Client,Referral,2026-04-07,32.2,Medium,1,0,4,0,15,249
REQ-004749,LOC-06,SVC-05,Routine,Family Member,Portal,2026-04-07,38.2,Medium,1,0,4,0,15,249
REQ-004750,LOC-03,SVC-04,Routine,Client,Portal,2026-04-07,15.4,Low,1,0,4,0,15,249
REQ-004751,LOC-05,SVC-05,Urgent,Case Manager,Phone,2026-04-07,33.9,Medium,1,0,4,0,15,249
REQ-004753,LOC-07,SVC-04,Routine,Client,Phone,2026-04-07,10.2,Low,1,0,4,0,15,249
REQ-004754,LOC-02,SVC-06,Routine,Family Member,Portal,2026-04-07,14.2,Low,1,0,4,0,15,249
REQ-004755,LOC-05,SVC-01,Priority,Family Member,Portal,2026-04-07,6.7,Low,1,0,4,0,15,249
REQ-004756,LOC-03,SVC-02,Routine,Client,Portal,2026-04-07,14.3,Low,1,0,4,0,15,249
REQ-004757,LOC-06,SVC-05,Routine,Case Manager,Referral,2026-04-07,64.7,High,1,0,4,0,15,249
REQ-004758,LOC-08,SVC-09,Priority,Case Manager,Portal,2026-04-07,50.7,Medium,1,0,4,0,15,249
REQ-004759,LOC-03,SVC-03,Routine,Family Member,Phone,2026-04-07,38.8,Medium,1,0,4,0,15,249
REQ-004760,LOC-02,SVC-05,Priority,Case Manager,Referral,2026-04-07,93.8,Critical,1,0,4,0,15,249
REQ-004761,LOC-09,SVC-01,Urgent,GP / Clinician,Case Manager,2026-04-07,62.7,High,1,0,4,0,15,249
REQ-004762,LOC-06,SVC-01,Emergency,Client,Phone,2026-04-07,68.2,High,1,0,4,0,15,249
REQ-004763,LOC-09,SVC-06,Urgent,Client,Referral,2026-04-07,79.0,Critical,1,0,4,0,15,249
REQ-004764,LOC-02,SVC-07,Routine,Client,Phone,2026-04-07,27.4,Medium,1,0,4,0,15,249
REQ-004765,LOC-10,SVC-04,Priority,GP / Clinician,Referral,2026-04-07,86.8,Critical,1,0,4,0,15,249
REQ-004767,LOC-03,SVC-02,Routine,Client,Phone,2026-04-07,42.9,Medium,1,0,4,0,15,249
REQ-004768,LOC-10,SVC-03,Priority,Client,Phone,2026-04-07,11.1,Low,1,0,4,0,15,249
REQ-004769,LOC-01,SVC-05,Urgent,Family Member,Portal,2026-04-08,63.0,High,2,0,4,0,15,250
REQ-004770,LOC-01,SVC-01,Routine,Family Member,Referral,2026-04-08,17.4,Low,2,0,4,0,15,250
REQ-004771,LOC-05,SVC-08,Urgent,Case Manager,Phone,2026-04-08,60.8,High,2,0,4,0,15,250
REQ-004772,LOC-10,SVC-06,Routine,Family Member,Phone,2026-04-08,29.7,Medium,2,0,4,0,15,250
REQ-004773,LOC-07,SVC-01,Routine,Client,Referral,2026-04-08,31.9,Medium,2,0,4,0,15,250
REQ-004774,LOC-07,SVC-02,Routine,Case Manager,Referral,2026-04-08,35.2,Medium,2,0,4,0,15,250
REQ-004775,LOC-02,SVC-01,Emergency,Family Member,Phone,2026-04-08,43.0,Medium,2,0,4,0,15,250
REQ-004776,LOC-07,SVC-05,Routine,GP / Clinician,Portal,2026-04-08,59.9,High,2,0,4,0,15,250
REQ-004777,LOC-01,SVC-05,Routine,Client,Portal,2026-04-08,13.2,Low,2,0,4,0,15,250
REQ-004778,LOC-03,SVC-03,Emergency,Family Member,Case Manager,2026-04-08,82.8,Critical,2,0,4,0,15,250
REQ-004780,LOC-08,SVC-05,Routine,Client,Portal,2026-04-08,1.9,Low,2,0,4,0,15,250
REQ-004781,LOC-02,SVC-09,Routine,Client,Phone,2026-04-08,16.3,Low,2,0,4,0,15,250
REQ-004782,LOC-08,SVC-06,Routine,Client,Portal,2026-04-08,30.4,Low,2,0,4,0,15,250
REQ-004784,LOC-05,SVC-09,Urgent,Case Manager,Phone,2026-04-08,53.8,High,2,0,4,0,15,250
REQ-004785,LOC-04,SVC-01,Urgent,Family Member,Phone,2026-04-09,32.2,Low,3,0,4,0,15,251
REQ-004786,LOC-08,SVC-07,Priority,Client,Portal,2026-04-09,32.8,Medium,3,0,4,0,15,251
REQ-004787,LOC-07,SVC-02,Priority,Client,Case Manager,2026-04-09,26.3,Low,3,0,4,0,15,251
REQ-004788,LOC-07,SVC-07,Routine,Case Manager,Referral,2026-04-09,28.2,Medium,3,0,4,0,15,251
REQ-004789,LOC-09,SVC-09,Emergency,Case Manager,Portal,2026-04-09,29.5,Medium,3,0,4,0,15,251
