request_id,requested_date,scheduled_date,completed_date,waiting_hours_to_schedule,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-003232,2026-01-21,2026-01-21,2026-01-21,3.4,0.14,94,True
REQ-003233,2026-01-21,2026-01-23,,55.6,2.32,72,True
REQ-003234,2026-01-21,2026-01-21,2026-01-21,13.4,0.56,168,True
REQ-003235,2026-01-21,2026-01-23,2026-01-23,66.9,2.79,79,True
REQ-003236,2026-01-21,2026-01-22,,41.4,1.72,168,True
REQ-003237,2026-01-21,2026-01-21,2026-01-21,17.3,0.72,185,True
REQ-003238,2026-01-21,2026-01-23,2026-01-23,53.2,2.22,168,True
REQ-003239,2026-01-21,2026-01-21,2026-01-21,23.4,0.97,168,True
REQ-003241,2026-01-21,2026-01-21,2026-01-21,22.3,0.93,218,True
REQ-003242,2026-01-21,2026-01-22,2026-01-22,44.8,1.86,72,True
REQ-003243,2026-01-21,2026-01-22,2026-01-22,32.2,1.34,79,True
REQ-003244,2026-01-21,2026-01-21,,13.5,0.56,79,True
REQ-003245,2026-01-21,2026-01-21,2026-01-21,6.6,0.27,72,True
REQ-003246,2026-01-21,2026-01-23,,49.3,2.05,79,True
REQ-003247,2026-01-21,2026-01-21,2026-01-21,8.5,0.35,4,False
REQ-003248,2026-01-21,2026-01-22,,32.5,1.35,168,True
REQ-003249,2026-01-21,2026-01-21,,9.1,0.38,168,True
REQ-003250,2026-01-21,2026-01-23,2026-01-23,49.3,2.06,168,True
REQ-003251,2026-01-21,2026-01-21,2026-01-21,7.8,0.33,72,True
REQ-003252,2026-01-21,2026-01-22,2026-01-22,40.4,1.68,31,False
REQ-003253,2026-01-21,2026-01-21,,3.0,0.13,72,True
REQ-003254,2026-01-22,2026-01-22,,19.9,0.83,79,True
REQ-003255,2026-01-22,2026-01-23,2026-01-23,32.5,1.35,26,False
REQ-003256,2026-01-22,2026-01-22,2026-01-22,5.1,0.21,168,True
REQ-003257,2026-01-22,2026-01-23,2026-01-23,37.2,1.55,31,False
REQ-003258,2026-01-22,2026-01-23,2026-01-23,37.1,1.55,94,True
REQ-003259,2026-01-22,2026-01-22,2026-01-22,11.3,0.47,26,True
REQ-003260,2026-01-22,2026-01-22,2026-01-22,6.1,0.26,5,False
REQ-003261,2026-01-22,2026-01-22,2026-01-22,19.3,0.81,26,True
REQ-003262,2026-01-22,2026-01-26,2026-01-26,102.8,4.28,168,True
REQ-003263,2026-01-22,2026-01-23,,47.3,1.97,72,True
REQ-003264,2026-01-22,2026-01-22,2026-01-22,22.8,0.95,72,True
REQ-003265,2026-01-22,2026-01-22,2026-01-22,23.3,0.97,72,True
REQ-003266,2026-01-22,2026-01-23,2026-01-23,40.3,1.68,94,True
REQ-003267,2026-01-22,2026-01-23,2026-01-23,27.4,1.14,218,True
REQ-003268,2026-01-22,2026-01-23,,41.6,1.73,185,True
REQ-003269,2026-01-22,2026-01-24,2026-01-24,64.7,2.7,72,True
REQ-003270,2026-01-22,2026-01-24,,64.7,2.69,218,True
REQ-003271,2026-01-22,2026-01-22,2026-01-22,13.8,0.57,72,True
REQ-003272,2026-01-22,2026-01-23,2026-01-23,26.9,1.12,94,True
REQ-003273,2026-01-23,2026-01-24,,25.4,1.06,168,True
REQ-003274,2026-01-23,2026-01-23,,9.6,0.4,218,True
REQ-003275,2026-01-23,2026-01-23,,21.8,0.91,168,True
REQ-003276,2026-01-23,2026-01-24,2026-01-24,27.4,1.14,218,True
REQ-003277,2026-01-23,2026-01-23,,5.6,0.23,218,True
REQ-003278,2026-01-23,2026-01-24,2026-01-24,46.4,1.93,218,True
REQ-003279,2026-01-23,2026-01-23,,11.0,0.46,168,True
REQ-003280,2026-01-23,2026-01-23,2026-01-23,18.4,0.77,168,True
REQ-003281,2026-01-23,2026-01-23,,8.4,0.35,31,True
REQ-003282,2026-01-23,2026-01-23,,8.7,0.36,72,True
REQ-003283,2026-01-23,2026-01-23,2026-01-23,13.0,0.54,26,True
REQ-003284,2026-01-23,2026-01-25,2026-01-25,50.4,2.1,24,False
REQ-003285,2026-01-23,2026-01-24,2026-01-24,46.3,1.93,218,True
REQ-003287,2026-01-23,2026-01-24,,38.8,1.62,168,True
REQ-003288,2026-01-23,2026-01-23,,7.7,0.32,72,True
REQ-003289,2026-01-23,2026-01-23,2026-01-23,5.8,0.24,5,False
REQ-003290,2026-01-23,2026-01-24,2026-01-24,45.2,1.88,94,True
REQ-003291,2026-01-23,2026-01-25,2026-01-25,62.8,2.62,218,True
REQ-003292,2026-01-23,2026-01-24,2026-01-24,27.5,1.15,94,True
REQ-003293,2026-01-23,2026-01-25,,49.9,2.08,218,True
REQ-003295,2026-01-23,2026-01-26,2026-01-26,72.8,3.03,168,True
REQ-003296,2026-01-23,2026-01-24,2026-01-24,30.4,1.27,168,True
REQ-003297,2026-01-23,2026-01-24,,44.6,1.86,168,True
REQ-003298,2026-01-23,2026-01-24,,29.8,1.24,168,True
REQ-003299,2026-01-23,2026-01-24,2026-01-24,35.3,1.47,24,False
REQ-003300,2026-01-23,2026-01-24,2026-01-24,41.2,1.72,72,True
REQ-003301,2026-01-23,2026-01-23,2026-01-23,11.9,0.5,24,True
REQ-003302,2026-01-23,2026-01-23,2026-01-23,18.1,0.75,218,True
REQ-003306,2026-01-24,2026-01-26,,51.3,2.14,218,True
REQ-003307,2026-01-24,2026-01-26,2026-01-26,52.1,2.17,79,True
REQ-003308,2026-01-24,2026-01-24,2026-01-24,15.2,0.63,26,True
REQ-003309,2026-01-24,2026-01-25,2026-01-25,29.6,1.23,218,True
REQ-003310,2026-01-25,2026-01-26,,28.7,1.19,72,True
REQ-003311,2026-01-25,2026-01-28,,92.1,3.84,185,True
REQ-003312,2026-01-25,2026-01-27,2026-01-27,51.6,2.15,218,True
REQ-003313,2026-01-25,2026-01-25,2026-01-25,8.1,0.34,168,True
REQ-003315,2026-01-25,2026-01-25,,21.5,0.89,168,True
REQ-003316,2026-01-26,2026-01-26,2026-01-26,20.0,0.83,72,True
REQ-003317,2026-01-26,2026-01-27,2026-01-27,29.6,1.23,168,True
REQ-003318,2026-01-26,2026-01-26,2026-01-26,13.5,0.56,72,True
REQ-003319,2026-01-26,2026-01-26,2026-01-26,3.3,0.14,24,True
REQ-003321,2026-01-26,2026-01-26,,17.1,0.71,168,True
REQ-003322,2026-01-26,2026-01-27,2026-01-27,35.4,1.48,79,True
REQ-003323,2026-01-26,2026-01-26,2026-01-26,9.6,0.4,4,False
REQ-003324,2026-01-26,2026-01-26,,16.4,0.68,218,True
REQ-003325,2026-01-26,2026-01-28,2026-01-28,56.6,2.36,218,True
REQ-003326,2026-01-26,2026-01-29,2026-01-29,94.1,3.92,168,True
REQ-003328,2026-01-26,2026-01-28,2026-01-28,53.4,2.22,185,True
REQ-003329,2026-01-26,2026-01-26,2026-01-26,23.8,0.99,72,True
REQ-003330,2026-01-26,2026-01-27,2026-01-27,33.2,1.38,218,True
REQ-003331,2026-01-26,2026-01-28,,48.5,2.02,168,True
REQ-003332,2026-01-26,2026-01-26,,11.9,0.5,218,True
REQ-003333,2026-01-26,2026-01-26,,23.2,0.97,72,True
REQ-003334,2026-01-26,2026-01-27,2026-01-27,32.0,1.34,218,True
REQ-003335,2026-01-26,2026-01-27,,31.2,1.3,72,True
REQ-003336,2026-01-26,2026-01-27,2026-01-27,36.5,1.52,24,False
REQ-003338,2026-01-26,2026-01-26,,8.1,0.34,26,True
REQ-003339,2026-01-26,2026-01-29,,87.4,3.64,168,True
REQ-003340,2026-01-26,2026-01-27,2026-01-27,28.6,1.19,94,True
REQ-003341,2026-01-26,2026-01-26,2026-01-26,16.2,0.67,31,True
REQ-003342,2026-01-26,2026-01-26,2026-01-26,10.6,0.44,94,True
REQ-003343,2026-01-26,2026-01-27,2026-01-27,41.9,1.75,24,False
REQ-003344,2026-01-26,2026-01-27,2026-01-27,32.2,1.34,185,True
REQ-003345,2026-01-27,2026-01-28,2026-01-28,33.9,1.41,94,True
REQ-003346,2026-01-27,2026-01-28,2026-01-28,26.0,1.08,72,True
REQ-003347,2026-01-27,2026-01-27,2026-01-27,11.6,0.48,72,True
REQ-003348,2026-01-27,2026-01-27,2026-01-27,10.5,0.44,218,True
REQ-003349,2026-01-27,2026-01-27,2026-01-27,5.1,0.21,4,False
REQ-003350,2026-01-27,2026-01-27,2026-01-27,15.2,0.64,24,True
REQ-003351,2026-01-27,2026-01-28,2026-01-28,29.3,1.22,168,True
REQ-003352,2026-01-27,2026-01-29,,60.1,2.51,185,True
REQ-003353,2026-01-27,2026-01-27,2026-01-27,15.9,0.66,79,True
REQ-003354,2026-01-27,2026-01-27,,4.2,0.17,79,True
REQ-003355,2026-01-27,2026-01-29,2026-01-29,48.7,2.03,26,False
REQ-003356,2026-01-27,2026-01-29,2026-01-29,67.1,2.8,185,True
REQ-003357,2026-01-27,2026-01-28,2026-01-28,44.7,1.86,168,True
REQ-003358,2026-01-27,2026-01-27,2026-01-27,4.8,0.2,72,True
REQ-003359,2026-01-27,2026-01-27,2026-01-27,15.4,0.64,5,False
REQ-003360,2026-01-27,2026-01-27,2026-01-27,15.4,0.64,168,True
REQ-003361,2026-01-27,2026-01-27,2026-01-27,13.7,0.57,31,True
REQ-003363,2026-01-27,2026-01-28,2026-01-28,30.3,1.26,185,True
REQ-003364,2026-01-27,2026-01-28,2026-01-28,39.1,1.63,168,True
REQ-003365,2026-01-27,2026-01-28,2026-01-28,34.8,1.45,185,True
REQ-003366,2026-01-27,2026-01-27,2026-01-27,23.3,0.97,72,True
REQ-003367,2026-01-27,2026-01-29,,64.1,2.67,185,True
REQ-003368,2026-01-28,2026-01-28,2026-01-28,1.0,0.04,4,True
REQ-003369,2026-01-28,2026-01-28,2026-01-28,8.9,0.37,5,False
REQ-003370,2026-01-28,2026-01-28,2026-01-28,14.4,0.6,168,True
REQ-003371,2026-01-28,2026-01-31,,75.5,3.15,185,True
REQ-003372,2026-01-28,2026-01-28,,13.3,0.56,218,True
REQ-003373,2026-01-28,2026-01-29,2026-01-29,25.3,1.05,24,False
REQ-003374,2026-01-28,2026-01-30,,49.4,2.06,79,True
REQ-003375,2026-01-28,2026-01-28,,15.2,0.63,94,True
REQ-003377,2026-01-28,2026-01-28,2026-01-28,12.7,0.53,168,True
REQ-003378,2026-01-28,2026-01-28,2026-01-28,23.0,0.96,72,True
REQ-003380,2026-01-28,2026-01-28,2026-01-28,15.5,0.65,168,True
REQ-003381,2026-01-28,2026-01-30,,67.4,2.81,185,True
REQ-003382,2026-01-28,2026-01-30,2026-01-30,55.6,2.32,94,True
REQ-003383,2026-01-28,2026-01-29,2026-01-29,26.4,1.1,31,True
REQ-003384,2026-01-28,2026-01-28,2026-01-28,20.3,0.85,94,True
REQ-003385,2026-01-28,2026-01-30,2026-01-30,49.7,2.07,218,True
REQ-003386,2026-01-28,2026-01-29,2026-01-29,40.7,1.7,72,True
REQ-003388,2026-01-28,2026-01-28,,23.9,0.99,168,True
REQ-003389,2026-01-28,2026-01-30,2026-01-30,58.7,2.45,218,True
REQ-003390,2026-01-28,2026-01-29,2026-01-29,33.5,1.39,185,True
REQ-003391,2026-01-28,2026-01-30,2026-01-30,69.8,2.91,218,True
REQ-003392,2026-01-28,2026-01-29,2026-01-29,26.8,1.12,168,True
REQ-003393,2026-01-28,2026-01-28,2026-01-28,19.4,0.81,26,True
REQ-003394,2026-01-29,2026-01-30,2026-01-30,24.3,1.01,72,True
REQ-003395,2026-01-29,2026-01-31,,52.2,2.17,185,True
REQ-003396,2026-01-29,2026-01-30,2026-01-30,41.4,1.73,24,False
REQ-003397,2026-01-29,2026-01-30,2026-01-30,26.4,1.1,72,True
REQ-003398,2026-01-29,2026-01-29,2026-01-29,19.9,0.83,185,True
REQ-003399,2026-01-29,2026-02-01,2026-02-01,75.1,3.13,94,True
REQ-003400,2026-01-29,2026-01-30,2026-01-30,35.8,1.49,94,True
REQ-003401,2026-01-29,2026-01-30,,30.6,1.28,168,True
REQ-003402,2026-01-29,2026-01-29,2026-01-29,17.6,0.73,26,True
REQ-003403,2026-01-29,2026-01-29,,15.5,0.65,26,True
REQ-003405,2026-01-29,2026-01-30,2026-01-30,44.9,1.87,218,True
REQ-003406,2026-01-29,2026-01-31,2026-01-31,56.7,2.36,218,True
REQ-003407,2026-01-29,2026-01-30,,36.2,1.51,168,True
REQ-003408,2026-01-29,2026-01-30,2026-01-30,29.5,1.23,185,True
REQ-003409,2026-01-29,2026-01-29,2026-01-29,12.2,0.51,168,True
REQ-003410,2026-01-29,2026-01-30,,44.1,1.84,218,True
REQ-003411,2026-01-29,2026-01-30,,44.6,1.86,24,False
REQ-003412,2026-01-29,2026-01-29,,21.6,0.9,218,True
REQ-003413,2026-01-29,2026-01-30,,24.2,1.01,168,True
REQ-003414,2026-01-29,2026-01-31,,67.4,2.81,218,True
REQ-003415,2026-01-30,2026-01-31,2026-01-31,26.1,1.09,31,True
REQ-003417,2026-01-30,2026-01-30,2026-01-30,6.2,0.26,185,True
REQ-003418,2026-01-30,2026-01-30,2026-01-30,2.2,0.09,24,True
REQ-003419,2026-01-30,2026-01-31,2026-01-31,29.5,1.23,24,False
REQ-003420,2026-01-30,2026-02-01,2026-02-01,49.1,2.05,72,True
REQ-003421,2026-01-30,2026-01-31,,35.0,1.46,218,True
REQ-003422,2026-01-30,2026-02-02,,81.1,3.38,185,True
REQ-003423,2026-01-30,2026-01-30,,7.1,0.3,168,True
REQ-003424,2026-01-30,2026-01-31,2026-01-31,28.6,1.19,72,True
REQ-003425,2026-01-30,2026-01-30,2026-01-30,12.1,0.5,72,True
REQ-003426,2026-01-30,2026-02-02,,75.6,3.15,94,True
REQ-003427,2026-01-30,2026-02-02,2026-02-02,81.1,3.38,168,True
REQ-003428,2026-01-30,2026-02-01,2026-02-01,61.1,2.55,31,False
REQ-003429,2026-01-30,2026-01-30,2026-01-30,6.9,0.29,218,True
REQ-003430,2026-01-30,2026-01-31,2026-01-31,38.3,1.59,168,True
REQ-003431,2026-01-30,2026-01-30,,13.2,0.55,4,False
REQ-003432,2026-01-30,2026-01-30,2026-01-30,14.6,0.61,31,True
REQ-003433,2026-01-30,2026-01-31,2026-01-31,32.9,1.37,72,True
REQ-003434,2026-01-30,2026-01-30,2026-01-30,14.6,0.61,72,True
REQ-003435,2026-01-31,2026-01-31,2026-01-31,19.5,0.81,72,True
REQ-003436,2026-01-31,2026-02-01,2026-02-01,44.5,1.86,185,True
REQ-003437,2026-01-31,2026-02-02,2026-02-02,48.2,2.01,72,True
REQ-003438,2026-01-31,2026-02-01,,37.0,1.54,94,True
REQ-003439,2026-01-31,2026-01-31,2026-01-31,20.0,0.83,94,True
REQ-003440,2026-01-31,2026-01-31,2026-01-31,15.9,0.66,24,True
REQ-003441,2026-01-31,2026-02-01,2026-02-01,28.0,1.17,168,True
REQ-003442,2026-01-31,2026-01-31,2026-01-31,16.9,0.7,26,True
REQ-003443,2026-01-31,2026-02-01,2026-02-01,31.0,1.29,218,True
REQ-003444,2026-02-01,2026-02-01,2026-02-01,15.6,0.65,4,False
REQ-003445,2026-02-01,2026-02-03,,62.2,2.59,94,True
REQ-003446,2026-02-01,2026-02-03,2026-02-03,48.5,2.02,218,True
REQ-003447,2026-02-01,2026-02-01,2026-02-01,18.2,0.76,185,True
REQ-003448,2026-02-01,2026-02-01,,20.8,0.87,168,True
REQ-003449,2026-02-01,2026-02-01,,18.0,0.75,168,True
REQ-003450,2026-02-01,2026-02-02,2026-02-02,42.0,1.75,72,True
REQ-003451,2026-02-01,2026-02-02,2026-02-02,43.0,1.79,72,True
REQ-003452,2026-02-01,2026-02-01,2026-02-01,17.3,0.72,72,True
REQ-003453,2026-02-01,2026-02-01,,12.8,0.53,72,True
REQ-003454,2026-02-02,2026-02-04,2026-02-04,66.9,2.79,168,True
REQ-003455,2026-02-02,2026-02-05,2026-02-05,75.9,3.16,168,True
REQ-003456,2026-02-02,2026-02-03,2026-02-03,33.3,1.39,185,True
REQ-003457,2026-02-02,2026-02-03,,35.8,1.49,218,True
REQ-003458,2026-02-02,2026-02-02,2026-02-02,17.8,0.74,94,True
REQ-003459,2026-02-02,2026-02-04,2026-02-04,52.8,2.2,79,True
REQ-003460,2026-02-02,2026-02-02,,16.9,0.71,94,True
REQ-003461,2026-02-02,2026-02-02,2026-02-02,18.0,0.75,4,False
REQ-003462,2026-02-02,2026-02-02,,19.1,0.79,168,True
REQ-003463,2026-02-02,2026-02-05,2026-02-05,88.3,3.68,168,True
REQ-003465,2026-02-02,2026-02-02,2026-02-02,13.6,0.56,94,True
REQ-003466,2026-02-02,2026-02-05,2026-02-05,94.4,3.93,168,True
REQ-003467,2026-02-02,2026-02-02,2026-02-02,16.1,0.67,72,True
REQ-003468,2026-02-03,2026-02-04,2026-02-04,34.8,1.45,72,True
REQ-003469,2026-02-03,2026-02-03,2026-02-03,4.8,0.2,168,True
REQ-003471,2026-02-03,2026-02-03,,15.3,0.64,24,True
REQ-003472,2026-02-03,2026-02-03,,16.0,0.67,26,True
REQ-003473,2026-02-03,2026-02-03,2026-02-03,11.4,0.48,94,True
REQ-003474,2026-02-03,2026-02-03,,4.5,0.19,218,True
REQ-003475,2026-02-03,2026-02-03,2026-02-03,21.2,0.88,72,True
REQ-003476,2026-02-03,2026-02-04,2026-02-04,24.6,1.03,185,True
REQ-003477,2026-02-03,2026-02-04,,27.2,1.13,168,True
REQ-003478,2026-02-03,2026-02-04,2026-02-04,27.5,1.15,168,True
REQ-003479,2026-02-03,2026-02-03,,10.9,0.45,168,True
REQ-003480,2026-02-03,2026-02-04,,32.1,1.34,168,True
REQ-003481,2026-02-03,2026-02-03,,7.5,0.31,218,True
REQ-003483,2026-02-03,2026-02-04,2026-02-04,42.3,1.76,218,True
REQ-003484,2026-02-03,2026-02-03,2026-02-03,16.5,0.69,168,True
REQ-003485,2026-02-03,2026-02-05,2026-02-05,65.2,2.72,79,True
REQ-003486,2026-02-03,2026-02-05,2026-02-05,57.0,2.38,168,True
REQ-003487,2026-02-03,2026-02-03,2026-02-03,8.9,0.37,24,True
REQ-003488,2026-02-03,2026-02-04,2026-02-04,37.4,1.56,31,False
REQ-003489,2026-02-03,2026-02-03,2026-02-03,11.8,0.49,24,True
REQ-003490,2026-02-03,2026-02-03,2026-02-03,14.5,0.61,168,True
REQ-003491,2026-02-03,2026-02-03,2026-02-03,7.2,0.3,185,True
REQ-003492,2026-02-03,2026-02-03,2026-02-03,18.9,0.79,24,True
REQ-003493,2026-02-03,2026-02-04,,25.1,1.05,79,True
REQ-003494,2026-02-03,2026-02-03,2026-02-03,16.9,0.71,94,True
REQ-003495,2026-02-03,2026-02-03,2026-02-03,21.7,0.9,168,True
REQ-003496,2026-02-03,2026-02-05,2026-02-05,62.0,2.58,168,True
REQ-003497,2026-02-04,2026-02-08,2026-02-08,101.3,4.22,185,True
REQ-003499,2026-02-04,2026-02-05,,29.8,1.24,168,True
REQ-003500,2026-02-04,2026-02-05,2026-02-05,26.2,1.09,79,True
REQ-003501,2026-02-04,2026-02-05,2026-02-05,34.1,1.42,24,False
REQ-003502,2026-02-04,2026-02-06,2026-02-06,70.4,2.93,94,True
REQ-003503,2026-02-04,2026-02-05,,28.6,1.19,185,True
REQ-003504,2026-02-04,2026-02-04,2026-02-04,9.2,0.38,72,True
REQ-003505,2026-02-04,2026-02-05,2026-02-05,39.6,1.65,218,True
REQ-003506,2026-02-04,2026-02-05,2026-02-05,36.8,1.53,72,True
REQ-003507,2026-02-04,2026-02-04,,9.7,0.4,26,True
REQ-003508,2026-02-04,2026-02-04,2026-02-04,22.2,0.93,168,True
REQ-003509,2026-02-04,2026-02-04,,10.1,0.42,72,True
REQ-003510,2026-02-04,2026-02-05,2026-02-05,46.4,1.93,218,True
REQ-003511,2026-02-04,2026-02-04,2026-02-04,11.6,0.48,94,True
REQ-003512,2026-02-04,2026-02-05,2026-02-05,39.6,1.65,168,True
REQ-003514,2026-02-04,2026-02-04,2026-02-04,18.1,0.75,31,True
REQ-003515,2026-02-04,2026-02-05,,31.9,1.33,218,True
REQ-003516,2026-02-04,2026-02-05,2026-02-05,47.7,1.99,168,True
REQ-003518,2026-02-04,2026-02-04,2026-02-04,6.4,0.27,72,True
REQ-003519,2026-02-04,2026-02-06,,63.1,2.63,218,True
REQ-003520,2026-02-04,2026-02-06,2026-02-06,56.6,2.36,72,True
REQ-003521,2026-02-04,2026-02-04,2026-02-04,10.4,0.43,72,True
REQ-003522,2026-02-05,2026-02-07,2026-02-07,52.7,2.2,168,True
REQ-003523,2026-02-05,2026-02-05,2026-02-05,14.4,0.6,31,True
REQ-003524,2026-02-05,2026-02-05,,14.6,0.61,218,True
REQ-003525,2026-02-05,2026-02-05,,12.6,0.53,168,True
REQ-003526,2026-02-05,2026-02-07,2026-02-07,49.9,2.08,168,True
REQ-003527,2026-02-05,2026-02-05,2026-02-05,15.0,0.63,72,True
REQ-003529,2026-02-05,2026-02-07,2026-02-07,55.9,2.33,185,True
REQ-003530,2026-02-05,2026-02-05,2026-02-05,18.5,0.77,72,True
REQ-003531,2026-02-05,2026-02-06,2026-02-06,29.1,1.21,168,True
REQ-003532,2026-02-05,2026-02-06,2026-02-06,46.6,1.94,94,True
REQ-003533,2026-02-05,2026-02-05,2026-02-05,20.8,0.87,4,False
REQ-003534,2026-02-05,2026-02-05,2026-02-05,16.2,0.67,94,True
REQ-003535,2026-02-05,2026-02-06,,47.3,1.97,218,True
REQ-003536,2026-02-05,2026-02-05,2026-02-05,22.0,0.91,24,True
REQ-003537,2026-02-05,2026-02-05,2026-02-05,9.6,0.4,79,True
REQ-003538,2026-02-05,2026-02-06,2026-02-06,26.3,1.09,185,True
REQ-003539,2026-02-05,2026-02-05,2026-02-05,21.3,0.89,24,True
REQ-003541,2026-02-05,2026-02-07,2026-02-07,60.3,2.51,94,True
REQ-003542,2026-02-05,2026-02-06,2026-02-06,45.5,1.9,79,True
REQ-003543,2026-02-05,2026-02-05,2026-02-05,18.6,0.78,5,False
REQ-003544,2026-02-05,2026-02-06,2026-02-06,34.6,1.44,72,True
REQ-003545,2026-02-05,2026-02-05,,7.3,0.31,5,False
REQ-003546,2026-02-05,2026-02-06,,29.4,1.23,168,True
REQ-003547,2026-02-06,2026-02-06,2026-02-06,19.0,0.79,31,True
REQ-003548,2026-02-06,2026-02-06,,22.6,0.94,218,True
REQ-003549,2026-02-06,2026-02-08,2026-02-08,49.2,2.05,26,False
REQ-003550,2026-02-06,2026-02-06,,13.6,0.57,168,True
REQ-003551,2026-02-06,2026-02-07,2026-02-07,37.0,1.54,79,True
REQ-003552,2026-02-06,2026-02-07,2026-02-07,39.1,1.63,31,False
REQ-003554,2026-02-06,2026-02-07,2026-02-07,27.1,1.13,168,True
REQ-003555,2026-02-06,2026-02-08,2026-02-08,51.9,2.16,185,True
REQ-003556,2026-02-06,2026-02-07,,37.7,1.57,218,True
REQ-003558,2026-02-06,2026-02-09,2026-02-09,83.4,3.48,168,True
REQ-003559,2026-02-06,2026-02-06,,9.0,0.37,168,True
REQ-003560,2026-02-06,2026-02-08,,71.1,2.96,185,True
REQ-003561,2026-02-06,2026-02-07,,26.5,1.1,185,True
REQ-003562,2026-02-06,2026-02-09,,92.7,3.86,218,True
REQ-003563,2026-02-06,2026-02-07,2026-02-07,40.4,1.68,168,True
REQ-003564,2026-02-06,2026-02-08,2026-02-08,48.3,2.01,94,True
REQ-003565,2026-02-06,2026-02-06,,21.6,0.9,94,True
REQ-003566,2026-02-06,2026-02-06,,24.0,1.0,168,True
REQ-003567,2026-02-06,2026-02-07,2026-02-07,35.2,1.47,168,True
REQ-003568,2026-02-06,2026-02-06,,18.1,0.76,218,True
REQ-003570,2026-02-06,2026-02-06,,18.2,0.76,218,True
REQ-003572,2026-02-06,2026-02-07,2026-02-07,28.6,1.19,185,True
REQ-003573,2026-02-06,2026-02-07,2026-02-07,36.8,1.53,185,True
REQ-003574,2026-02-06,2026-02-06,,10.3,0.43,94,True
REQ-003575,2026-02-06,2026-02-07,2026-02-07,35.6,1.48,79,True
REQ-003576,2026-02-06,2026-02-07,2026-02-07,36.9,1.54,185,True
REQ-003577,2026-02-06,2026-02-08,,64.3,2.68,168,True
REQ-003578,2026-02-06,2026-02-07,2026-02-07,36.2,1.51,26,False
REQ-003579,2026-02-06,2026-02-06,,9.8,0.41,94,True
REQ-003580,2026-02-06,2026-02-10,,105.7,4.41,168,True
REQ-003581,2026-02-06,2026-02-06,,20.1,0.84,94,True
REQ-003583,2026-02-06,2026-02-07,2026-02-07,35.4,1.48,79,True
REQ-003584,2026-02-07,2026-02-08,2026-02-08,30.6,1.28,218,True
REQ-003585,2026-02-07,2026-02-09,2026-02-09,56.0,2.33,168,True
REQ-003586,2026-02-07,2026-02-09,2026-02-09,48.8,2.04,185,True
REQ-003588,2026-02-07,2026-02-07,,15.6,0.65,185,True
REQ-003589,2026-02-07,2026-02-08,,32.0,1.33,94,True
REQ-003591,2026-02-08,2026-02-10,2026-02-10,60.8,2.53,168,True
REQ-003592,2026-02-08,2026-02-10,,63.7,2.66,185,True
REQ-003593,2026-02-08,2026-02-08,2026-02-08,16.6,0.69,31,True
REQ-003594,2026-02-08,2026-02-08,2026-02-08,23.8,0.99,79,True
REQ-003595,2026-02-08,2026-02-08,,10.2,0.42,218,True
REQ-003596,2026-02-08,2026-02-09,2026-02-09,31.3,1.3,218,True
REQ-003597,2026-02-08,2026-02-08,,16.2,0.67,72,True
REQ-003598,2026-02-08,2026-02-08,2026-02-08,11.4,0.48,72,True
REQ-003599,2026-02-09,2026-02-09,2026-02-09,22.5,0.94,185,True
REQ-003600,2026-02-09,2026-02-09,,16.8,0.7,72,True
REQ-003601,2026-02-09,2026-02-09,2026-02-09,23.6,0.98,94,True
REQ-003602,2026-02-09,2026-02-09,2026-02-09,7.5,0.31,4,False
REQ-003603,2026-02-09,2026-02-09,2026-02-09,15.0,0.62,72,True
REQ-003604,2026-02-09,2026-02-11,2026-02-11,48.4,2.02,72,True
REQ-003605,2026-02-09,2026-02-09,,15.5,0.65,185,True
REQ-003606,2026-02-09,2026-02-09,2026-02-09,11.4,0.47,31,True
REQ-003607,2026-02-09,2026-02-09,,3.9,0.16,72,True
REQ-003608,2026-02-09,2026-02-10,2026-02-10,24.8,1.03,72,True
REQ-003609,2026-02-09,2026-02-10,2026-02-10,38.1,1.59,72,True
REQ-003610,2026-02-09,2026-02-09,2026-02-09,5.9,0.25,79,True
REQ-003611,2026-02-09,2026-02-10,,30.9,1.29,4,False
REQ-003612,2026-02-09,2026-02-10,2026-02-10,43.8,1.83,185,True
REQ-003613,2026-02-09,2026-02-11,2026-02-11,48.7,2.03,72,True
REQ-003614,2026-02-09,2026-02-10,2026-02-10,25.8,1.08,185,True
REQ-003615,2026-02-09,2026-02-10,,36.5,1.52,185,True
REQ-003616,2026-02-09,2026-02-09,2026-02-09,15.8,0.66,218,True
REQ-003617,2026-02-09,2026-02-09,,5.6,0.23,94,True
REQ-003618,2026-02-09,2026-02-10,2026-02-10,41.5,1.73,168,True
REQ-003619,2026-02-09,2026-02-14,2026-02-14,140.4,5.85,79,False
REQ-003621,2026-02-09,2026-02-10,2026-02-10,28.8,1.2,24,False
REQ-003622,2026-02-09,2026-02-10,,29.6,1.23,31,True
REQ-003623,2026-02-10,2026-02-13,2026-02-13,73.0,3.04,72,False
REQ-003624,2026-02-10,2026-02-12,,54.7,2.28,185,True
REQ-003625,2026-02-10,2026-02-11,,43.5,1.81,24,False
REQ-003626,2026-02-10,2026-02-13,2026-02-13,75.9,3.16,218,True
REQ-003627,2026-02-10,2026-02-10,,2.4,0.1,24,True
REQ-003628,2026-02-10,2026-02-10,2026-02-10,6.0,0.25,26,True
REQ-003629,2026-02-10,2026-02-10,,12.7,0.53,4,False
