cancellation_id,appointment_id,cancelled_by,cancellation_reason,notice_hours,rebooked_flag
CAN-00985,APT-003314,Client,Client unwell,41.1,True
CAN-00986,APT-003316,Employee,Client declined,27.2,True
CAN-00987,APT-003317,Client,Client unavailable,0.0,True
CAN-00988,APT-003320,Client,Client unavailable,12.8,True
CAN-00989,APT-003323,Client,Client unwell,21.9,True
CAN-00990,APT-003325,Organisation,Duplicate booking,26.7,True
CAN-00991,APT-003326,Employee,Other,17.8,True
CAN-00992,APT-003327,Organisation,Client unwell,28.0,True
CAN-00993,APT-003332,Client,Weather,3.9,False
CAN-00994,APT-003333,Client,Duplicate booking,5.8,True
CAN-00995,APT-003335,Employee,Duplicate booking,0.0,True
CAN-00996,APT-003338,Employee,Other,28.4,False
CAN-00997,APT-003343,Organisation,Other,0.0,True
CAN-00998,APT-003348,Client,Transport issue,40.7,True
CAN-00999,APT-003350,Employee,Transport issue,12.4,True
CAN-01000,APT-003354,Client,Duplicate booking,43.7,True
CAN-01001,APT-003358,Organisation,Transport issue,6.4,False
CAN-01002,APT-003360,Organisation,Client declined,35.2,True
CAN-01003,APT-003364,Client,Client unwell,4.7,True
CAN-01004,APT-003366,Client,Other,21.4,True
CAN-01005,APT-003367,Client,Client unavailable,23.9,True
CAN-01006,APT-003369,Client,Client unavailable,19.8,False
CAN-01007,APT-003371,Client,Weather,0.0,False
CAN-01008,APT-003372,Organisation,Client unavailable,0.6,True
CAN-01009,APT-003380,Client,Client unavailable,39.5,True
CAN-01010,APT-003383,Employee,Duplicate booking,2.1,True
CAN-01011,APT-003386,Organisation,Client unwell,52.5,True
CAN-01012,APT-003389,Client,Transport issue,19.3,True
CAN-01013,APT-003394,Employee,Client declined,0.0,True
CAN-01014,APT-003398,Client,Client unwell,0.0,True
CAN-01015,APT-003400,Client,Client unavailable,37.8,False
CAN-01016,APT-003406,Employee,Transport issue,19.0,True
CAN-01017,APT-003418,Client,Transport issue,2.3,True
CAN-01018,APT-003427,Employee,Client declined,42.5,True
CAN-01019,APT-003433,Client,Client declined,27.3,False
CAN-01020,APT-003435,Organisation,Client declined,29.2,True
CAN-01021,APT-003437,Organisation,Client unavailable,46.5,True
CAN-01022,APT-003440,Employee,Client unwell,21.5,True
CAN-01023,APT-003442,Client,Client unavailable,36.8,True
CAN-01024,APT-003443,Employee,Weather,5.2,True
CAN-01025,APT-003444,Client,Client unavailable,31.9,False
CAN-01026,APT-003445,Employee,Client unavailable,6.6,True
CAN-01027,APT-003446,Employee,Other,32.3,True
CAN-01028,APT-003448,Client,Duplicate booking,27.0,False
CAN-01029,APT-003453,Client,Transport issue,23.0,False
CAN-01030,APT-003455,Organisation,Staff illness,23.2,False
CAN-01031,APT-003460,Client,Transport issue,24.3,True
CAN-01032,APT-003465,Employee,Client unwell,4.1,True
CAN-01033,APT-003466,Client,Other,53.4,False
CAN-01034,APT-003467,Employee,Transport issue,36.7,False
CAN-01035,APT-003468,Client,Client unavailable,34.8,False
CAN-01036,APT-003472,Client,Client unavailable,16.2,False
CAN-01037,APT-003475,Client,Client declined,0.0,True
CAN-01038,APT-003478,Organisation,Transport issue,9.3,False
CAN-01039,APT-003487,Client,Staff illness,29.2,True
CAN-01040,APT-003488,Client,Other,0.0,True
CAN-01041,APT-003490,Employee,Client declined,10.7,False
CAN-01042,APT-003492,Employee,Client unwell,0.0,True
CAN-01043,APT-003493,Employee,Staff illness,9.4,True
CAN-01044,APT-003495,Organisation,Staff illness,43.8,True
CAN-01045,APT-003496,Client,Client declined,0.0,True
CAN-01046,APT-003497,Employee,Other,5.9,True
CAN-01047,APT-003499,Client,Client declined,21.2,True
CAN-01048,APT-003501,Employee,Client unavailable,47.1,True
CAN-01049,APT-003504,Employee,Client unavailable,35.6,True
CAN-01050,APT-003507,Employee,Other,0.0,True
CAN-01051,APT-003510,Client,Other,7.5,False
CAN-01052,APT-003511,Organisation,Other,0.0,False
CAN-01053,APT-003518,Organisation,Duplicate booking,0.0,True
CAN-01054,APT-003519,Client,Weather,7.0,True
CAN-01055,APT-003525,Client,Client declined,0.0,True
CAN-01056,APT-003532,Client,Staff illness,11.4,False
CAN-01057,APT-003537,Employee,Staff illness,0.0,True
CAN-01058,APT-003543,Client,Client declined,16.9,False
CAN-01059,APT-003544,Organisation,Client unavailable,24.6,False
CAN-01060,APT-003546,Employee,Staff illness,0.0,True
CAN-01061,APT-003547,Client,Client unwell,0.0,True
CAN-01062,APT-003558,Client,Client declined,0.0,True
CAN-01063,APT-003566,Organisation,Duplicate booking,51.7,True
CAN-01064,APT-003568,Client,Duplicate booking,22.6,True
CAN-01065,APT-003572,Organisation,Client unwell,14.6,True
CAN-01066,APT-003575,Organisation,Client unavailable,32.1,True
CAN-01067,APT-003579,Organisation,Client unwell,9.4,True
CAN-01068,APT-003582,Client,Duplicate booking,11.3,True
CAN-01069,APT-003586,Organisation,Transport issue,0.0,True
CAN-01070,APT-003589,Client,Client declined,0.0,True
CAN-01071,APT-003591,Client,Transport issue,54.7,True
CAN-01072,APT-003594,Client,Other,54.4,False
CAN-01073,APT-003601,Client,Staff illness,30.8,True
CAN-01074,APT-003603,Employee,Weather,25.4,True
CAN-01075,APT-003604,Client,Client unwell,84.0,False
CAN-01076,APT-003605,Client,Transport issue,40.7,True
CAN-01077,APT-003611,Client,Client unwell,38.7,True
CAN-01078,APT-003613,Employee,Duplicate booking,19.5,True
CAN-01079,APT-003621,Employee,Weather,18.0,True
CAN-01080,APT-003622,Organisation,Weather,59.9,True
CAN-01081,APT-003632,Client,Duplicate booking,13.8,True
CAN-01082,APT-003633,Client,Staff illness,34.2,True
CAN-01083,APT-003640,Client,Staff illness,19.8,True
CAN-01084,APT-003644,Organisation,Transport issue,29.3,True
CAN-01085,APT-003647,Employee,Client declined,20.4,True
CAN-01086,APT-003650,Employee,Client unavailable,39.2,False
CAN-01087,APT-003651,Employee,Client unwell,11.5,False
CAN-01088,APT-003653,Client,Other,18.1,True
CAN-01089,APT-003654,Organisation,Client unwell,27.4,True
CAN-01090,APT-003655,Client,Duplicate booking,21.5,True
CAN-01091,APT-003657,Client,Client unavailable,23.3,True
CAN-01092,APT-003662,Employee,Transport issue,17.0,True
CAN-01093,APT-003666,Employee,Staff illness,0.0,True
CAN-01094,APT-003667,Organisation,Staff illness,0.0,False
CAN-01095,APT-003668,Client,Duplicate booking,0.3,True
CAN-01096,APT-003671,Employee,Client unwell,0.0,False
CAN-01097,APT-003675,Employee,Other,51.7,True
CAN-01098,APT-003679,Client,Staff illness,9.1,True
CAN-01099,APT-003680,Client,Duplicate booking,20.0,True
CAN-01100,APT-003681,Client,Client unavailable,17.2,True
CAN-01101,APT-003689,Client,Other,37.5,True
CAN-01102,APT-003690,Employee,Other,9.5,True
CAN-01103,APT-003692,Organisation,Transport issue,14.8,True
CAN-01104,APT-003693,Client,Weather,0.0,True
CAN-01105,APT-003698,Client,Duplicate booking,8.6,False
CAN-01106,APT-003699,Client,Client declined,0.0,True
CAN-01107,APT-003701,Client,Client unavailable,25.9,True
CAN-01108,APT-003703,Organisation,Client unavailable,21.8,False
CAN-01109,APT-003708,Client,Duplicate booking,11.4,True
CAN-01110,APT-003709,Organisation,Staff illness,32.9,True
CAN-01111,APT-003713,Client,Client unwell,8.8,True
CAN-01112,APT-003719,Employee,Other,23.4,True
CAN-01113,APT-003722,Client,Client unavailable,27.4,True
CAN-01114,APT-003724,Organisation,Client declined,57.1,True
CAN-01115,APT-003726,Client,Client declined,14.2,True
CAN-01116,APT-003727,Client,Transport issue,24.6,False
CAN-01117,APT-003728,Employee,Other,12.9,False
CAN-01118,APT-003736,Client,Weather,16.5,False
CAN-01119,APT-003740,Employee,Transport issue,10.8,False
CAN-01120,APT-003742,Client,Weather,14.5,False
CAN-01121,APT-003744,Employee,Weather,41.1,False
CAN-01122,APT-003749,Client,Client unavailable,22.4,False
CAN-01123,APT-003752,Client,Duplicate booking,0.0,True
CAN-01124,APT-003754,Client,Weather,27.7,False
CAN-01125,APT-003758,Client,Other,4.1,False
CAN-01126,APT-003763,Client,Other,32.8,True
CAN-01127,APT-003767,Employee,Client unwell,23.3,True
CAN-01128,APT-003777,Client,Duplicate booking,23.0,True
CAN-01129,APT-003778,Client,Client unwell,34.4,False
CAN-01130,APT-003779,Client,Client unwell,0.0,True
CAN-01131,APT-003783,Client,Client unavailable,33.1,True
CAN-01132,APT-003784,Client,Transport issue,8.4,True
CAN-01133,APT-003785,Client,Client unavailable,34.9,False
CAN-01134,APT-003790,Organisation,Client declined,24.2,True
CAN-01135,APT-003791,Organisation,Staff illness,4.9,False
CAN-01136,APT-003795,Client,Other,0.6,True
CAN-01137,APT-003796,Client,Staff illness,5.1,True
CAN-01138,APT-003798,Client,Weather,19.4,True
CAN-01139,APT-003801,Client,Weather,21.5,True
CAN-01140,APT-003803,Organisation,Transport issue,32.7,True
CAN-01141,APT-003807,Client,Weather,15.9,False
CAN-01142,APT-003813,Client,Client unwell,0.0,False
CAN-01143,APT-003816,Client,Weather,17.9,True
CAN-01144,APT-003825,Organisation,Other,11.2,True
CAN-01145,APT-003827,Employee,Client unavailable,0.0,True
CAN-01146,APT-003828,Client,Client unwell,0.0,False
CAN-01147,APT-003829,Client,Client unavailable,31.0,True
CAN-01148,APT-003831,Client,Client unwell,54.9,False
CAN-01149,APT-003834,Employee,Transport issue,0.0,True
CAN-01150,APT-003836,Client,Transport issue,4.3,True
CAN-01151,APT-003840,Client,Client unavailable,6.6,False
CAN-01152,APT-003841,Employee,Client declined,16.8,True
CAN-01153,APT-003845,Employee,Client unwell,26.9,True
CAN-01154,APT-003846,Organisation,Client declined,0.0,False
CAN-01155,APT-003850,Organisation,Staff illness,31.1,True
CAN-01156,APT-003853,Client,Transport issue,20.1,True
CAN-01157,APT-003859,Client,Transport issue,6.1,True
CAN-01158,APT-003864,Organisation,Weather,26.0,False
CAN-01159,APT-003871,Employee,Transport issue,37.9,True
CAN-01160,APT-003879,Client,Other,4.0,False
CAN-01161,APT-003880,Employee,Other,22.1,False
CAN-01162,APT-003889,Client,Transport issue,7.9,False
CAN-01163,APT-003891,Organisation,Client declined,37.4,False
CAN-01164,APT-003892,Employee,Weather,76.0,True
CAN-01165,APT-003894,Client,Client unwell,16.0,True
CAN-01166,APT-003896,Client,Staff illness,28.5,True
CAN-01167,APT-003904,Client,Transport issue,4.2,True
CAN-01168,APT-003906,Organisation,Transport issue,0.0,True
CAN-01169,APT-003907,Client,Transport issue,0.0,False
CAN-01170,APT-003913,Organisation,Client unwell,23.0,False
CAN-01171,APT-003914,Organisation,Staff illness,9.1,True
CAN-01172,APT-003915,Employee,Staff illness,34.6,True
CAN-01173,APT-003919,Employee,Client unwell,10.5,True
CAN-01174,APT-003925,Client,Duplicate booking,28.4,False
CAN-01175,APT-003933,Employee,Client unwell,24.0,False
CAN-01176,APT-003939,Client,Client declined,24.4,True
CAN-01177,APT-003945,Client,Client declined,23.5,True
CAN-01178,APT-003947,Client,Client declined,27.7,False
CAN-01179,APT-003948,Organisation,Client unwell,36.5,True
CAN-01180,APT-003954,Client,Client unavailable,46.0,True
CAN-01181,APT-003968,Client,Client unavailable,30.5,True
CAN-01182,APT-003972,Client,Client unavailable,0.0,True
CAN-01183,APT-003977,Organisation,Duplicate booking,19.8,True
CAN-01184,APT-003980,Employee,Transport issue,39.0,True
CAN-01185,APT-003982,Employee,Client declined,0.0,True
CAN-01186,APT-003987,Client,Weather,0.0,True
CAN-01187,APT-003991,Organisation,Client unwell,34.5,False
CAN-01188,APT-003992,Client,Client declined,27.1,True
CAN-01189,APT-003994,Client,Client declined,0.0,True
CAN-01190,APT-003995,Client,Client unavailable,0.0,True
CAN-01191,APT-003997,Client,Duplicate booking,24.9,True
CAN-01192,APT-004002,Client,Duplicate booking,12.4,True
CAN-01193,APT-004003,Organisation,Client unwell,0.0,False
CAN-01194,APT-004004,Client,Client declined,34.2,False
CAN-01195,APT-004011,Client,Transport issue,36.3,False
CAN-01196,APT-004012,Organisation,Client declined,36.8,True
CAN-01197,APT-004013,Client,Duplicate booking,30.4,True
CAN-01198,APT-004016,Client,Other,12.4,True
CAN-01199,APT-004020,Client,Transport issue,33.5,True
CAN-01200,APT-004021,Organisation,Duplicate booking,9.2,True
CAN-01201,APT-004031,Client,Transport issue,21.9,False
CAN-01202,APT-004045,Client,Client declined,16.5,True
CAN-01203,APT-004049,Organisation,Client declined,28.8,False
CAN-01204,APT-004056,Client,Duplicate booking,24.6,True
CAN-01205,APT-004059,Client,Transport issue,0.0,True
CAN-01206,APT-004063,Employee,Weather,1.0,False
CAN-01207,APT-004064,Client,Client unwell,28.2,True
CAN-01208,APT-004065,Client,Duplicate booking,0.0,True
CAN-01209,APT-004066,Client,Other,0.0,True
CAN-01210,APT-004079,Organisation,Client declined,49.5,True
CAN-01211,APT-004080,Client,Client unavailable,0.0,True
CAN-01212,APT-004081,Employee,Other,41.1,False
CAN-01213,APT-004082,Client,Transport issue,34.3,False
CAN-01214,APT-004087,Client,Staff illness,34.0,False
CAN-01215,APT-004092,Client,Weather,9.4,True
CAN-01216,APT-004093,Client,Client declined,0.0,True
CAN-01217,APT-004094,Employee,Client unwell,23.0,True
CAN-01218,APT-004096,Client,Weather,15.3,False
CAN-01219,APT-004098,Client,Transport issue,0.0,False
CAN-01220,APT-004099,Client,Staff illness,0.0,False
CAN-01221,APT-004100,Client,Client unwell,35.7,True
CAN-01222,APT-004108,Employee,Staff illness,39.4,True
CAN-01223,APT-004113,Client,Other,19.8,True
CAN-01224,APT-004114,Organisation,Transport issue,64.7,True
CAN-01225,APT-004119,Client,Transport issue,0.0,True
CAN-01226,APT-004120,Employee,Client declined,28.8,True
CAN-01227,APT-004122,Employee,Weather,20.0,True
CAN-01228,APT-004127,Employee,Staff illness,55.1,True
CAN-01229,APT-004128,Client,Other,43.1,False
CAN-01230,APT-004129,Employee,Transport issue,14.2,True
CAN-01231,APT-004130,Client,Client unavailable,51.4,False
CAN-01232,APT-004137,Organisation,Duplicate booking,0.0,True
CAN-01233,APT-004140,Client,Client unwell,51.3,False
CAN-01234,APT-004143,Client,Other,53.7,False
CAN-01235,APT-004150,Client,Other,17.5,True
CAN-01236,APT-004152,Client,Client declined,11.4,False
CAN-01237,APT-004159,Client,Staff illness,0.0,False
CAN-01238,APT-004160,Employee,Client unavailable,5.4,True
CAN-01239,APT-004163,Client,Duplicate booking,2.0,True
CAN-01240,APT-004165,Client,Staff illness,24.3,False
CAN-01241,APT-004166,Client,Client unwell,46.8,True
CAN-01242,APT-004171,Employee,Transport issue,0.0,True
CAN-01243,APT-004173,Employee,Other,52.0,False
CAN-01244,APT-004175,Client,Client declined,17.2,False
CAN-01245,APT-004181,Client,Client unwell,21.6,False
CAN-01246,APT-004188,Organisation,Client unavailable,28.0,False
CAN-01247,APT-004197,Employee,Other,27.6,False
CAN-01248,APT-004199,Employee,Duplicate booking,28.1,True
CAN-01249,APT-004200,Client,Duplicate booking,0.0,False
CAN-01250,APT-004201,Organisation,Client unavailable,0.0,True
CAN-01251,APT-004206,Organisation,Staff illness,41.8,True
CAN-01252,APT-004207,Client,Client unavailable,9.8,False
CAN-01253,APT-004209,Organisation,Other,24.7,False
CAN-01254,APT-004210,Employee,Other,10.3,False
CAN-01255,APT-004212,Client,Other,2.4,True
CAN-01256,APT-004219,Client,Client unavailable,35.2,False
CAN-01257,APT-004220,Employee,Duplicate booking,0.0,True
CAN-01258,APT-004222,Employee,Client declined,0.9,True
CAN-01259,APT-004225,Client,Duplicate booking,0.0,True
CAN-01260,APT-004230,Client,Client declined,19.1,True
CAN-01261,APT-004231,Client,Staff illness,7.3,False
CAN-01262,APT-004237,Client,Duplicate booking,25.6,True
CAN-01263,APT-004239,Client,Weather,40.7,True
CAN-01264,APT-004245,Client,Client unavailable,21.5,True
CAN-01265,APT-004249,Client,Client unavailable,0.0,False
CAN-01266,APT-004255,Employee,Client declined,11.9,True
CAN-01267,APT-004261,Organisation,Other,9.2,True
CAN-01268,APT-004262,Organisation,Client declined,10.0,False
CAN-01269,APT-004263,Client,Client declined,31.2,True
CAN-01270,APT-004268,Client,Other,46.2,True
CAN-01271,APT-004269,Organisation,Other,16.9,False
CAN-01272,APT-004276,Employee,Client unavailable,29.9,False
CAN-01273,APT-004278,Employee,Other,50.5,True
CAN-01274,APT-004279,Client,Client declined,48.1,True
CAN-01275,APT-004283,Employee,Client declined,0.0,True
CAN-01276,APT-004286,Client,Weather,22.5,False
CAN-01277,APT-004291,Organisation,Weather,16.4,True
CAN-01278,APT-004292,Client,Client declined,28.6,True
CAN-01279,APT-004294,Employee,Staff illness,40.0,True
CAN-01280,APT-004296,Organisation,Weather,36.0,True
CAN-01281,APT-004297,Employee,Transport issue,23.8,True
CAN-01282,APT-004298,Employee,Duplicate booking,0.0,True
CAN-01283,APT-004300,Organisation,Staff illness,9.6,False
CAN-01284,APT-004303,Client,Client unavailable,8.8,True
CAN-01285,APT-004309,Employee,Duplicate booking,2.2,True
CAN-01286,APT-004312,Employee,Other,16.2,False
CAN-01287,APT-004320,Client,Client unwell,12.8,False
CAN-01288,APT-004325,Client,Client unavailable,20.5,True
CAN-01289,APT-004332,Client,Transport issue,18.8,True
CAN-01290,APT-004344,Organisation,Client declined,0.0,True
CAN-01291,APT-004347,Organisation,Duplicate booking,0.0,True
CAN-01292,APT-004348,Employee,Other,2.4,True
CAN-01293,APT-004350,Client,Transport issue,21.3,True
CAN-01294,APT-004351,Client,Client unwell,28.3,True
CAN-01295,APT-004359,Client,Client declined,0.0,False
CAN-01296,APT-004365,Employee,Client unavailable,0.0,True
CAN-01297,APT-004366,Client,Staff illness,29.6,False
CAN-01298,APT-004367,Organisation,Weather,13.8,True
CAN-01299,APT-004379,Client,Client unwell,0.0,True
CAN-01300,APT-004381,Client,Duplicate booking,29.8,True
CAN-01301,APT-004390,Client,Client declined,17.4,True
CAN-01302,APT-004393,Employee,Staff illness,0.4,False
CAN-01303,APT-004394,Organisation,Weather,0.0,True
CAN-01304,APT-004395,Employee,Client declined,9.0,False
CAN-01305,APT-004399,Client,Weather,7.3,False
CAN-01306,APT-004402,Organisation,Weather,0.0,False
CAN-01307,APT-004403,Client,Staff illness,52.3,True
CAN-01308,APT-004405,Employee,Client unwell,40.0,False
CAN-01309,APT-004408,Employee,Client unwell,0.0,True
CAN-01310,APT-004411,Employee,Transport issue,19.6,True
CAN-01311,APT-004413,Client,Duplicate booking,17.7,True
CAN-01312,APT-004415,Employee,Client declined,48.1,False
CAN-01313,APT-004417,Client,Duplicate booking,5.8,True
CAN-01314,APT-004421,Employee,Weather,16.3,True
CAN-01315,APT-004424,Client,Client unwell,56.4,True
CAN-01316,APT-004426,Client,Duplicate booking,43.4,True
CAN-01317,APT-004432,Employee,Duplicate booking,9.3,True
CAN-01318,APT-004435,Employee,Duplicate booking,13.9,True
CAN-01319,APT-004439,Organisation,Staff illness,3.4,True
CAN-01320,APT-004442,Organisation,Staff illness,11.1,True
CAN-01321,APT-004451,Employee,Weather,10.5,True
CAN-01322,APT-004453,Employee,Duplicate booking,48.6,True
CAN-01323,APT-004454,Client,Other,16.3,False
CAN-01324,APT-004457,Employee,Weather,25.2,False
CAN-01325,APT-004458,Client,Other,37.2,False
CAN-01326,APT-004461,Client,Weather,0.0,True
CAN-01327,APT-004464,Client,Duplicate booking,25.2,True
CAN-01328,APT-004465,Employee,Client unwell,2.5,True
CAN-01329,APT-004466,Organisation,Client unavailable,3.5,True
CAN-01330,APT-004468,Organisation,Client unavailable,0.0,False
CAN-01331,APT-004470,Organisation,Client unavailable,52.8,False
CAN-01332,APT-004472,Employee,Client unwell,25.5,False
CAN-01333,APT-004474,Client,Staff illness,0.5,True
CAN-01334,APT-004475,Client,Client declined,20.3,True
CAN-01335,APT-004480,Client,Other,35.4,True
CAN-01336,APT-004481,Organisation,Duplicate booking,17.4,False
CAN-01337,APT-004484,Organisation,Transport issue,24.4,False
CAN-01338,APT-004488,Organisation,Client declined,13.1,True
CAN-01339,APT-004489,Employee,Client declined,27.8,True
CAN-01340,APT-004491,Client,Other,0.0,True
CAN-01341,APT-004493,Employee,Staff illness,6.5,False
CAN-01342,APT-004501,Employee,Weather,22.0,True
CAN-01343,APT-004508,Client,Client unwell,7.4,False
CAN-01344,APT-004511,Client,Other,0.0,True
CAN-01345,APT-004512,Client,Client unavailable,50.4,True
CAN-01346,APT-004515,Employee,Weather,43.5,False
CAN-01347,APT-004516,Client,Client unwell,42.3,True
CAN-01348,APT-004522,Client,Client declined,43.4,False
CAN-01349,APT-004527,Employee,Weather,22.3,False
CAN-01350,APT-004528,Employee,Duplicate booking,21.4,False
CAN-01351,APT-004532,Employee,Duplicate booking,49.3,True
CAN-01352,APT-004533,Employee,Client unwell,0.0,True
CAN-01353,APT-004534,Client,Client declined,31.3,False
CAN-01354,APT-004544,Employee,Staff illness,20.1,False
CAN-01355,APT-004547,Employee,Duplicate booking,33.6,False
CAN-01356,APT-004550,Employee,Other,2.7,False
CAN-01357,APT-004551,Employee,Other,0.0,True
CAN-01358,APT-004557,Client,Other,0.0,True
CAN-01359,APT-004560,Organisation,Client unavailable,11.7,True
CAN-01360,APT-004566,Client,Weather,41.9,False
CAN-01361,APT-004576,Organisation,Client declined,45.4,False
CAN-01362,APT-004583,Client,Other,23.5,False
CAN-01363,APT-004585,Client,Duplicate booking,33.9,True
CAN-01364,APT-004589,Client,Staff illness,0.0,True
CAN-01365,APT-004590,Client,Staff illness,35.4,True
CAN-01366,APT-004591,Client,Other,30.6,True
CAN-01367,APT-004592,Organisation,Staff illness,15.5,True
CAN-01368,APT-004593,Employee,Client declined,5.2,True
CAN-01369,APT-004595,Employee,Client declined,24.0,True
CAN-01370,APT-004601,Client,Client unavailable,16.0,False
CAN-01371,APT-004605,Client,Client unavailable,28.2,True
CAN-01372,APT-004606,Employee,Client declined,29.6,False
CAN-01373,APT-004607,Client,Client unwell,54.1,True
CAN-01374,APT-004610,Organisation,Client unavailable,0.0,False
CAN-01375,APT-004615,Employee,Client unavailable,0.0,False
CAN-01376,APT-004618,Employee,Client unavailable,0.0,True
CAN-01377,APT-004621,Employee,Transport issue,0.2,True
CAN-01378,APT-004625,Organisation,Weather,14.7,True
CAN-01379,APT-004626,Organisation,Client unwell,0.0,False
CAN-01380,APT-004629,Organisation,Duplicate booking,31.9,False
CAN-01381,APT-004635,Client,Client declined,0.0,True
CAN-01382,APT-004636,Employee,Staff illness,0.0,True
CAN-01383,APT-004639,Client,Duplicate booking,45.2,False
CAN-01384,APT-004640,Client,Client unwell,6.9,False
CAN-01385,APT-004643,Employee,Staff illness,0.0,True
CAN-01386,APT-004652,Organisation,Client unwell,21.9,False
CAN-01387,APT-004653,Client,Weather,14.3,False
CAN-01388,APT-004656,Client,Client declined,4.7,False
CAN-01389,APT-004658,Client,Staff illness,19.6,True
CAN-01390,APT-004661,Client,Transport issue,33.6,True
CAN-01391,APT-004664,Employee,Weather,0.0,False
CAN-01392,APT-004671,Employee,Weather,34.2,True
CAN-01393,APT-004673,Client,Client declined,0.0,True
CAN-01394,APT-004674,Client,Client declined,28.7,True
CAN-01395,APT-004676,Client,Staff illness,0.0,True
CAN-01396,APT-004683,Client,Client unwell,6.4,False
CAN-01397,APT-004686,Employee,Client unavailable,16.2,True
CAN-01398,APT-004687,Employee,Weather,0.0,False
CAN-01399,APT-004690,Employee,Client declined,0.0,True
CAN-01400,APT-004694,Client,Duplicate booking,16.0,False
CAN-01401,APT-004698,Organisation,Client unavailable,0.0,True
CAN-01402,APT-004699,Client,Transport issue,37.5,True
CAN-01403,APT-004700,Organisation,Transport issue,12.7,False
CAN-01404,APT-004701,Organisation,Transport issue,46.5,True
CAN-01405,APT-004715,Client,Weather,0.0,False
CAN-01406,APT-004722,Client,Other,26.6,False
CAN-01407,APT-004723,Client,Transport issue,9.6,True
CAN-01408,APT-004724,Client,Weather,24.1,True
CAN-01409,APT-004727,Client,Client unavailable,20.7,True
CAN-01410,APT-004730,Client,Transport issue,15.5,True
CAN-01411,APT-004733,Client,Duplicate booking,35.8,True
CAN-01412,APT-004734,Client,Client unwell,21.1,False
CAN-01413,APT-004740,Client,Client declined,33.6,True
CAN-01414,APT-004746,Client,Client unavailable,73.8,True
CAN-01415,APT-004747,Employee,Client declined,38.5,False
CAN-01416,APT-004748,Client,Client unavailable,0.0,True
CAN-01417,APT-004749,Client,Client unavailable,27.7,False
CAN-01418,APT-004750,Employee,Duplicate booking,29.2,True
CAN-01419,APT-004753,Organisation,Other,34.7,True
CAN-01420,APT-004757,Client,Client unwell,1.3,False
CAN-01421,APT-004758,Client,Client unwell,9.7,False
CAN-01422,APT-004760,Employee,Client unwell,8.3,False
CAN-01423,APT-004762,Employee,Duplicate booking,36.8,False
CAN-01424,APT-004763,Employee,Transport issue,0.0,True
CAN-01425,APT-004765,Organisation,Duplicate booking,35.3,True
CAN-01426,APT-004769,Client,Duplicate booking,35.6,False
CAN-01427,APT-004777,Organisation,Weather,13.0,True
CAN-01428,APT-004780,Client,Client unwell,15.5,False
CAN-01429,APT-004781,Client,Client unavailable,25.1,False
CAN-01430,APT-004788,Employee,Transport issue,7.1,True
CAN-01431,APT-004793,Organisation,Client unwell,36.3,True
CAN-01432,APT-004807,Client,Transport issue,18.9,True
CAN-01433,APT-004808,Organisation,Weather,0.0,False
CAN-01434,APT-004810,Employee,Transport issue,0.0,False
CAN-01435,APT-004811,Client,Transport issue,30.1,True
CAN-01436,APT-004814,Organisation,Duplicate booking,3.6,True
CAN-01437,APT-004817,Organisation,Staff illness,8.9,False
CAN-01438,APT-004818,Organisation,Client declined,0.0,True
CAN-01439,APT-004819,Client,Client declined,29.2,True
CAN-01440,APT-004822,Client,Duplicate booking,23.0,True
CAN-01441,APT-004825,Client,Client declined,23.6,True
CAN-01442,APT-004827,Client,Client declined,15.1,True
CAN-01443,APT-004829,Client,Client declined,11.4,True
CAN-01444,APT-004831,Client,Transport issue,27.6,True
CAN-01445,APT-004833,Client,Client declined,25.1,False
CAN-01446,APT-004834,Client,Duplicate booking,28.6,True
CAN-01447,APT-004835,Client,Staff illness,21.2,False
CAN-01448,APT-004845,Client,Client declined,32.3,True
CAN-01449,APT-004849,Employee,Transport issue,12.6,True
CAN-01450,APT-004855,Organisation,Other,14.0,True
CAN-01451,APT-004856,Organisation,Transport issue,2.4,True
CAN-01452,APT-004858,Client,Staff illness,40.3,True
CAN-01453,APT-004860,Client,Client declined,26.0,True
CAN-01454,APT-004864,Client,Other,36.7,False
CAN-01455,APT-004865,Client,Client declined,0.0,True
CAN-01456,APT-004867,Client,Duplicate booking,13.1,True
CAN-01457,APT-004875,Organisation,Staff illness,8.1,False
CAN-01458,APT-004879,Client,Other,15.2,True
CAN-01459,APT-004880,Client,Client unwell,51.2,False
CAN-01460,APT-004881,Organisation,Client unwell,10.6,True
CAN-01461,APT-004882,Client,Client declined,28.0,True
CAN-01462,APT-004884,Organisation,Client unwell,31.1,False
CAN-01463,APT-004889,Employee,Client unavailable,0.0,True
CAN-01464,APT-004892,Client,Duplicate booking,24.6,True
CAN-01465,APT-004894,Employee,Client unwell,37.8,False
CAN-01466,APT-004895,Client,Other,0.0,True
CAN-01467,APT-004897,Employee,Other,2.3,True
CAN-01468,APT-004898,Client,Client declined,62.9,True
CAN-01469,APT-004900,Client,Transport issue,59.2,False
CAN-01470,APT-004901,Organisation,Transport issue,31.0,True
CAN-01471,APT-004902,Employee,Other,39.8,True
CAN-01472,APT-004911,Employee,Transport issue,26.2,True
CAN-01473,APT-004916,Employee,Duplicate booking,6.2,False
CAN-01474,APT-004920,Organisation,Duplicate booking,14.1,True
CAN-01475,APT-004922,Client,Weather,2.3,True
CAN-01476,APT-004928,Client,Staff illness,15.1,True
