leave_id,employee_id,leave_type,start_date,end_date,status,approved_by,requested_date
LV-00574,EMP-00015,Parental,2025-09-21,2025-09-22,Cancelled,,2025-09-09
LV-00575,EMP-00033,Annual,2026-05-16,2026-05-21,Pending,,2026-05-14
LV-00576,EMP-00055,Annual,2026-05-05,2026-05-06,Cancelled,,2026-05-04
LV-00577,EMP-00054,Personal / Carer's,2025-09-05,2025-09-07,Pending,,2025-08-20
LV-00578,EMP-00069,Sick,2025-10-07,2025-10-08,Approved,system-approval-workflow,2025-10-02
LV-00579,EMP-00005,Unpaid,2026-05-10,2026-05-17,Approved,system-approval-workflow,2026-04-23
LV-00580,EMP-00013,Sick,2025-11-15,2025-11-17,Approved,system-approval-workflow,2025-11-07
LV-00581,EMP-00135,ANNUAL,2025-10-28,2025-11-01,Pending,,2025-10-16
LV-00582,EMP-00137,Sick,2026-03-29,2026-03-30,Rejected,,2026-03-16
LV-00583,EMP-00004,Personal / Carer's,2026-05-30,2026-06-06,Rejected,,2026-05-25
LV-00584,EMP-00059,Annual,2025-09-02,2025-09-11,Cancelled,,2025-08-24
LV-00585,EMP-00137,Personal / Carer's,2026-07-22,2026-07-30,Approved,system-approval-workflow,2026-07-05
LV-00586,EMP-00060,Personal / Carer's,2025-10-13,2025-10-18,Pending,,2025-09-28
LV-00587,EMP-00042,Annual,2025-12-17,2025-12-26,Pending,,2025-12-11
LV-00588,EMP-00010,Personal / Carer's,2025-09-01,2025-09-09,Approved,system-approval-workflow,2025-08-23
LV-00589,EMP-00097,Sick,2026-04-19,2026-04-20,Cancelled,,2026-04-12
LV-00590,EMP-00057,Annual,2025-08-28,2025-09-08,Pending,,2025-08-16
LV-00591,EMP-00022,Personal / Carer's,2026-03-18,2026-03-26,Rejected,,2026-02-26
LV-00592,EMP-00029,Personal / Carer's,2026-07-13,2026-07-16,Approved,system-approval-workflow,2026-07-05
LV-00593,EMP-00048,Personal / Carer's,2026-03-30,2026-04-11,Approved,system-approval-workflow,2026-03-30
LV-00594,EMP-00133,Sick,2026-05-05,2026-05-07,Approved,system-approval-workflow,2026-04-16
LV-00595,EMP-00103,Sick,2026-01-02,2026-01-04,Approved,system-approval-workflow,2025-12-20
LV-00596,EMP-00043,Annual,2025-09-07,2025-09-09,Rejected,,2025-08-28
LV-00597,EMP-00060,Personal / Carer's,2025-10-09,2025-10-18,Approved,system-approval-workflow,2025-10-07
LV-00598,EMP-00019,Parental,2025-12-12,2025-12-22,Cancelled,,2025-11-23
LV-00599,EMP-00049,Annual,2026-01-26,2026-02-06,Pending,,2026-01-19
LV-00600,EMP-00084,Annual,2026-03-24,2026-04-06,Rejected,,2026-03-11
LV-00601,EMP-00014,Personal / Carer's,2026-04-29,2026-05-08,Pending,,2026-04-27
LV-00602,EMP-00039,Parental,2025-11-07,2025-11-13,Cancelled,,2025-11-04
LV-00603,EMP-00040,Personal / Carer's,2025-08-21,2025-08-26,Cancelled,,2025-08-03
LV-00604,EMP-00135,Sick,2026-02-02,2026-02-04,Approved,system-approval-workflow,2026-01-18
LV-00605,EMP-00022,Personal / Carer's,2025-12-02,2025-12-14,Approved,system-approval-workflow,2025-11-20
LV-00606,EMP-00034,ANNUAL,2026-02-28,2026-03-03,Approved,system-approval-workflow,2026-02-08
LV-00607,EMP-00053,Annual,2026-07-29,2026-08-07,Rejected,,2026-07-20
LV-00608,EMP-00062,Annual,2025-08-10,2025-08-15,Rejected,,2025-08-06
LV-00609,EMP-00027,Annual,2025-11-28,2025-12-02,Approved,system-approval-workflow,2025-11-22
LV-00610,EMP-00033,UNPAID,2025-12-13,2025-12-15,Approved,system-approval-workflow,2025-12-07
LV-00611,EMP-00070,Annual,2026-02-09,2026-02-13,Pending,,2026-01-26
LV-00612,EMP-00007,Personal / Carer's,2026-04-02,2026-04-10,Pending,,2026-03-19
LV-00613,EMP-00057,Annual,2026-02-23,2026-02-25,Approved,system-approval-workflow,2026-02-21
LV-00614,EMP-00034,Personal / Carer's,2026-07-09,2026-07-10,Cancelled,,2026-07-03
LV-00615,EMP-00109,Annual,2026-04-04,2026-04-18,Approved,system-approval-workflow,2026-03-17
LV-00616,EMP-00098,Annual,2025-09-04,2025-09-16,Rejected,,2025-08-16
LV-00617,EMP-00110,Annual,2026-07-15,2026-07-25,Approved,system-approval-workflow,2026-06-29
LV-00618,EMP-00092,Personal / Carer's,2025-11-09,2025-11-18,Approved,system-approval-workflow,2025-11-03
LV-00619,EMP-00147,Annual,2025-08-24,2025-08-28,Approved,system-approval-workflow,2025-08-22
LV-00620,EMP-00019,Unpaid,2026-03-01,2026-03-02,Cancelled,,2026-02-17
LV-00621,EMP-00079,Annual,2026-07-11,2026-07-22,Pending,,2026-06-26
LV-00622,EMP-00105,Annual,2025-08-27,2025-09-03,Pending,,2025-08-10
LV-00623,EMP-00041,Sick,2026-04-29,2026-05-01,Cancelled,,2026-04-16
LV-00624,EMP-00056,Sick,2025-10-26,2025-10-28,Pending,,2025-10-13
LV-00625,EMP-00064,Sick,2026-04-27,2026-04-29,Cancelled,,2026-04-08
LV-00626,EMP-00053,Personal / Carer's,2025-09-02,2025-09-06,Rejected,,2025-08-21
LV-00627,EMP-00091,Sick,2026-05-01,2026-05-03,Approved,system-approval-workflow,2026-04-22
LV-00628,EMP-00077,Annual,2025-10-21,2025-10-24,Approved,system-approval-workflow,2025-10-16
LV-00629,EMP-00078,Annual,2026-06-29,2026-06-30,Cancelled,,2026-06-15
LV-00630,EMP-00037,Sick,2026-07-15,2026-07-17,Approved,system-approval-workflow,2026-07-01
LV-00631,EMP-00103,Sick,2026-03-23,2026-03-24,Cancelled,,2026-03-05
LV-00632,EMP-00085,Annual,2026-06-15,2026-06-19,Approved,system-approval-workflow,2026-06-01
LV-00633,EMP-00141,Personal / Carer's,2026-01-27,2026-02-01,Pending,,2026-01-07
LV-00634,EMP-00058,Sick,2026-06-06,2026-06-08,Cancelled,,2026-05-22
LV-00635,EMP-00147,Unpaid,2026-04-18,2026-05-02,Pending,,2026-04-04
LV-00636,EMP-00146,Annual,2026-06-18,2026-06-27,Approved,system-approval-workflow,2026-06-03
LV-00637,EMP-00005,Annual,2026-01-21,2026-02-04,Pending,,2026-01-19
LV-00638,EMP-00055,Unpaid,2025-11-15,2025-11-20,Approved,system-approval-workflow,2025-11-12
LV-00639,EMP-00118,Annual,2026-02-26,2026-03-08,Approved,system-approval-workflow,2026-02-07
LV-00640,EMP-00085,Personal / Carer's,2026-06-07,2026-06-10,Pending,,2026-05-26
