outcome_id,appointment_id,client_satisfaction_score,outcome_quality_score,incident_flag,incident_severity,goal_achieved_flag,follow_up_required_flag
OUT-002083,APT-003255,3.0,73.0,False,,False,True
OUT-002084,APT-003256,5.0,87.2,False,,True,False
OUT-002085,APT-003258,4.3,64.2,False,,False,True
OUT-002086,APT-003259,3.4,81.9,False,,True,True
OUT-002087,APT-003260,3.0,77.7,False,,True,False
OUT-002088,APT-003262,3.3,81.8,False,,True,False
OUT-002089,APT-003264,4.4,90.1,False,,True,False
OUT-002090,APT-003265,,65.1,False,,True,True
OUT-002091,APT-003266,5.0,63.9,False,,False,False
OUT-002092,APT-003267,4.1,87.3,False,,False,False
OUT-002093,APT-003269,5.0,81.8,False,,True,False
OUT-002094,APT-003270,3.8,96.1,False,,True,True
OUT-002095,APT-003272,,96.0,False,,True,False
OUT-002096,APT-003273,3.9,85.9,False,,False,False
OUT-002097,APT-003274,,81.2,False,,True,True
OUT-002098,APT-003275,4.1,82.5,False,,True,False
OUT-002099,APT-003278,4.0,100.0,False,,False,False
OUT-002100,APT-003279,3.4,78.3,False,,False,False
OUT-002101,APT-003280,3.8,84.7,False,,True,True
OUT-002102,APT-003281,3.9,67.4,False,,False,True
OUT-002103,APT-003282,4.8,88.8,False,,True,True
OUT-002104,APT-003283,4.8,78.3,False,,False,True
OUT-002105,APT-003284,3.6,71.1,False,,True,False
OUT-002106,APT-003285,3.8,89.4,False,,True,False
OUT-002107,APT-003287,4.6,80.2,False,,True,False
OUT-002108,APT-003288,2.8,81.6,False,,True,False
OUT-002109,APT-003289,,91.0,False,,True,False
OUT-002110,APT-003290,4.3,75.0,False,,True,False
OUT-002111,APT-003291,4.6,73.4,False,,False,False
OUT-002112,APT-003292,2.4,76.5,False,,False,False
OUT-002113,APT-003293,4.8,78.2,False,,True,False
OUT-002114,APT-003294,4.5,76.1,False,,True,False
OUT-002115,APT-003297,3.7,81.6,False,,True,False
OUT-002116,APT-003299,3.3,83.1,False,,True,False
OUT-002117,APT-003301,4.1,78.4,False,,True,False
OUT-002118,APT-003302,3.1,82.9,False,,False,False
OUT-002119,APT-003303,4.5,90.9,False,,False,True
OUT-002120,APT-003304,4.9,83.6,False,,True,False
OUT-002121,APT-003306,4.7,74.3,False,,True,False
OUT-002122,APT-003311,5.0,84.8,False,,True,False
OUT-002123,APT-003312,3.4,81.1,False,,True,False
OUT-002124,APT-003315,5.0,84.0,False,,True,True
OUT-002125,APT-003318,2.9,74.7,False,,True,True
OUT-002126,APT-003319,3.1,97.6,False,,True,False
OUT-002127,APT-003321,4.0,100.0,True,High,False,False
OUT-002128,APT-003322,3.6,88.8,False,,True,False
OUT-002129,APT-003324,3.2,71.8,False,,True,False
OUT-002130,APT-003328,3.7,84.1,False,,True,False
OUT-002131,APT-003329,4.1,74.6,False,,True,False
OUT-002132,APT-003330,3.6,91.5,False,,True,False
OUT-002133,APT-003331,2.7,100.0,False,,True,False
OUT-002134,APT-003334,3.9,79.0,False,,True,False
OUT-002135,APT-003336,3.9,88.5,False,,True,False
OUT-002136,APT-003337,3.7,79.3,False,,True,False
OUT-002137,APT-003339,3.3,71.5,False,,True,True
OUT-002138,APT-003341,5.0,74.0,False,,True,False
OUT-002139,APT-003342,3.5,76.9,False,,True,False
OUT-002140,APT-003344,4.1,75.4,False,,True,False
OUT-002141,APT-003345,4.1,87.2,False,,True,False
OUT-002142,APT-003346,2.8,68.1,False,,True,True
OUT-002143,APT-003347,3.3,89.7,False,,True,False
OUT-002144,APT-003349,4.6,65.4,False,,True,False
OUT-002145,APT-003351,4.0,79.5,False,,True,True
OUT-002146,APT-003352,4.3,90.5,False,,True,False
OUT-002147,APT-003353,4.2,83.7,False,,True,False
OUT-002148,APT-003355,2.6,91.3,False,,False,True
OUT-002149,APT-003356,3.1,72.5,False,,True,False
OUT-002150,APT-003357,4.3,47.3,False,,True,False
OUT-002151,APT-003359,5.0,85.2,False,,True,False
OUT-002152,APT-003361,3.4,83.0,False,,True,True
OUT-002153,APT-003362,4.3,83.9,False,,True,False
OUT-002154,APT-003363,4.0,82.5,False,,True,False
OUT-002155,APT-003365,5.0,100.0,False,,False,False
OUT-002156,APT-003368,3.7,86.7,False,,True,False
OUT-002157,APT-003370,4.9,85.2,False,,True,True
OUT-002158,APT-003373,3.4,78.8,False,,True,True
OUT-002159,APT-003374,3.7,64.3,False,,True,False
OUT-002160,APT-003375,5.0,76.0,False,,True,False
OUT-002161,APT-003376,3.9,79.0,False,,True,False
OUT-002162,APT-003377,3.9,69.2,False,,True,True
OUT-002163,APT-003378,4.0,79.0,False,,False,False
OUT-002164,APT-003379,3.4,87.2,False,,False,False
OUT-002165,APT-003381,4.9,71.2,False,,True,True
OUT-002166,APT-003382,4.1,83.2,False,,True,False
OUT-002167,APT-003384,4.1,90.7,False,,True,False
OUT-002168,APT-003385,3.8,76.7,False,,True,False
OUT-002169,APT-003387,4.3,82.6,False,,True,False
OUT-002170,APT-003388,4.2,76.4,False,,True,True
OUT-002171,APT-003390,3.3,81.4,False,,True,False
OUT-002172,APT-003391,4.4,75.1,False,,True,False
OUT-002173,APT-003392,4.7,100.0,False,,True,False
OUT-002174,APT-003393,4.4,75.5,False,,True,True
OUT-002175,APT-003395,4.8,84.2,False,,True,False
OUT-002176,APT-003396,5.0,68.4,False,,True,False
OUT-002177,APT-003397,3.4,84.2,False,,False,False
OUT-002178,APT-003399,3.7,93.8,False,,True,False
OUT-002179,APT-003401,4.8,82.4,False,,True,False
OUT-002180,APT-003402,5.0,81.7,False,,False,False
OUT-002181,APT-003403,,85.8,False,,True,False
OUT-002182,APT-003404,5.0,99.7,False,,False,False
OUT-002183,APT-003405,,88.4,False,,True,True
OUT-002184,APT-003407,,82.8,False,,True,False
OUT-002185,APT-003408,,63.9,False,,True,False
OUT-002186,APT-003409,4.0,87.6,False,,True,False
OUT-002187,APT-003410,5.0,81.0,False,,True,False
OUT-002188,APT-003411,4.5,87.1,False,,True,False
OUT-002189,APT-003412,3.3,85.4,False,,True,False
OUT-002190,APT-003413,4.0,88.5,False,,True,False
OUT-002191,APT-003414,4.6,83.3,False,,True,False
OUT-002192,APT-003415,3.8,92.2,False,,False,False
OUT-002193,APT-003416,3.5,78.9,False,,True,True
OUT-002194,APT-003419,3.3,73.2,False,,False,True
OUT-002195,APT-003420,3.9,77.9,False,,True,False
OUT-002196,APT-003421,,90.4,False,,True,True
OUT-002197,APT-003422,4.3,88.4,False,,True,False
OUT-002198,APT-003423,4.6,83.6,False,,False,False
OUT-002199,APT-003424,,62.4,False,,False,False
OUT-002200,APT-003425,5.0,75.4,False,,True,False
OUT-002201,APT-003428,4.6,87.2,False,,True,False
OUT-002202,APT-003429,,72.7,True,High,True,False
OUT-002203,APT-003430,3.2,68.0,False,,True,False
OUT-002204,APT-003431,4.6,66.9,False,,True,True
OUT-002205,APT-003432,5.0,85.6,False,,True,True
OUT-002206,APT-003434,4.0,65.6,False,,True,True
OUT-002207,APT-003436,5.0,93.3,False,,True,False
OUT-002208,APT-003438,4.2,78.1,False,,True,False
OUT-002209,APT-003439,4.9,77.6,False,,True,False
OUT-002210,APT-003441,3.7,89.5,False,,True,True
OUT-002211,APT-003447,3.0,86.2,False,,True,False
OUT-002212,APT-003449,4.1,82.9,False,,True,False
OUT-002213,APT-003450,,77.5,False,,True,True
OUT-002214,APT-003451,3.4,100.0,True,Medium,True,False
OUT-002215,APT-003452,3.9,74.3,False,,True,False
OUT-002216,APT-003454,5.0,78.0,False,,True,True
OUT-002217,APT-003456,4.6,96.1,False,,True,True
OUT-002218,APT-003457,3.4,83.3,False,,True,False
OUT-002219,APT-003458,3.9,86.3,False,,True,False
OUT-002220,APT-003459,5.0,54.7,False,,True,False
OUT-002221,APT-003461,3.6,82.2,False,,True,False
OUT-002222,APT-003462,5.0,87.5,False,,True,False
OUT-002223,APT-003463,3.6,76.5,False,,False,False
OUT-002224,APT-003464,,70.9,False,,True,False
OUT-002225,APT-003469,3.4,69.0,False,,True,True
OUT-002226,APT-003470,3.5,66.0,False,,True,False
OUT-002227,APT-003471,4.6,93.2,False,,True,False
OUT-002228,APT-003473,4.3,89.7,False,,True,False
OUT-002229,APT-003474,4.6,77.4,False,,False,False
OUT-002230,APT-003476,4.0,62.9,False,,True,True
OUT-002231,APT-003477,4.4,84.6,False,,True,False
OUT-002232,APT-003479,5.0,87.3,False,,True,False
OUT-002233,APT-003480,4.5,89.3,False,,True,True
OUT-002234,APT-003481,3.8,94.0,False,,True,False
OUT-002235,APT-003482,,82.9,False,,False,False
OUT-002236,APT-003484,3.7,84.0,False,,True,False
OUT-002237,APT-003489,4.4,71.7,False,,True,False
OUT-002238,APT-003491,4.0,95.4,False,,False,False
OUT-002239,APT-003494,5.0,83.9,False,,True,True
OUT-002240,APT-003498,3.8,72.9,False,,True,True
OUT-002241,APT-003500,4.8,100.0,False,,True,False
OUT-002242,APT-003502,3.6,73.8,False,,True,False
OUT-002243,APT-003503,4.8,90.3,False,,True,False
OUT-002244,APT-003505,4.0,95.8,False,,True,False
OUT-002245,APT-003506,4.4,67.2,False,,True,False
OUT-002246,APT-003508,5.0,70.6,False,,True,False
OUT-002247,APT-003509,4.3,68.5,False,,True,False
OUT-002248,APT-003512,5.0,61.3,False,,True,False
OUT-002249,APT-003513,4.8,92.3,False,,True,True
OUT-002250,APT-003514,,75.2,False,,False,True
OUT-002251,APT-003515,4.3,77.7,False,,False,False
OUT-002252,APT-003516,3.0,96.0,True,Medium,True,True
OUT-002253,APT-003517,5.0,78.3,False,,False,True
OUT-002254,APT-003520,4.3,83.7,False,,True,False
OUT-002255,APT-003521,4.3,82.1,False,,True,True
OUT-002256,APT-003522,4.3,61.3,False,,True,False
OUT-002257,APT-003523,5.0,96.3,False,,True,False
OUT-002258,APT-003526,4.0,77.6,False,,True,False
OUT-002259,APT-003527,4.5,86.1,False,,True,True
OUT-002260,APT-003528,4.7,73.3,False,,True,True
OUT-002261,APT-003530,,82.0,False,,True,False
OUT-002262,APT-003531,3.4,92.8,False,,True,False
OUT-002263,APT-003533,4.6,85.1,False,,True,False
OUT-002264,APT-003534,4.6,83.6,False,,True,False
OUT-002265,APT-003535,4.0,78.7,False,,True,False
OUT-002266,APT-003536,5.0,92.0,False,,False,False
OUT-002267,APT-003538,4.0,83.3,False,,True,False
OUT-002268,APT-003539,4.5,82.8,False,,True,True
OUT-002269,APT-003540,3.6,82.9,False,,True,False
OUT-002270,APT-003541,3.7,77.1,False,,True,False
OUT-002271,APT-003542,3.5,79.0,False,,True,False
OUT-002272,APT-003545,4.1,68.3,False,,True,True
OUT-002273,APT-003548,4.3,94.6,False,,True,False
OUT-002274,APT-003549,3.9,68.9,False,,False,False
OUT-002275,APT-003550,3.5,70.3,False,,True,False
OUT-002276,APT-003551,3.3,86.7,False,,True,False
OUT-002277,APT-003552,5.0,74.5,False,,True,False
OUT-002278,APT-003553,4.0,80.5,False,,False,False
OUT-002279,APT-003554,3.2,68.0,False,,True,False
OUT-002280,APT-003555,4.4,98.0,False,,True,False
OUT-002281,APT-003556,4.9,79.8,False,,True,False
OUT-002282,APT-003557,3.5,69.6,False,,True,False
OUT-002283,APT-003559,4.5,83.6,False,,True,False
OUT-002284,APT-003560,4.9,75.5,False,,True,False
OUT-002285,APT-003561,3.8,90.6,False,,True,False
OUT-002286,APT-003562,5.0,79.7,False,,True,False
OUT-002287,APT-003563,4.3,83.8,False,,True,False
OUT-002288,APT-003564,3.6,84.8,False,,True,False
OUT-002289,APT-003565,4.4,93.2,False,,True,True
OUT-002290,APT-003567,3.5,82.6,False,,True,False
OUT-002291,APT-003570,4.9,81.5,False,,True,False
OUT-002292,APT-003571,3.6,87.0,False,,True,False
OUT-002293,APT-003573,3.4,86.2,False,,True,False
OUT-002294,APT-003574,4.7,72.2,False,,True,False
OUT-002295,APT-003576,3.7,69.5,False,,True,False
OUT-002296,APT-003577,4.2,72.8,False,,True,False
OUT-002297,APT-003578,3.9,72.0,False,,True,False
OUT-002298,APT-003580,4.0,70.7,False,,True,True
OUT-002299,APT-003581,3.9,91.6,False,,True,False
OUT-002300,APT-003583,3.7,90.1,False,,True,True
OUT-002301,APT-003584,5.0,80.4,False,,False,True
OUT-002302,APT-003585,3.1,62.0,False,,True,False
OUT-002303,APT-003587,2.9,81.1,False,,True,False
OUT-002304,APT-003590,3.5,90.2,False,,True,True
OUT-002305,APT-003592,4.3,72.1,False,,True,False
OUT-002306,APT-003593,4.8,86.4,False,,True,False
OUT-002307,APT-003595,3.9,69.9,False,,True,False
OUT-002308,APT-003596,3.8,79.1,False,,True,False
OUT-002309,APT-003597,3.9,92.1,False,,True,False
OUT-002310,APT-003598,3.0,83.2,False,,True,False
OUT-002311,APT-003599,4.6,85.5,False,,True,False
OUT-002312,APT-003600,5.0,73.9,False,,True,False
OUT-002313,APT-003602,3.8,73.6,False,,True,False
OUT-002314,APT-003606,4.3,85.7,False,,False,False
OUT-002315,APT-003607,4.6,97.4,False,,True,True
OUT-002316,APT-003608,4.4,79.0,False,,True,False
OUT-002317,APT-003609,4.2,95.7,False,,True,False
OUT-002318,APT-003610,4.7,86.5,False,,True,False
OUT-002319,APT-003612,3.8,79.9,False,,True,False
OUT-002320,APT-003615,4.9,67.2,False,,True,True
OUT-002321,APT-003616,3.6,97.6,False,,True,False
OUT-002322,APT-003618,3.2,70.3,False,,True,False
OUT-002323,APT-003619,4.4,63.6,False,,True,False
OUT-002324,APT-003620,3.4,79.3,False,,True,False
OUT-002325,APT-003624,3.9,93.9,False,,True,False
OUT-002326,APT-003625,2.9,81.9,False,,True,False
OUT-002327,APT-003626,4.1,73.8,False,,True,True
OUT-002328,APT-003627,4.3,84.1,False,,True,True
OUT-002329,APT-003628,4.4,100.0,False,,True,False
OUT-002330,APT-003629,3.8,90.7,False,,False,False
OUT-002331,APT-003630,4.8,79.3,False,,True,False
OUT-002332,APT-003634,2.7,84.6,False,,True,False
OUT-002333,APT-003635,4.7,90.0,False,,True,False
OUT-002334,APT-003636,5.0,53.7,False,,True,True
OUT-002335,APT-003637,4.9,98.2,False,,True,False
OUT-002336,APT-003638,3.3,76.6,False,,False,False
OUT-002337,APT-003639,4.4,88.6,False,,True,False
OUT-002338,APT-003642,4.2,89.9,False,,True,False
OUT-002339,APT-003643,5.0,81.5,False,,True,False
OUT-002340,APT-003645,3.8,68.4,False,,True,False
OUT-002341,APT-003646,5.0,77.4,False,,True,False
OUT-002342,APT-003648,5.0,100.0,False,,True,False
OUT-002343,APT-003649,3.8,78.6,False,,False,False
OUT-002344,APT-003652,4.0,88.3,False,,True,False
OUT-002345,APT-003656,4.0,80.1,False,,True,False
OUT-002346,APT-003658,3.9,85.8,False,,True,False
OUT-002347,APT-003659,4.0,87.1,False,,True,False
OUT-002348,APT-003660,3.1,90.1,False,,True,False
OUT-002349,APT-003661,3.6,77.7,False,,True,True
OUT-002350,APT-003664,4.9,81.2,False,,False,True
OUT-002351,APT-003665,4.1,86.6,False,,True,True
OUT-002352,APT-003669,,75.4,False,,True,False
OUT-002353,APT-003670,3.9,75.7,False,,False,False
OUT-002354,APT-003672,,96.8,False,,False,False
OUT-002355,APT-003673,4.5,75.6,False,,True,False
OUT-002356,APT-003674,5.0,84.5,False,,True,False
OUT-002357,APT-003676,,75.0,False,,True,False
OUT-002358,APT-003677,4.5,79.3,False,,False,False
OUT-002359,APT-003682,2.9,74.7,False,,True,False
OUT-002360,APT-003683,4.8,71.2,False,,True,False
OUT-002361,APT-003684,3.5,96.2,False,,True,False
OUT-002362,APT-003685,4.6,69.8,False,,True,False
OUT-002363,APT-003686,3.6,79.0,False,,True,True
OUT-002364,APT-003687,5.0,64.0,False,,True,False
OUT-002365,APT-003688,,92.1,False,,True,False
OUT-002366,APT-003694,3.8,75.2,False,,True,False
OUT-002367,APT-003695,4.7,76.4,False,,True,False
OUT-002368,APT-003696,3.5,63.6,False,,True,False
OUT-002369,APT-003700,4.8,84.5,False,,False,True
OUT-002370,APT-003704,5.0,68.5,False,,True,True
OUT-002371,APT-003705,3.9,85.4,False,,True,False
OUT-002372,APT-003706,4.0,81.9,False,,True,False
OUT-002373,APT-003710,3.6,69.2,False,,True,True
OUT-002374,APT-003711,3.4,93.4,False,,True,False
OUT-002375,APT-003712,5.0,68.7,False,,True,False
OUT-002376,APT-003714,4.8,76.0,False,,True,False
OUT-002377,APT-003715,4.9,94.6,False,,False,False
OUT-002378,APT-003716,4.8,89.3,False,,True,False
OUT-002379,APT-003717,3.7,76.6,False,,True,False
OUT-002380,APT-003720,,90.1,False,,True,False
OUT-002381,APT-003721,4.3,79.5,False,,True,False
OUT-002382,APT-003723,3.8,78.9,False,,True,False
OUT-002383,APT-003725,,99.8,False,,True,False
OUT-002384,APT-003729,4.4,92.6,False,,True,False
OUT-002385,APT-003731,4.0,82.1,False,,True,False
OUT-002386,APT-003732,5.0,72.6,False,,True,False
OUT-002387,APT-003733,3.1,75.3,False,,True,False
OUT-002388,APT-003734,3.6,79.7,False,,True,True
OUT-002389,APT-003735,4.1,88.1,False,,True,False
OUT-002390,APT-003737,4.2,71.4,False,,True,False
OUT-002391,APT-003738,3.9,85.1,False,,True,False
OUT-002392,APT-003739,3.6,84.4,False,,True,False
OUT-002393,APT-003741,4.3,98.8,False,,True,False
OUT-002394,APT-003743,4.5,91.5,False,,True,False
OUT-002395,APT-003745,4.4,80.6,False,,True,False
OUT-002396,APT-003746,5.0,85.1,False,,True,True
OUT-002397,APT-003747,4.0,100.0,False,,True,True
OUT-002398,APT-003748,3.9,56.6,False,,True,True
OUT-002399,APT-003750,4.4,87.2,False,,True,False
OUT-002400,APT-003753,3.7,76.5,False,,True,True
OUT-002401,APT-003755,5.0,100.0,False,,True,True
OUT-002402,APT-003756,3.8,74.5,False,,True,True
OUT-002403,APT-003757,4.9,89.9,False,,True,True
OUT-002404,APT-003759,4.7,82.5,False,,True,False
OUT-002405,APT-003760,3.9,84.1,False,,True,False
OUT-002406,APT-003761,,100.0,False,,True,False
OUT-002407,APT-003762,5.0,98.3,False,,False,True
OUT-002408,APT-003764,5.0,71.5,False,,True,False
OUT-002409,APT-003765,3.1,98.2,False,,True,False
OUT-002410,APT-003766,5.0,87.5,False,,True,True
OUT-002411,APT-003768,4.4,64.6,False,,False,False
OUT-002412,APT-003769,3.4,91.4,False,,True,False
OUT-002413,APT-003770,,72.1,False,,True,False
OUT-002414,APT-003771,3.9,74.9,False,,False,True
OUT-002415,APT-003772,3.6,88.7,False,,False,False
OUT-002416,APT-003773,,91.6,False,,True,False
OUT-002417,APT-003774,2.8,86.5,False,,True,False
OUT-002418,APT-003775,3.8,71.5,False,,True,False
OUT-002419,APT-003776,5.0,100.0,False,,True,False
OUT-002420,APT-003780,3.3,85.4,False,,False,True
OUT-002421,APT-003781,4.9,89.9,False,,True,False
OUT-002422,APT-003782,4.1,81.1,False,,True,True
OUT-002423,APT-003786,5.0,75.4,False,,True,False
OUT-002424,APT-003787,4.9,73.1,False,,True,True
OUT-002425,APT-003789,,79.8,False,,True,True
OUT-002426,APT-003792,3.2,85.5,False,,False,True
OUT-002427,APT-003793,3.2,70.7,False,,True,False
OUT-002428,APT-003794,4.6,85.6,False,,True,False
OUT-002429,APT-003797,5.0,99.9,False,,True,False
OUT-002430,APT-003799,4.0,90.4,False,,True,False
OUT-002431,APT-003800,5.0,85.8,False,,True,False
OUT-002432,APT-003802,4.0,87.5,False,,True,False
OUT-002433,APT-003804,,78.6,False,,True,False
OUT-002434,APT-003805,4.8,73.0,False,,True,False
OUT-002435,APT-003806,3.7,67.9,False,,True,False
OUT-002436,APT-003808,4.5,82.9,False,,True,False
OUT-002437,APT-003809,,81.9,False,,True,False
OUT-002438,APT-003810,,82.7,False,,True,False
OUT-002439,APT-003811,,87.1,False,,True,False
OUT-002440,APT-003812,4.2,71.1,False,,True,False
OUT-002441,APT-003814,4.0,82.1,False,,True,False
OUT-002442,APT-003815,3.4,79.1,False,,False,False
OUT-002443,APT-003817,3.7,83.0,True,High,True,True
OUT-002444,APT-003818,5.0,66.7,False,,True,True
OUT-002445,APT-003819,3.6,58.5,False,,True,False
OUT-002446,APT-003820,4.8,75.7,False,,True,False
OUT-002447,APT-003821,3.8,100.0,False,,True,False
OUT-002448,APT-003822,4.1,72.2,False,,False,True
OUT-002449,APT-003823,3.7,84.9,False,,True,False
OUT-002450,APT-003824,5.0,79.1,False,,True,True
OUT-002451,APT-003826,4.0,58.6,False,,True,True
OUT-002452,APT-003830,3.0,86.1,False,,True,False
OUT-002453,APT-003832,4.8,73.3,False,,True,False
OUT-002454,APT-003833,3.8,87.0,False,,False,False
OUT-002455,APT-003835,5.0,78.0,False,,True,True
OUT-002456,APT-003837,4.8,90.2,False,,True,False
OUT-002457,APT-003838,3.7,65.7,False,,True,False
OUT-002458,APT-003839,2.5,70.7,False,,False,False
OUT-002459,APT-003842,4.5,71.4,False,,True,False
OUT-002460,APT-003843,5.0,76.4,False,,True,False
OUT-002461,APT-003844,3.7,94.3,False,,True,False
OUT-002462,APT-003847,4.0,79.4,False,,True,True
OUT-002463,APT-003848,5.0,84.3,False,,True,False
OUT-002464,APT-003849,3.9,78.8,True,Low,True,False
OUT-002465,APT-003851,4.3,70.9,False,,True,False
OUT-002466,APT-003852,4.4,86.4,False,,True,False
OUT-002467,APT-003854,2.9,81.7,False,,False,False
OUT-002468,APT-003856,4.4,68.5,False,,True,False
OUT-002469,APT-003858,3.7,88.6,False,,True,False
OUT-002470,APT-003860,4.5,77.1,False,,True,False
OUT-002471,APT-003861,2.5,68.3,False,,True,False
OUT-002472,APT-003862,3.8,83.6,False,,True,False
OUT-002473,APT-003863,5.0,95.7,True,Medium,True,True
OUT-002474,APT-003865,3.6,73.4,False,,True,True
OUT-002475,APT-003866,5.0,81.5,False,,True,False
OUT-002476,APT-003868,4.8,73.8,False,,True,False
OUT-002477,APT-003869,4.0,83.3,False,,True,False
OUT-002478,APT-003870,4.4,85.0,False,,True,False
OUT-002479,APT-003872,3.3,67.1,False,,True,False
OUT-002480,APT-003874,3.9,95.7,False,,True,False
OUT-002481,APT-003875,4.1,63.7,False,,True,False
OUT-002482,APT-003876,4.2,89.2,False,,True,False
OUT-002483,APT-003877,5.0,82.5,False,,True,False
OUT-002484,APT-003878,4.3,90.0,False,,True,False
OUT-002485,APT-003881,4.0,90.2,False,,True,True
OUT-002486,APT-003882,4.6,77.3,False,,True,True
OUT-002487,APT-003883,4.5,78.4,False,,True,False
OUT-002488,APT-003884,4.1,69.7,False,,True,False
OUT-002489,APT-003885,4.3,70.6,False,,True,False
OUT-002490,APT-003886,3.8,87.9,False,,True,False
OUT-002491,APT-003887,5.0,87.8,False,,True,False
OUT-002492,APT-003888,5.0,77.5,False,,True,True
OUT-002493,APT-003890,4.5,94.0,False,,True,False
OUT-002494,APT-003893,4.4,75.3,False,,True,False
OUT-002495,APT-003895,3.6,79.5,False,,True,False
OUT-002496,APT-003897,4.2,69.9,False,,True,False
OUT-002497,APT-003898,3.6,80.4,False,,True,False
OUT-002498,APT-003899,4.7,67.5,False,,True,True
OUT-002499,APT-003900,3.4,77.5,False,,False,False
OUT-002500,APT-003901,,58.3,False,,True,False
OUT-002501,APT-003902,3.9,66.5,False,,True,False
OUT-002502,APT-003903,,64.0,False,,True,True
OUT-002503,APT-003905,4.0,83.3,False,,True,False
OUT-002504,APT-003908,4.1,98.5,False,,True,False
OUT-002505,APT-003909,3.6,82.5,False,,False,True
OUT-002506,APT-003911,3.6,77.5,False,,True,True
OUT-002507,APT-003916,4.5,72.9,False,,True,True
OUT-002508,APT-003917,4.8,82.3,False,,True,False
OUT-002509,APT-003918,3.4,67.2,False,,True,False
OUT-002510,APT-003920,2.9,69.4,False,,True,False
OUT-002511,APT-003921,4.2,88.8,False,,True,False
OUT-002512,APT-003922,4.1,78.2,False,,True,False
OUT-002513,APT-003923,4.6,76.9,False,,True,True
OUT-002514,APT-003924,3.4,77.6,False,,True,False
OUT-002515,APT-003926,3.6,69.1,False,,True,False
OUT-002516,APT-003927,3.7,72.1,False,,False,False
OUT-002517,APT-003928,4.2,75.9,False,,True,True
OUT-002518,APT-003929,5.0,83.2,False,,True,True
OUT-002519,APT-003930,,87.0,False,,True,False
OUT-002520,APT-003931,5.0,85.6,False,,True,False
OUT-002521,APT-003932,5.0,94.2,False,,True,False
OUT-002522,APT-003934,3.7,77.7,False,,True,False
OUT-002523,APT-003935,3.1,67.5,False,,True,False
OUT-002524,APT-003936,4.3,80.6,False,,True,False
OUT-002525,APT-003937,4.3,93.3,False,,False,True
OUT-002526,APT-003938,4.9,80.1,False,,True,False
OUT-002527,APT-003940,4.4,59.9,False,,True,False
OUT-002528,APT-003941,4.0,92.4,False,,False,False
OUT-002529,APT-003942,4.1,85.7,False,,False,False
OUT-002530,APT-003944,4.0,91.1,False,,True,True
OUT-002531,APT-003949,5.0,74.2,False,,True,False
OUT-002532,APT-003950,4.3,77.7,False,,True,False
OUT-002533,APT-003951,5.0,94.8,False,,True,False
OUT-002534,APT-003952,3.6,80.0,False,,True,True
OUT-002535,APT-003953,4.6,88.6,False,,True,True
OUT-002536,APT-003955,4.1,81.4,False,,True,False
OUT-002537,APT-003956,3.7,73.3,False,,False,False
OUT-002538,APT-003957,4.3,79.1,False,,True,False
OUT-002539,APT-003958,3.5,71.8,False,,False,False
OUT-002540,APT-003959,3.6,83.5,False,,True,False
OUT-002541,APT-003960,3.6,93.6,False,,True,False
OUT-002542,APT-003961,3.2,80.7,False,,True,False
OUT-002543,APT-003962,4.6,94.1,False,,True,False
OUT-002544,APT-003963,3.6,86.8,False,,True,False
OUT-002545,APT-003964,3.6,91.9,False,,True,True
OUT-002546,APT-003965,,92.4,False,,True,False
OUT-002547,APT-003966,,87.9,False,,True,False
OUT-002548,APT-003967,4.3,75.0,False,,True,False
OUT-002549,APT-003969,5.0,85.3,False,,True,False
OUT-002550,APT-003970,5.0,92.3,False,,True,False
OUT-002551,APT-003971,4.0,95.9,False,,False,True
OUT-002552,APT-003973,5.0,76.9,False,,True,False
OUT-002553,APT-003974,3.8,83.6,False,,True,False
OUT-002554,APT-003975,4.1,70.4,False,,True,False
OUT-002555,APT-003976,3.4,85.3,False,,True,False
OUT-002556,APT-003978,3.2,96.5,False,,True,False
OUT-002557,APT-003979,4.5,71.4,False,,False,True
OUT-002558,APT-003981,,93.7,False,,True,False
OUT-002559,APT-003983,3.7,78.9,False,,True,False
OUT-002560,APT-003984,4.5,74.6,False,,True,False
OUT-002561,APT-003985,,74.6,False,,True,True
OUT-002562,APT-003986,3.8,66.5,False,,True,True
OUT-002563,APT-003988,5.0,88.9,False,,True,False
OUT-002564,APT-003989,3.9,70.5,False,,True,True
OUT-002565,APT-003990,5.0,89.9,False,,True,True
OUT-002566,APT-003993,3.6,71.8,False,,True,False
OUT-002567,APT-003996,3.7,75.3,False,,True,False
OUT-002568,APT-003998,3.4,70.7,False,,True,True
OUT-002569,APT-003999,5.0,93.0,False,,True,True
OUT-002570,APT-004000,,90.1,False,,True,False
OUT-002571,APT-004001,4.8,80.2,False,,True,False
OUT-002572,APT-004005,4.5,93.1,False,,True,False
OUT-002573,APT-004006,4.1,79.4,False,,True,False
OUT-002574,APT-004007,4.3,88.8,False,,True,False
OUT-002575,APT-004008,4.8,93.7,False,,True,False
OUT-002576,APT-004009,3.6,83.8,False,,True,False
OUT-002577,APT-004014,5.0,82.6,False,,True,False
OUT-002578,APT-004015,5.0,82.7,False,,True,False
OUT-002579,APT-004017,5.0,64.2,False,,True,False
OUT-002580,APT-004018,4.6,83.4,False,,True,False
OUT-002581,APT-004022,3.9,74.8,True,Low,False,False
OUT-002582,APT-004023,4.7,65.0,False,,False,False
OUT-002583,APT-004024,,88.7,False,,True,True
