request_id,client_id,service_type_id,location_id,requested_date,requested_by,urgency,complexity_score,requested_channel,status,waiting_days_to_schedule,sla_target_hours,sla_met_flag
REQ-002998,CLT-00350,SVC-06,LOC-01,2026-01-08,Case Manager,Routine,69.9,Phone,Cancelled,2.6,168,True
REQ-002999,CLT-00296,SVC-01,LOC-07,2026-01-08,Client,Priority,8.6,Portal,Cancelled,0.72,79,True
REQ-003000,CLT-00241,SVC-06,LOC-09,2026-01-08,Client,Priority,74.7,Case Manager,Completed,2.9,94,True
REQ-003001,CLT-00088,SVC-05,LOC-03,2026-01-08,Family Member,Routine,10.6,Portal,Cancelled,1.1,168,True
REQ-003003,CLT-00171,SVC-04,LOC-03,2026-01-08,Client,Routine,9.8,Portal,Cancelled,0.36,168,True
REQ-003004,CLT-00404,SVC-06,LOC-06,2026-01-08,Family Member,Routine,40.7,Portal,Cancelled,2.86,185,True
REQ-003005,CLT-00463,SVC-01,LOC-06,2026-01-08,Case Manager,Urgent,74.1,Phone,Completed,1.66,26,False
REQ-003006,CLT-00456,SVC-08,LOC-03,2026-01-08,Client,Urgent,79.0,Phone,Completed,2.11,24,False
REQ-003007,CLT-00071,SVC-09,LOC-02,2026-01-08,Case Manager,Routine,57.4,Case Manager,Completed,1.62,168,True
REQ-003008,CLT-00290,SVC-09,LOC-07,2026-01-08,Case Manager,Routine,31.9,Portal,Completed,1.75,185,True
REQ-003009,CLT-00339,SVC-01,LOC-03,2026-01-08,Client,Priority,41.5,Phone,Completed,0.64,72,True
REQ-003010,CLT-00438,SVC-05,LOC-03,2026-01-08,Client,Routine,20.9,Phone,Completed,1.24,168,True
REQ-003011,CLT-00111,SVC-02,LOC-05,2026-01-08,Client,Priority,14.6,Case Manager,Scheduled,0.39,72,True
REQ-003012,CLT-00125,SVC-04,LOC-06,2026-01-08,Client,Routine,6.1,Portal,Completed,2.22,185,True
REQ-003013,CLT-00271,SVC-03,LOC-03,2026-01-08,Case Manager,Urgent,82.6,Phone,Completed,0.89,24,True
REQ-003014,CLT-00176,SVC-05,LOC-01,2026-01-08,Client,Emergency,65.7,Phone,Cancelled,0.7,4,False
REQ-003015,CLT-00372,SVC-01,LOC-09,2026-01-08,Case Manager,Priority,34.4,Phone,Scheduled,2.16,94,True
REQ-003016,CLT-00253,SVC-05,LOC-05,2026-01-08,Family Member,Routine,64.2,Phone,Completed,3.43,168,True
REQ-003017,CLT-00101,SVC-05,LOC-04,2026-01-08,Case Manager,Urgent,70.5,Phone,Completed,1.12,24,False
REQ-003018,CLT-00168,SVC-02,LOC-02,2026-01-09,Case Manager,Priority,30.9,Phone,Cancelled,0.45,72,True
REQ-003019,CLT-00006,SVC-06,LOC-09,2026-01-09,Case Manager,Priority,38.7,Phone,Scheduled,3.03,94,True
REQ-003020,CLT-00316,SVC-02,LOC-06,2026-01-09,GP / Clinician,Routine,10.4,Phone,Cancelled,1.5,185,True
REQ-003021,CLT-00132,SVC-04,LOC-02,2026-01-09,Family Member,Priority,65.3,Referral,Cancelled,1.25,72,True
REQ-003022,CLT-00309,SVC-07,LOC-06,2026-01-09,Client,Urgent,28.7,Case Manager,Scheduled,0.83,26,True
REQ-003024,CLT-00159,SVC-02,LOC-07,2026-01-09,Case Manager,Routine,37.2,Portal,Cancelled,1.11,185,True
REQ-003025,CLT-00514,SVC-07,LOC-09,2026-01-09,Client,Routine,32.2,Case Manager,Completed,1.83,218,True
REQ-003026,CLT-00170,SVC-01,LOC-02,2026-01-09,Client,Routine,30.7,Case Manager,Completed,2.25,168,True
REQ-003027,CLT-00046,SVC-06,LOC-06,2026-01-09,Family Member,Urgent,37.0,Portal,Cancelled,0.58,26,True
REQ-003028,CLT-00493,SVC-01,LOC-05,2026-01-09,Case Manager,Routine,27.9,Referral,Cancelled,1.1,168,True
REQ-003029,CLT-00222,SVC-06,LOC-01,2026-01-09,Case Manager,Routine,41.3,Referral,Completed,0.38,168,True
REQ-003030,CLT-00097,SVC-05,LOC-07,2026-01-09,Client,Priority,47.7,Portal,Completed,2.04,79,True
REQ-003031,CLT-00133,SVC-08,LOC-07,2026-01-09,Case Manager,Routine,35.5,Portal,Completed,3.45,185,True
REQ-003032,CLT-00229,SVC-05,LOC-01,2026-01-10,Case Manager,Urgent,77.5,Portal,Completed,0.68,24,True
REQ-003034,CLT-00470,SVC-02,LOC-03,2026-01-10,Case Manager,Priority,42.4,Portal,Cancelled,0.76,72,True
REQ-003035,CLT-00192,SVC-06,LOC-08,2026-01-10,Family Member,Routine,34.5,Portal,Cancelled,2.25,218,True
REQ-003036,CLT-00332,SVC-04,LOC-06,2026-01-10,Client,Urgent,87.9,Referral,Completed,2.16,26,False
REQ-003037,CLT-00069,SVC-02,LOC-10,2026-01-10,Family Member,Priority,37.1,Referral,Completed,1.17,94,True
REQ-003038,CLT-00304,SVC-07,LOC-06,2026-01-10,Case Manager,Routine,,Phone,Cancelled,0.44,185,True
REQ-003039,CLT-00169,SVC-07,LOC-05,2026-01-10,Client,Routine,71.2,Case Manager,Completed,3.52,168,True
REQ-003040,CLT-00160,SVC-08,LOC-10,2026-01-10,Client,Routine,40.3,Phone,Completed,1.04,218,True
REQ-003041,CLT-00244,SVC-03,LOC-01,2026-01-10,Client,Urgent,30.2,Portal,Completed,1.23,24,False
REQ-003042,CLT-00280,SVC-05,LOC-02,2026-01-10,Family Member,Routine,8.6,Referral,Completed,0.83,168,True
REQ-003043,CLT-00268,SVC-02,LOC-04,2026-01-10,Client,Routine,12.1,Portal,Completed,1.92,168,True
REQ-003045,CLT-00051,SVC-03,LOC-07,2026-01-10,Case Manager,Routine,34.5,Portal,Completed,2.93,185,True
REQ-003046,CLT-00273,SVC-01,LOC-08,2026-01-10,Client,Priority,17.6,Referral,Completed,0.64,94,True
REQ-003048,CLT-00090,SVC-01,LOC-07,2026-01-11,Family Member,Priority,59.1,Referral,Cancelled,0.62,79,True
REQ-003049,CLT-00319,SVC-09,LOC-09,2026-01-11,Client,Routine,13.4,Phone,Completed,2.0,218,True
REQ-003051,CLT-00225,SVC-07,LOC-04,2026-01-11,Family Member,Routine,38.1,Portal,Cancelled,0.51,168,True
REQ-003052,CLT-00042,SVC-01,LOC-01,2026-01-11,GP / Clinician,Routine,34.5,Portal,Cancelled,1.58,168,True
REQ-003053,CLT-00342,SVC-01,LOC-10,2026-01-11,Client,Routine,56.1,Referral,Completed,3.51,218,True
REQ-003054,CLT-00196,SVC-05,LOC-09,2026-01-11,Case Manager,Routine,60.8,Referral,Cancelled,1.3,218,True
REQ-003055,CLT-00265,SVC-05,LOC-01,2026-01-11,Client,Routine,3.7,Portal,Completed,0.38,168,True
REQ-003056,CLT-00215,SVC-07,LOC-10,2026-01-11,Client,Routine,16.0,Portal,Completed,3.2,218,True
REQ-003057,CLT-00227,SVC-03,LOC-01,2026-01-11,Client,Routine,,Case Manager,Completed,0.64,168,True
REQ-003058,CLT-00365,SVC-05,LOC-03,2026-01-11,Family Member,Routine,57.6,Referral,Completed,0.62,168,True
REQ-003059,CLT-00440,SVC-03,LOC-07,2026-01-11,Client,Routine,12.6,Referral,Completed,2.83,185,True
REQ-003060,CLT-00295,SVC-07,LOC-05,2026-01-12,Case Manager,Routine,63.0,Phone,Completed,0.44,168,True
REQ-003061,CLT-00497,SVC-06,LOC-03,2026-01-12,GP / Clinician,Routine,51.5,Portal,Scheduled,2.1,168,True
REQ-003062,CLT-00049,SVC-02,LOC-06,2026-01-12,Case Manager,Priority,61.1,Phone,Cancelled,1.81,79,True
REQ-003063,CLT-00380,SVC-05,LOC-06,2026-01-12,Client,Urgent,58.1,Portal,Completed,0.83,26,True
REQ-003064,CLT-00264,SVC-05,LOC-03,2026-01-12,Family Member,Routine,22.8,Referral,Scheduled,1.93,168,True
REQ-003065,CLT-00258,SVC-01,LOC-07,2026-01-12,Case Manager,Routine,68.9,Phone,Cancelled,1.76,185,True
REQ-003066,CLT-00120,SVC-08,LOC-03,2026-01-12,Family Member,Urgent,52.5,Portal,Completed,0.33,24,True
REQ-003067,CLT-00404,SVC-03,LOC-06,2026-01-12,Case Manager,Routine,35.0,Portal,Cancelled,1.23,185,True
REQ-003068,CLT-00141,SVC-05,LOC-10,2026-01-12,Client,Routine,49.2,Phone,Completed,1.82,218,True
REQ-003069,CLT-00279,SVC-03,LOC-05,2026-01-12,Case Manager,Routine,37.9,Referral,Cancelled,0.94,168,True
REQ-003070,CLT-00031,SVC-07,LOC-02,2026-01-12,Client,Routine,21.3,Portal,Completed,1.79,168,True
REQ-003071,CLT-00299,SVC-09,LOC-08,2026-01-12,Client,Routine,5.0,Phone,Completed,0.36,218,True
REQ-003072,CLT-00163,SVC-01,LOC-09,2026-01-12,Client,Priority,14.1,Portal,Scheduled,0.84,94,True
REQ-003073,CLT-00510,SVC-01,LOC-10,2026-01-12,Case Manager,Routine,63.3,Portal,Cancelled,0.38,218,True
REQ-003074,CLT-00153,SVC-05,LOC-02,2026-01-12,GP / Clinician,Priority,18.1,Portal,Completed,0.33,72,True
REQ-003075,CLT-00107,SVC-09,LOC-08,2026-01-12,Client,Urgent,21.6,Portal,Completed,0.24,31,True
REQ-003076,CLT-00195,SVC-04,LOC-08,2026-01-12,GP / Clinician,Routine,11.1,Referral,Cancelled,0.51,218,True
REQ-003077,CLT-00050,SVC-08,LOC-10,2026-01-12,Case Manager,Priority,79.3,Phone,Completed,2.02,94,True
REQ-003078,CLT-00030,SVC-06,LOC-07,2026-01-12,Family Member,Emergency,39.5,Phone,Completed,0.21,4,False
REQ-003079,CLT-00049,SVC-09,LOC-06,2026-01-13,Family Member,Urgent,65.7,Phone,Completed,1.65,26,False
REQ-003080,CLT-00487,SVC-01,LOC-07,2026-01-13,Client,Priority,12.5,Phone,Cancelled,1.6,79,True
REQ-003081,CLT-00087,SVC-06,LOC-06,2026-01-13,Client,Priority,30.4,Portal,Cancelled,2.57,79,True
REQ-003082,CLT-00213,SVC-08,LOC-08,2026-01-13,Family Member,Urgent,40.1,Case Manager,Completed,0.28,31,True
REQ-003083,CLT-00249,SVC-01,LOC-09,2026-01-13,Client,Urgent,31.3,Referral,Completed,1.19,31,True
REQ-003084,CLT-00196,SVC-01,LOC-09,2026-01-13,Case Manager,Priority,70.7,Portal,Completed,0.91,94,True
REQ-003085,CLT-00503,SVC-03,LOC-10,2026-01-13,Client,Priority,16.0,Referral,Completed,0.48,94,True
REQ-003087,CLT-00236,SVC-04,LOC-04,2026-01-13,Client,Routine,14.9,Portal,Scheduled,2.25,168,True
REQ-003088,CLT-00200,SVC-04,LOC-10,2026-01-13,Family Member,Routine,89.6,Referral,Completed,1.15,218,True
REQ-003089,CLT-00102,SVC-05,LOC-07,2026-01-13,Family Member,Routine,8.5,Referral,Completed,1.2,185,True
REQ-003090,CLT-00462,SVC-06,LOC-07,2026-01-13,Client,Routine,4.4,Phone,Cancelled,0.66,185,True
REQ-003091,CLT-00430,SVC-01,LOC-01,2026-01-13,Client,Routine,39.7,Phone,Completed,0.85,168,True
REQ-003092,CLT-00025,SVC-07,LOC-07,2026-01-13,Client,Routine,6.1,Portal,Cancelled,0.46,185,True
REQ-003093,CLT-00441,SVC-03,LOC-09,2026-01-13,Family Member,Priority,61.2,Referral,Completed,0.64,94,True
REQ-003094,CLT-00224,SVC-01,LOC-01,2026-01-13,Case Manager,Routine,44.8,Portal,Completed,0.62,168,True
REQ-003095,CLT-00143,SVC-05,LOC-05,2026-01-13,Case Manager,Routine,,Phone,Cancelled,1.09,168,True
REQ-003096,CLT-00342,SVC-03,LOC-10,2026-01-13,Client,Routine,67.7,Phone,Cancelled,3.54,218,True
REQ-003098,CLT-00310,SVC-02,LOC-04,2026-01-14,Client,Routine,10.5,Referral,Cancelled,0.62,168,True
REQ-003099,CLT-00188,SVC-04,LOC-02,2026-01-14,Family Member,Routine,37.7,Portal,Cancelled,2.12,168,True
REQ-003100,CLT-00259,SVC-06,LOC-02,2026-01-14,Client,Priority,3.8,Portal,Completed,0.77,72,True
REQ-003101,CLT-00224,SVC-05,LOC-01,2026-01-14,Client,Routine,33.5,Portal,Completed,1.26,168,True
REQ-003102,CLT-00463,SVC-01,LOC-06,2026-01-14,Family Member,Priority,73.5,Phone,Cancelled,2.26,79,True
REQ-003103,CLT-00369,SVC-04,LOC-05,2026-01-14,Family Member,Priority,37.9,Portal,Completed,0.44,72,True
REQ-003104,CLT-00400,SVC-01,LOC-10,2026-01-14,Client,Priority,6.4,Phone,Completed,0.48,94,True
REQ-003105,CLT-00065,SVC-01,LOC-08,2026-01-14,Client,Routine,16.5,Referral,Cancelled,2.87,218,True
REQ-003106,CLT-00237,SVC-07,LOC-10,2026-01-14,Family Member,Priority,7.8,Portal,Cancelled,0.55,94,True
REQ-003107,CLT-00131,SVC-08,LOC-06,2026-01-14,GP / Clinician,Urgent,65.9,Portal,Completed,0.43,26,True
REQ-003108,CLT-00073,SVC-07,LOC-10,2026-01-14,Case Manager,Routine,61.6,Referral,Completed,4.83,218,True
REQ-003109,CLT-00418,SVC-05,LOC-01,2026-01-14,Client,Priority,13.9,Phone,Completed,0.4,72,True
REQ-003110,CLT-00301,SVC-07,LOC-01,2026-01-14,Case Manager,Urgent,92.9,Phone,Completed,0.6,24,True
REQ-003111,CLT-00333,SVC-03,LOC-07,2026-01-14,Client,Routine,38.8,Phone,Completed,0.67,185,True
REQ-003112,CLT-00226,SVC-06,LOC-09,2026-01-14,Family Member,Routine,37.3,Portal,Cancelled,2.44,218,True
REQ-003113,CLT-00511,SVC-01,LOC-05,2026-01-14,GP / Clinician,Routine,36.1,Portal,Completed,1.24,168,True
REQ-003114,CLT-00455,SVC-03,LOC-04,2026-01-14,GP / Clinician,Priority,76.6,Phone,Cancelled,1.15,72,True
REQ-003115,CLT-00014,SVC-05,LOC-02,2026-01-14,Family Member,Routine,59.4,Phone,Completed,2.53,168,True
REQ-003116,CLT-00370,SVC-07,LOC-09,2026-01-14,Case Manager,Routine,40.9,Phone,Completed,0.98,218,True
REQ-003117,CLT-00515,SVC-08,LOC-02,2026-01-14,Client,Routine,36.7,Phone,Completed,1.55,168,True
REQ-003118,CLT-00022,SVC-04,LOC-06,2026-01-14,Case Manager,Routine,36.1,Case Manager,Cancelled,2.25,185,True
REQ-003119,CLT-00214,SVC-07,LOC-04,2026-01-14,Client,Priority,19.2,Referral,Completed,1.4,72,True
REQ-003122,CLT-00326,SVC-01,LOC-02,2026-01-14,GP / Clinician,Priority,47.3,Case Manager,Completed,2.05,72,True
REQ-003123,CLT-00123,SVC-01,LOC-09,2026-01-14,Client,Urgent,65.5,Phone,Completed,0.26,31,True
REQ-003125,CLT-00436,SVC-01,LOC-06,2026-01-15,GP / Clinician,Routine,,Portal,Cancelled,0.15,185,True
REQ-003126,CLT-00063,SVC-01,LOC-01,2026-01-15,GP / Clinician,Emergency,98.7,Referral,Completed,0.29,4,False
REQ-003127,CLT-00319,SVC-08,LOC-09,2026-01-15,Case Manager,Routine,15.0,Referral,Completed,1.03,218,True
REQ-003129,CLT-00005,SVC-05,LOC-07,2026-01-15,Family Member,Priority,36.8,Referral,Completed,0.78,79,True
REQ-003131,CLT-00053,SVC-07,LOC-01,2026-01-15,Client,Priority,44.4,Portal,Completed,0.42,72,True
REQ-003132,CLT-00231,SVC-03,LOC-09,2026-01-15,Client,Routine,39.5,Portal,Cancelled,4.94,218,True
REQ-003133,CLT-00486,SVC-01,LOC-07,2026-01-15,Family Member,Routine,28.3,Portal,Completed,2.79,185,True
REQ-003135,CLT-00284,SVC-04,LOC-08,2026-01-15,Client,Routine,4.9,Phone,Cancelled,1.1,218,True
REQ-003137,CLT-00259,SVC-08,LOC-02,2026-01-15,Client,Routine,7.4,Portal,Completed,0.26,168,True
REQ-003139,CLT-00363,SVC-01,LOC-01,2026-01-15,Client,Routine,6.9,Phone,Completed,1.78,168,True
REQ-003140,CLT-00315,SVC-02,LOC-06,2026-01-15,Family Member,Routine,7.9,Portal,Completed,0.54,185,True
REQ-003141,CLT-00090,SVC-04,LOC-07,2026-01-15,Case Manager,Priority,63.0,Referral,Cancelled,1.6,79,True
REQ-003142,CLT-00449,SVC-09,LOC-08,2026-01-15,Client,Routine,6.8,Referral,Cancelled,0.63,218,True
REQ-003144,CLT-00079,SVC-01,LOC-05,2026-01-16,Case Manager,Priority,14.3,Phone,Completed,0.87,72,True
REQ-003145,CLT-00436,SVC-01,LOC-06,2026-01-16,Client,Emergency,11.8,Referral,Completed,0.4,4,False
REQ-003146,CLT-00423,SVC-09,LOC-01,2026-01-16,Family Member,Priority,59.2,Referral,Completed,1.07,72,True
REQ-003147,CLT-00276,SVC-05,LOC-01,2026-01-16,Client,Urgent,56.7,Phone,Completed,0.83,24,True
REQ-003148,CLT-00370,SVC-01,LOC-09,2026-01-16,Client,Urgent,33.0,Portal,Completed,1.73,31,False
REQ-003150,CLT-00047,SVC-02,LOC-06,2026-01-16,Client,Priority,33.8,Phone,Cancelled,0.62,79,True
REQ-003151,CLT-00145,SVC-07,LOC-08,2026-01-16,Family Member,Routine,38.0,Phone,Completed,2.32,218,True
REQ-003152,CLT-00251,SVC-08,LOC-07,2026-01-16,Client,Routine,66.7,Referral,Cancelled,1.02,185,True
REQ-003153,CLT-00197,SVC-04,LOC-05,2026-01-16,Client,Priority,35.2,Case Manager,Cancelled,2.34,72,True
REQ-003154,CLT-00458,SVC-08,LOC-02,2026-01-16,GP / Clinician,Urgent,29.7,Phone,Completed,1.12,24,False
REQ-003155,CLT-00442,SVC-02,LOC-05,2026-01-16,Client,Routine,43.9,Portal,Completed,1.55,168,True
REQ-003156,CLT-00473,SVC-01,LOC-08,2026-01-16,Family Member,Priority,63.8,Referral,Completed,2.25,94,True
REQ-003157,CLT-00516,SVC-07,LOC-09,2026-01-16,Client,Priority,43.0,Portal,Cancelled,0.86,94,True
REQ-003158,CLT-00303,SVC-01,LOC-06,2026-01-16,Client,Priority,5.7,Case Manager,Completed,0.43,79,True
REQ-003159,CLT-00366,SVC-02,LOC-04,2026-01-16,Case Manager,Urgent,68.2,Phone,Completed,0.49,24,True
REQ-003160,CLT-00017,SVC-05,LOC-06,2026-01-16,Client,Routine,13.9,Case Manager,Completed,2.5,185,True
REQ-003161,CLT-00476,SVC-04,LOC-03,2026-01-16,Family Member,Routine,15.9,Phone,Completed,2.86,168,True
REQ-003162,CLT-00330,SVC-02,LOC-05,2026-01-16,Client,Emergency,,Referral,Completed,0.34,4,False
REQ-003163,CLT-00140,SVC-01,LOC-02,2026-01-16,GP / Clinician,Emergency,89.6,Phone,Completed,0.85,4,False
REQ-003164,CLT-00249,SVC-09,LOC-09,2026-01-16,Case Manager,Routine,30.2,Referral,Cancelled,0.43,218,True
REQ-003165,CLT-00010,SVC-03,LOC-05,2026-01-16,Family Member,Priority,33.5,Referral,Completed,2.19,72,True
REQ-003166,CLT-00162,SVC-07,LOC-02,2026-01-16,Client,Routine,19.2,Phone,Completed,1.55,168,True
REQ-003167,CLT-00069,SVC-08,LOC-10,2026-01-16,Client,Routine,36.2,Portal,Cancelled,0.6,218,True
REQ-003168,CLT-00063,SVC-04,LOC-01,2026-01-16,Family Member,Priority,82.8,Phone,Completed,0.87,72,True
REQ-003169,CLT-00465,SVC-05,LOC-03,2026-01-16,Client,Urgent,35.6,Phone,Completed,1.72,24,False
REQ-003171,CLT-00216,SVC-01,LOC-04,2026-01-17,Client,Routine,21.1,Portal,Scheduled,0.54,168,True
REQ-003172,CLT-00488,SVC-05,LOC-02,2026-01-17,Family Member,Routine,45.0,Portal,Scheduled,2.17,168,True
REQ-003173,CLT-00163,SVC-04,LOC-09,2026-01-17,Case Manager,Routine,16.5,Portal,Cancelled,0.37,218,True
REQ-003174,CLT-00131,SVC-08,LOC-06,2026-01-17,Family Member,Urgent,57.5,Phone,Completed,0.2,26,True
REQ-003175,CLT-00195,SVC-02,LOC-08,2026-01-17,Client,Routine,7.6,Portal,Scheduled,0.87,218,True
REQ-003176,CLT-00457,SVC-09,LOC-05,2026-01-17,Case Manager,Priority,30.1,Referral,Completed,0.82,72,True
REQ-003177,CLT-00118,SVC-08,LOC-01,2026-01-17,Client,Routine,48.9,Phone,Cancelled,0.17,168,True
REQ-003179,CLT-00214,SVC-05,LOC-04,2026-01-17,Family Member,Routine,8.7,Portal,Completed,0.32,168,True
REQ-003180,CLT-00270,SVC-05,LOC-02,2026-01-17,Case Manager,Urgent,62.5,Phone,Completed,0.5,24,True
REQ-003182,CLT-00424,SVC-06,LOC-04,2026-01-17,GP / Clinician,Urgent,64.8,Phone,Completed,0.21,24,True
REQ-003183,CLT-00290,SVC-04,LOC-07,2026-01-17,Family Member,Emergency,32.8,Portal,Completed,0.55,4,False
REQ-003184,CLT-00090,SVC-03,LOC-07,2026-01-17,Family Member,Routine,52.7,Portal,Cancelled,2.32,185,True
REQ-003185,CLT-00474,SVC-07,LOC-04,2026-01-18,Family Member,Routine,,Case Manager,Completed,1.66,168,True
REQ-003186,CLT-00136,SVC-05,LOC-01,2026-01-18,Family Member,Routine,24.1,Phone,Completed,0.91,168,True
REQ-003187,CLT-00323,SVC-02,LOC-07,2026-01-18,Family Member,Routine,17.3,Case Manager,Cancelled,0.51,185,True
REQ-003188,CLT-00267,SVC-01,LOC-10,2026-01-18,Family Member,Priority,67.0,Referral,Completed,2.4,94,True
REQ-003189,CLT-00079,SVC-02,LOC-05,2026-01-18,Client,Urgent,17.9,Phone,Completed,0.18,24,True
REQ-003190,CLT-00348,SVC-04,LOC-10,2026-01-18,Client,Routine,,Phone,Cancelled,1.69,218,True
REQ-003191,CLT-00314,SVC-07,LOC-10,2026-01-19,Case Manager,Priority,25.7,Portal,Scheduled,1.29,94,True
REQ-003192,CLT-00117,SVC-08,LOC-10,2026-01-19,Client,Routine,36.5,Portal,Completed,3.46,218,True
REQ-003193,CLT-00342,SVC-09,LOC-10,2026-01-19,Client,Urgent,66.5,Phone,Completed,2.7,31,False
REQ-003194,CLT-00055,SVC-01,LOC-06,2026-01-19,Case Manager,Priority,27.7,Portal,Completed,1.17,79,True
REQ-003195,CLT-00078,SVC-01,LOC-01,2026-01-19,Client,Priority,33.8,Phone,Completed,1.18,72,True
REQ-003196,CLT-00321,SVC-03,LOC-10,2026-01-19,Client,Routine,12.9,Phone,Completed,0.62,218,True
REQ-003197,CLT-00046,SVC-07,LOC-06,2026-01-19,Client,Routine,34.5,Phone,Cancelled,4.77,185,True
REQ-003198,CLT-00382,SVC-04,LOC-06,2026-01-19,Case Manager,Priority,33.6,Phone,Completed,2.95,79,True
REQ-003199,CLT-00380,SVC-07,LOC-06,2026-01-19,GP / Clinician,Priority,60.6,Portal,Completed,0.76,79,True
REQ-003200,CLT-00285,SVC-01,LOC-05,2026-01-19,Client,Routine,44.2,Case Manager,Completed,3.12,168,True
REQ-003201,CLT-00311,SVC-01,LOC-10,2026-01-19,Client,Routine,31.4,Referral,Cancelled,4.38,218,True
REQ-003202,CLT-00123,SVC-07,LOC-09,2026-01-19,GP / Clinician,Urgent,63.0,Referral,Completed,1.19,31,True
REQ-003203,CLT-00016,SVC-01,LOC-05,2026-01-19,Case Manager,Priority,30.6,Phone,Cancelled,0.97,72,True
REQ-003204,CLT-00332,SVC-05,LOC-06,2026-01-19,Family Member,Emergency,86.4,Case Manager,Completed,1.64,4,False
REQ-003205,CLT-00130,SVC-09,LOC-01,2026-01-19,Family Member,Routine,35.6,Case Manager,Completed,1.46,168,True
REQ-003206,CLT-00176,SVC-01,LOC-01,2026-01-19,Case Manager,Emergency,62.0,Case Manager,Completed,1.01,4,False
REQ-003207,CLT-00499,SVC-04,LOC-10,2026-01-19,Family Member,Urgent,95.6,Phone,Cancelled,1.45,31,False
REQ-003208,CLT-00451,SVC-09,LOC-09,2026-01-19,GP / Clinician,Urgent,32.0,Phone,Completed,2.04,31,False
REQ-003209,CLT-00217,SVC-07,LOC-06,2026-01-20,Client,Priority,11.0,Portal,Completed,0.21,79,True
REQ-003210,CLT-00320,SVC-05,LOC-10,2026-01-20,Case Manager,Routine,42.1,Portal,Scheduled,2.81,218,True
REQ-003211,CLT-00183,SVC-02,LOC-08,2026-01-20,Family Member,Routine,7.5,Case Manager,Cancelled,1.2,218,True
REQ-003212,CLT-00365,SVC-06,LOC-03,2026-01-20,Family Member,Priority,61.9,Phone,Completed,0.4,72,True
REQ-003213,CLT-00098,SVC-05,LOC-03,2026-01-20,Client,Priority,77.3,Referral,Cancelled,1.76,72,True
REQ-003214,CLT-00305,SVC-02,LOC-08,2026-01-20,Client,Routine,18.6,Portal,Cancelled,1.56,218,True
REQ-003215,CLT-00227,SVC-01,LOC-01,2026-01-20,Family Member,Routine,16.9,Phone,Completed,1.23,168,True
REQ-003216,CLT-00423,SVC-01,LOC-01,2026-01-20,Case Manager,Urgent,56.7,Phone,Cancelled,0.37,24,True
REQ-003217,CLT-00263,SVC-01,LOC-06,2026-01-20,Family Member,Routine,16.2,Phone,Cancelled,0.71,185,True
REQ-003219,CLT-00363,SVC-02,LOC-01,2026-01-20,Client,Routine,3.0,Portal,Cancelled,2.14,168,True
REQ-003220,CLT-00219,SVC-05,LOC-04,2026-01-20,GP / Clinician,Urgent,86.8,Referral,Completed,1.01,24,False
REQ-003221,CLT-00230,SVC-06,LOC-05,2026-01-20,Case Manager,Routine,23.9,Case Manager,Completed,0.68,168,True
REQ-003223,CLT-00365,SVC-01,LOC-03,2026-01-20,Client,Priority,57.4,Phone,Completed,0.45,72,True
REQ-003224,CLT-00185,SVC-06,LOC-06,2026-01-20,Case Manager,Urgent,,Referral,Completed,0.51,26,True
REQ-003225,CLT-00097,SVC-05,LOC-07,2026-01-20,Case Manager,Urgent,35.2,Referral,Completed,1.23,26,False
REQ-003226,CLT-00492,SVC-04,LOC-02,2026-01-20,Case Manager,Priority,36.9,Portal,Completed,1.04,72,True
REQ-003227,CLT-00158,SVC-04,LOC-09,2026-01-20,Client,Routine,5.4,Phone,Completed,0.52,218,True
REQ-003228,CLT-00097,SVC-07,LOC-07,2026-01-20,Case Manager,Priority,41.2,Phone,Completed,1.75,79,True
REQ-003229,CLT-00137,SVC-01,LOC-05,2026-01-20,Case Manager,Routine,64.0,Phone,Cancelled,0.69,168,True
REQ-003230,CLT-00149,SVC-04,LOC-10,2026-01-20,Family Member,Routine,20.0,Portal,Completed,1.1,218,True
REQ-003231,CLT-00432,SVC-05,LOC-06,2026-01-20,GP / Clinician,Priority,31.8,Phone,Completed,0.64,79,True
REQ-003232,CLT-00183,SVC-09,LOC-08,2026-01-21,Client,Priority,16.4,Portal,Completed,0.14,94,True
REQ-003233,CLT-00520,SVC-03,LOC-03,2026-01-21,Case Manager,Priority,86.2,Referral,Cancelled,2.32,72,True
REQ-003234,CLT-00212,SVC-01,LOC-01,2026-01-21,Client,Routine,11.0,Portal,Completed,0.56,168,True
REQ-003235,CLT-00008,SVC-05,LOC-07,2026-01-21,Case Manager,Priority,74.6,Phone,Completed,2.79,79,True
REQ-003236,CLT-00063,SVC-08,LOC-01,2026-01-21,Family Member,Routine,77.6,Case Manager,Cancelled,1.72,168,True
REQ-003237,CLT-00243,SVC-03,LOC-07,2026-01-21,Client,Routine,16.0,Portal,Completed,0.72,185,True
REQ-003239,CLT-00470,SVC-09,LOC-03,2026-01-21,Family Member,Routine,46.4,Referral,Completed,0.97,168,True
REQ-003241,CLT-00356,SVC-01,LOC-10,2026-01-21,Client,Routine,19.3,Portal,Completed,0.93,218,True
REQ-003242,CLT-00511,SVC-03,LOC-05,2026-01-21,Client,Priority,47.0,Phone,Completed,1.86,72,True
REQ-003243,CLT-00094,SVC-02,LOC-06,2026-01-21,Client,Priority,40.2,Portal,Completed,1.34,79,True
REQ-003244,CLT-00420,SVC-02,LOC-06,2026-01-21,Client,Priority,60.3,Referral,Cancelled,0.56,79,True
