appointment_id,request_id,employee_id,location_id,service_type_id,scheduled_date,status,travel_minutes,override_flag,override_reason,cancellation_reason,cancelled_by,notice_hours,rebooked_flag,client_satisfaction_score,outcome_quality_score,incident_flag,goal_achieved_flag,follow_up_required_flag
APT-003970,REQ-004274,EMP-00131,LOC-07,SVC-09,2026-03-17,Completed,37,False,,,,,,5.0,92.3,False,True,False
APT-003971,REQ-004275,EMP-00121,LOC-01,SVC-02,2026-03-20,Completed,26,False,,,,,,4.0,95.9,False,False,True
APT-003973,REQ-004277,EMP-00089,LOC-07,SVC-08,2026-03-20,Completed,35,False,,,,,,5.0,76.9,False,True,False
APT-003974,REQ-004278,EMP-00056,LOC-06,SVC-03,2026-03-17,Completed,3,False,,,,,,3.8,83.6,False,True,False
APT-003975,REQ-004279,EMP-00101,LOC-05,SVC-06,2026-03-17,Completed,3,False,,,,,,4.1,70.4,False,True,False
APT-003976,REQ-004280,EMP-00091,LOC-06,SVC-08,2026-03-17,Completed,12,False,,,,,,3.4,85.3,False,True,False
APT-003978,REQ-004282,EMP-00044,LOC-02,SVC-09,2026-03-16,Completed,8,False,,,,,,3.2,96.5,False,True,False
APT-003979,REQ-004283,EMP-00018,LOC-09,SVC-03,2026-03-16,Completed,32,False,,,,,,4.5,71.4,False,False,True
APT-003981,REQ-004285,EMP-00138,LOC-02,SVC-08,2026-03-17,Completed,20,True,Client preference,,,,,,93.7,False,True,False
APT-003983,REQ-004287,EMP-00121,LOC-04,SVC-03,2026-03-17,Completed,3,False,,,,,,3.7,78.9,False,True,False
APT-003984,REQ-004288,EMP-00124,LOC-02,SVC-04,2026-03-16,Completed,21,False,,,,,,4.5,74.6,False,True,False
APT-003985,REQ-004289,EMP-00024,LOC-01,SVC-01,2026-03-17,Completed,3,False,,,,,,,74.6,False,True,True
APT-003986,REQ-004290,EMP-00150,LOC-10,SVC-06,2026-03-18,Completed,26,False,,,,,,3.8,66.5,False,True,True
APT-003988,REQ-004292,EMP-00070,LOC-03,SVC-07,2026-03-16,Completed,32,False,,,,,,5.0,88.9,False,True,False
APT-003989,REQ-004293,EMP-00084,LOC-05,SVC-08,2026-03-17,Completed,20,False,,,,,,3.9,70.5,False,True,True
APT-003990,REQ-004294,EMP-00022,LOC-09,SVC-02,2026-03-17,Completed,7,False,,,,,,5.0,89.9,False,True,True
APT-003993,REQ-004297,EMP-00080,LOC-05,SVC-06,2026-03-17,Completed,16,False,,,,,,3.6,71.8,False,True,False
APT-003998,REQ-004302,EMP-00124,LOC-04,SVC-04,2026-03-18,Completed,18,False,,,,,,3.4,70.7,False,True,True
APT-003999,REQ-004303,EMP-00085,LOC-03,SVC-01,2026-03-18,Completed,45,False,,,,,,5.0,93.0,False,True,True
APT-004000,REQ-004304,EMP-00028,LOC-04,SVC-05,2026-03-17,Completed,18,False,,,,,,,90.1,False,True,False
APT-004001,REQ-004305,EMP-00134,LOC-02,SVC-08,2026-03-17,Completed,19,False,,,,,,4.8,80.2,False,True,False
APT-004005,REQ-004309,EMP-00142,LOC-01,SVC-01,2026-03-18,Completed,21,False,,,,,,4.5,93.1,False,True,False
APT-004006,REQ-004310,EMP-00080,LOC-04,SVC-01,2026-03-17,Completed,20,False,,,,,,4.1,79.4,False,True,False
APT-004007,REQ-004311,EMP-00044,LOC-10,SVC-01,2026-03-17,Completed,28,False,,,,,,4.3,88.8,False,True,False
APT-004008,REQ-004313,EMP-00052,LOC-03,SVC-04,2026-03-17,Completed,27,False,,,,,,4.8,93.7,False,True,False
APT-004009,REQ-004314,EMP-00064,LOC-08,SVC-01,2026-03-18,Completed,28,True,Continuity of care,,,,,3.6,83.8,False,True,False
APT-004014,REQ-004319,EMP-00129,LOC-08,SVC-07,2026-03-17,Completed,42,False,,,,,,5.0,82.6,False,True,False
APT-004015,REQ-004320,EMP-00052,LOC-08,SVC-01,2026-03-18,Completed,46,False,,,,,,5.0,82.7,False,True,False
APT-004017,REQ-004322,EMP-00106,LOC-04,SVC-03,2026-03-17,Completed,24,False,,,,,,5.0,64.2,False,True,False
APT-004018,REQ-004323,EMP-00091,LOC-08,SVC-04,2026-03-19,Completed,17,True,Skill match unavailable,,,,,4.6,83.4,False,True,False
APT-004022,REQ-004327,EMP-00143,LOC-02,SVC-07,2026-03-17,Completed,10,False,,,,,,3.9,74.8,True,False,False
APT-004023,REQ-004328,EMP-00064,LOC-07,SVC-01,2026-03-19,Completed,12,False,,,,,,4.7,65.0,False,False,False
APT-004024,REQ-004329,EMP-00133,LOC-08,SVC-08,2026-03-18,Completed,25,False,,,,,,,88.7,False,True,True
APT-004025,REQ-004330,EMP-00092,LOC-04,SVC-01,2026-03-17,Completed,8,False,,,,,,,91.3,False,False,False
APT-004026,REQ-004331,EMP-00100,LOC-03,SVC-03,2026-03-17,Completed,13,False,,,,,,2.0,99.5,False,True,False
APT-004027,REQ-004332,EMP-00101,LOC-04,SVC-01,2026-03-17,Completed,13,False,,,,,,4.5,81.0,False,True,False
APT-004028,REQ-004333,EMP-00061,LOC-01,SVC-08,2026-03-18,Completed,26,False,,,,,,4.7,70.8,False,False,False
APT-004029,REQ-004334,EMP-00022,LOC-08,SVC-05,2026-03-19,Completed,27,False,,,,,,4.0,71.0,False,True,False
APT-004030,REQ-004335,EMP-00102,LOC-07,SVC-05,2026-03-18,Completed,18,False,,,,,,,66.2,False,True,False
APT-004032,REQ-004337,EMP-00055,LOC-08,SVC-03,2026-03-18,Completed,49,False,,,,,,4.4,100.0,False,True,False
APT-004033,REQ-004338,EMP-00101,LOC-02,SVC-06,2026-03-21,Completed,22,False,,,,,,3.8,75.8,False,True,False
APT-004034,REQ-004339,EMP-00113,LOC-01,SVC-03,2026-03-18,Completed,18,False,,,,,,,85.6,False,False,True
APT-004035,REQ-004340,EMP-00014,LOC-01,SVC-08,2026-03-19,Completed,9,False,,,,,,4.3,96.3,False,True,False
APT-004036,REQ-004341,EMP-00013,LOC-09,SVC-08,2026-03-18,Completed,19,False,,,,,,4.8,85.0,False,True,False
APT-004037,REQ-004342,EMP-00028,LOC-03,SVC-03,2026-03-18,Completed,24,False,,,,,,3.1,57.2,False,True,False
APT-004038,REQ-004343,EMP-00139,LOC-07,SVC-01,2026-03-18,Completed,25,False,,,,,,3.5,76.4,False,True,False
APT-004039,REQ-004344,EMP-00042,LOC-08,SVC-04,2026-03-19,Completed,24,False,,,,,,4.0,59.5,False,True,False
APT-004040,REQ-004345,EMP-00049,LOC-06,SVC-09,2026-03-18,Completed,33,False,,,,,,3.3,80.5,False,True,False
APT-004042,REQ-004347,EMP-00069,LOC-09,SVC-06,2026-03-21,Completed,14,False,,,,,,,90.7,False,True,False
APT-004043,REQ-004348,EMP-00119,LOC-02,SVC-02,2026-03-18,Completed,25,False,,,,,,4.5,72.2,True,True,False
APT-004046,REQ-004351,EMP-00051,LOC-06,SVC-01,2026-03-18,Completed,6,False,,,,,,3.6,82.6,False,True,False
APT-004047,REQ-004352,EMP-00141,LOC-02,SVC-08,2026-03-19,Completed,17,False,,,,,,4.0,85.1,False,True,True
APT-004048,REQ-004353,EMP-00089,LOC-09,SVC-01,2026-03-19,Completed,15,False,,,,,,5.0,80.1,False,True,False
APT-004050,REQ-004355,EMP-00035,LOC-09,SVC-03,2026-03-22,Completed,50,False,,,,,,4.6,80.9,False,False,False
APT-004051,REQ-004356,EMP-00121,LOC-10,SVC-09,2026-03-19,Completed,3,False,,,,,,4.4,89.0,False,False,False
APT-004052,REQ-004357,EMP-00018,LOC-01,SVC-01,2026-03-19,Completed,3,False,,,,,,4.9,77.3,False,True,False
APT-004053,REQ-004358,EMP-00070,LOC-06,SVC-08,2026-03-19,Completed,3,False,,,,,,4.0,75.0,False,True,True
APT-004054,REQ-004359,EMP-00090,LOC-10,SVC-01,2026-03-24,Completed,39,False,,,,,,4.4,69.4,False,False,False
APT-004055,REQ-004360,EMP-00013,LOC-04,SVC-05,2026-03-19,Completed,13,False,,,,,,,73.7,False,True,True
APT-004057,REQ-004362,EMP-00024,LOC-09,SVC-03,2026-03-19,Completed,65,False,,,,,,,78.1,False,True,False
APT-004058,REQ-004363,EMP-00027,LOC-06,SVC-05,2026-03-21,Completed,5,False,,,,,,4.1,94.4,False,True,False
APT-004060,REQ-004365,EMP-00002,LOC-08,SVC-08,2026-03-20,Completed,17,False,,,,,,3.9,84.4,False,False,False
APT-004061,REQ-004367,EMP-00095,LOC-10,SVC-07,2026-03-21,Completed,48,False,,,,,,3.6,91.4,False,False,False
APT-004067,REQ-004374,EMP-00099,LOC-07,SVC-08,2026-03-20,Completed,48,False,,,,,,3.7,80.1,False,True,False
APT-004068,REQ-004375,EMP-00002,LOC-07,SVC-07,2026-03-21,Completed,32,False,,,,,,4.0,90.5,False,True,False
APT-004070,REQ-004377,EMP-00104,LOC-07,SVC-06,2026-03-22,Completed,26,False,,,,,,3.5,84.2,False,True,True
APT-004071,REQ-004378,EMP-00089,LOC-10,SVC-05,2026-03-21,Completed,50,False,,,,,,4.5,77.5,False,True,False
APT-004072,REQ-004379,EMP-00008,LOC-06,SVC-01,2026-03-20,Completed,16,False,,,,,,3.9,82.4,False,True,True
APT-004073,REQ-004380,EMP-00022,LOC-03,SVC-02,2026-03-20,Completed,29,False,,,,,,,75.9,False,True,False
APT-004074,REQ-004381,EMP-00011,LOC-02,SVC-01,2026-03-21,Completed,19,False,,,,,,2.4,76.1,False,True,False
APT-004075,REQ-004382,EMP-00061,LOC-02,SVC-07,2026-03-21,Completed,16,False,,,,,,3.7,100.0,False,True,False
APT-004076,REQ-004383,EMP-00101,LOC-10,SVC-01,2026-03-20,Completed,8,False,,,,,,3.7,73.2,False,True,False
APT-004077,REQ-004384,EMP-00112,LOC-10,SVC-04,2026-03-21,Completed,31,False,,,,,,3.6,90.3,False,False,False
APT-004078,REQ-004385,EMP-00050,LOC-06,SVC-08,2026-03-20,Completed,50,False,,,,,,,86.9,False,True,False
APT-004083,REQ-004390,EMP-00033,LOC-09,SVC-09,2026-03-21,Completed,21,False,,,,,,3.3,76.0,False,True,False
APT-004084,REQ-004391,EMP-00062,LOC-03,SVC-02,2026-03-20,Completed,15,False,,,,,,3.6,100.0,False,True,False
APT-004085,REQ-004393,EMP-00032,LOC-09,SVC-03,2026-03-21,Completed,11,False,,,,,,4.1,77.7,False,True,True
APT-004086,REQ-004394,EMP-00110,LOC-04,SVC-09,2026-03-21,Completed,13,False,,,,,,3.9,68.4,False,True,False
APT-004088,REQ-004396,EMP-00013,LOC-06,SVC-01,2026-03-21,Completed,24,False,,,,,,4.1,76.2,False,True,True
APT-004089,REQ-004397,EMP-00023,LOC-04,SVC-06,2026-03-21,Completed,18,False,,,,,,4.7,76.2,False,True,False
APT-004090,REQ-004398,EMP-00065,LOC-01,SVC-02,2026-03-20,Completed,3,False,,,,,,,73.8,False,True,False
APT-004091,REQ-004399,EMP-00031,LOC-04,SVC-01,2026-03-20,Completed,12,False,,,,,,3.1,76.6,False,True,False
APT-004095,REQ-004403,EMP-00118,LOC-06,SVC-01,2026-03-21,Completed,13,False,,,,,,,80.5,False,True,False
APT-002058,REQ-002217,EMP-00054,LOC-02,SVC-03,2025-11-27,Rescheduled,5,False,,,,,,,,,,
APT-002063,REQ-002222,EMP-00118,LOC-08,SVC-01,2025-11-27,Rescheduled,10,False,,,,,,,,,,
APT-002066,REQ-002225,EMP-00050,LOC-01,SVC-05,2025-11-27,Rescheduled,25,False,,,,,,,,,,
APT-002082,REQ-002243,EMP-00086,LOC-06,SVC-01,2025-11-30,Rescheduled,18,False,,,,,,,,,,
APT-002091,REQ-002253,EMP-00134,LOC-05,SVC-07,2025-11-28,Rescheduled,51,False,,,,,,,,,,
APT-002133,REQ-002298,EMP-00124,LOC-01,SVC-01,2025-12-01,Rescheduled,16,False,,,,,,,,,,
APT-002171,REQ-002338,EMP-00080,LOC-04,SVC-05,2025-12-04,Rescheduled,19,False,,,,,,,,,,
APT-002177,REQ-002345,EMP-00103,LOC-05,SVC-05,2025-12-03,Rescheduled,15,True,Continuity of care,,,,,,,,,
APT-002183,REQ-002352,EMP-00099,LOC-08,SVC-01,2025-12-04,Rescheduled,53,False,,,,,,,,,,
APT-002203,REQ-002373,EMP-00113,LOC-03,SVC-02,2025-12-05,Rescheduled,3,False,,,,,,,,,,
APT-002207,REQ-002377,EMP-00031,LOC-03,SVC-07,2025-12-06,Rescheduled,16,False,,,,,,,,,,
APT-002231,REQ-002401,EMP-00058,LOC-07,SVC-09,2025-12-07,Rescheduled,48,False,,,,,,,,,,
APT-002236,REQ-002407,EMP-00027,LOC-02,SVC-01,2025-12-06,Rescheduled,3,False,,,,,,,,,,
APT-002237,REQ-002408,EMP-00067,LOC-02,SVC-07,2025-12-08,Rescheduled,16,False,,,,,,,,,,
APT-002267,REQ-002439,EMP-00117,LOC-02,SVC-01,2025-12-11,Rescheduled,20,False,,,,,,,,,,
APT-002286,REQ-002459,EMP-00099,LOC-02,SVC-01,2025-12-09,Rescheduled,18,False,,,,,,,,,,
APT-002303,REQ-002479,EMP-00117,LOC-06,SVC-02,2025-12-10,Rescheduled,3,True,Skill match unavailable,,,,,,,,,
APT-002312,REQ-002488,EMP-00092,LOC-04,SVC-03,2025-12-14,Rescheduled,14,True,Urgent reassignment,,,,,,,,,
APT-002333,REQ-002510,EMP-00032,LOC-02,SVC-06,2025-12-13,Rescheduled,3,False,,,,,,,,,,
APT-002335,REQ-002512,EMP-00139,LOC-09,SVC-08,2025-12-12,Rescheduled,40,False,,,,,,,,,,
APT-002389,REQ-002572,EMP-00030,LOC-04,SVC-01,2025-12-17,Rescheduled,54,False,,,,,,,,,,
APT-002406,REQ-002592,EMP-00134,LOC-02,SVC-08,2025-12-17,Rescheduled,23,True,Skill match unavailable,,,,,,,,,
APT-002442,REQ-002629,EMP-00017,LOC-07,SVC-02,2025-12-22,Rescheduled,14,False,,,,,,,,,,
APT-002454,REQ-002643,EMP-00137,LOC-10,SVC-05,2025-12-19,Rescheduled,46,False,,,,,,,,,,
APT-002459,REQ-002649,EMP-00008,LOC-03,SVC-05,2025-12-20,Rescheduled,31,False,,,,,,,,,,
APT-002484,REQ-002674,EMP-00086,LOC-02,SVC-04,2025-12-22,Rescheduled,8,False,,,,,,,,,,
APT-002491,REQ-002681,EMP-00039,LOC-08,SVC-08,2025-12-23,Rescheduled,15,False,,,,,,,,,,
APT-002564,REQ-002762,EMP-00109,LOC-08,SVC-06,2025-12-26,Rescheduled,29,False,,,,,,,,,,
APT-002586,REQ-002785,EMP-00062,LOC-05,SVC-01,2025-12-27,Rescheduled,7,False,,,,,,,,,,
APT-002616,REQ-002815,EMP-00057,LOC-10,SVC-08,2025-12-30,Rescheduled,34,False,,,,,,,,,,
APT-002631,REQ-002830,EMP-00044,LOC-02,SVC-03,2025-12-30,Rescheduled,25,False,,,,,,,,,,
APT-002651,REQ-002850,EMP-00115,LOC-10,SVC-03,2026-01-02,Rescheduled,32,False,,,,,,,,,,
APT-002725,REQ-002929,EMP-00123,LOC-04,SVC-05,2026-01-05,Rescheduled,24,False,,,,,,,,,,
APT-002727,REQ-002931,EMP-00036,LOC-10,SVC-03,2026-01-07,Rescheduled,27,False,,,,,,,,,,
APT-002748,REQ-002954,EMP-00014,LOC-05,SVC-02,2026-01-07,Rescheduled,13,False,,,,,,,,,,
APT-002766,REQ-002974,EMP-00023,LOC-02,SVC-01,2026-01-09,Rescheduled,23,False,,,,,,,,,,
APT-002773,REQ-002981,EMP-00117,LOC-04,SVC-05,2026-01-07,Rescheduled,20,False,,,,,,,,,,
APT-002788,REQ-002997,EMP-00118,LOC-03,SVC-02,2026-01-08,Rescheduled,19,False,,,,,,,,,,
APT-002801,REQ-003011,EMP-00008,LOC-05,SVC-02,2026-01-08,Rescheduled,17,False,,,,,,,,,,
APT-002805,REQ-003015,EMP-00115,LOC-09,SVC-01,2026-01-10,Rescheduled,15,False,,,,,,,,,,
APT-002809,REQ-003019,EMP-00083,LOC-09,SVC-06,2026-01-12,Rescheduled,60,False,,,,,,,,,,
APT-002812,REQ-003022,EMP-00017,LOC-06,SVC-07,2026-01-09,Rescheduled,38,False,,,,,,,,,,
APT-002847,REQ-003061,EMP-00052,LOC-03,SVC-06,2026-01-14,Rescheduled,32,False,,,,,,,,,,
APT-002850,REQ-003064,EMP-00143,LOC-03,SVC-05,2026-01-13,Rescheduled,5,False,,,,,,,,,,
APT-002858,REQ-003072,EMP-00146,LOC-09,SVC-01,2026-01-12,Rescheduled,55,False,,,,,,,,,,
APT-002872,REQ-003087,EMP-00138,LOC-04,SVC-04,2026-01-15,Rescheduled,40,False,,,,,,,,,,
APT-002948,REQ-003171,EMP-00086,LOC-04,SVC-01,2026-01-17,Rescheduled,29,False,,,,,,,,,,
APT-002949,REQ-003172,EMP-00113,LOC-02,SVC-05,2026-01-19,Rescheduled,31,False,,,,,,,,,,
APT-002952,REQ-003175,EMP-00123,LOC-08,SVC-02,2026-01-17,Rescheduled,21,False,,,,,,,,,,
APT-002967,REQ-003191,EMP-00148,LOC-10,SVC-07,2026-01-20,Rescheduled,38,False,,,,,,,,,,
APT-002986,REQ-003210,EMP-00079,LOC-10,SVC-05,2026-01-22,Rescheduled,10,False,,,,,,,,,,
APT-003065,REQ-003293,EMP-00027,LOC-09,SVC-08,2026-01-25,Rescheduled,25,False,,,,,,,,,,
APT-003068,REQ-003297,EMP-00104,LOC-05,SVC-05,2026-01-24,Rescheduled,9,False,,,,,,,,,,
APT-003079,REQ-003311,EMP-00032,LOC-07,SVC-04,2026-01-28,Rescheduled,26,False,,,,,,,,,,
APT-003096,REQ-003331,EMP-00098,LOC-02,SVC-03,2026-01-28,Rescheduled,25,False,,,,,,,,,,
APT-003118,REQ-003354,EMP-00024,LOC-07,SVC-07,2026-01-27,Rescheduled,29,False,,,,,,,,,,
APT-003135,REQ-003372,EMP-00068,LOC-09,SVC-06,2026-01-28,Rescheduled,9,False,,,,,,,,,,
APT-003170,REQ-003411,EMP-00004,LOC-04,SVC-02,2026-01-30,Rescheduled,9,False,,,,,,,,,,
APT-003172,REQ-003413,EMP-00123,LOC-03,SVC-05,2026-01-30,Rescheduled,45,False,,,,,,,,,,
APT-003173,REQ-003414,EMP-00066,LOC-10,SVC-06,2026-01-31,Rescheduled,35,False,,,,,,,,,,
APT-003196,REQ-003438,EMP-00085,LOC-09,SVC-03,2026-02-01,Rescheduled,24,False,,,,,,,,,,
APT-003203,REQ-003445,EMP-00027,LOC-08,SVC-08,2026-02-03,Rescheduled,26,False,,,,,,,,,,
APT-003206,REQ-003448,EMP-00067,LOC-01,SVC-05,2026-02-01,Rescheduled,32,False,,,,,,,,,,
APT-003305,REQ-003556,EMP-00067,LOC-10,SVC-01,2026-02-07,Rescheduled,45,False,,,,,,,,,,
APT-003310,REQ-003562,EMP-00050,LOC-10,SVC-09,2026-02-09,Rescheduled,18,False,,,,,,,,,,
APT-003340,REQ-003597,EMP-00106,LOC-03,SVC-07,2026-02-08,Rescheduled,37,False,,,,,,,,,,
APT-003417,REQ-003680,EMP-00119,LOC-02,SVC-06,2026-02-11,Rescheduled,34,False,,,,,,,,,,
APT-003426,REQ-003690,EMP-00033,LOC-03,SVC-01,2026-02-13,Rescheduled,25,False,,,,,,,,,,
APT-003483,REQ-003752,EMP-00126,LOC-07,SVC-04,2026-02-17,Rescheduled,14,False,,,,,,,,,,
APT-003485,REQ-003754,EMP-00049,LOC-01,SVC-08,2026-02-15,Rescheduled,9,False,,,,,,,,,,
APT-003486,REQ-003755,EMP-00060,LOC-03,SVC-01,2026-02-15,Rescheduled,19,False,,,,,,,,,,
APT-003524,REQ-003798,EMP-00093,LOC-02,SVC-02,2026-02-17,Rescheduled,27,False,,,,,,,,,,
APT-003529,REQ-003803,EMP-00084,LOC-04,SVC-08,2026-02-18,Rescheduled,39,False,,,,,,,,,,
APT-003569,REQ-003843,EMP-00024,LOC-02,SVC-03,2026-02-19,Rescheduled,3,False,,,,,,,,,,
APT-003588,REQ-003863,EMP-00126,LOC-06,SVC-04,2026-02-22,Rescheduled,35,False,,,,,,,,,,
APT-003614,REQ-003893,EMP-00030,LOC-05,SVC-01,2026-02-25,Rescheduled,14,False,,,,,,,,,,
APT-003617,REQ-003896,EMP-00105,LOC-08,SVC-05,2026-02-23,Rescheduled,44,False,,,,,,,,,,
APT-003623,REQ-003902,EMP-00006,LOC-10,SVC-04,2026-02-24,Rescheduled,33,True,Continuity of care,,,,,,,,,
APT-003631,REQ-003911,EMP-00102,LOC-10,SVC-07,2026-02-24,Rescheduled,12,False,,,,,,,,,,
APT-003641,REQ-003921,EMP-00092,LOC-05,SVC-01,2026-02-25,Rescheduled,34,True,Continuity of care,,,,,,,,,
APT-003663,REQ-003943,EMP-00139,LOC-07,SVC-02,2026-02-26,Rescheduled,51,False,,,,,,,,,,
APT-003678,REQ-003960,EMP-00002,LOC-05,SVC-06,2026-02-26,Rescheduled,16,False,,,,,,,,,,
APT-003691,REQ-003975,EMP-00104,LOC-01,SVC-05,2026-02-27,Rescheduled,29,False,,,,,,,,,,
APT-003697,REQ-003981,EMP-00091,LOC-05,SVC-09,2026-02-27,Rescheduled,22,False,,,,,,,,,,
APT-003702,REQ-003986,EMP-00150,LOC-02,SVC-08,2026-03-01,Rescheduled,19,False,,,,,,,,,,
APT-003707,REQ-003992,EMP-00010,LOC-06,SVC-02,2026-02-28,Rescheduled,46,False,,,,,,,,,,
APT-003718,REQ-004004,EMP-00105,LOC-02,SVC-02,2026-03-03,Rescheduled,40,False,,,,,,,,,,
APT-003730,REQ-004016,EMP-00102,LOC-04,SVC-05,2026-03-03,Rescheduled,21,False,,,,,,,,,,
APT-003751,REQ-004037,EMP-00150,LOC-09,SVC-09,2026-03-04,Rescheduled,3,False,,,,,,,,,,
APT-003788,REQ-004083,EMP-00120,LOC-07,SVC-06,2026-03-07,Rescheduled,21,False,,,,,,,,,,
APT-003855,REQ-004152,EMP-00124,LOC-10,SVC-04,2026-03-09,Rescheduled,4,False,,,,,,,,,,
APT-003857,REQ-004154,EMP-00103,LOC-07,SVC-03,2026-03-11,Rescheduled,27,False,,,,,,,,,,
APT-003867,REQ-004164,EMP-00067,LOC-05,SVC-04,2026-03-10,Rescheduled,15,False,,,,,,,,,,
APT-003873,REQ-004170,EMP-00121,LOC-08,SVC-01,2026-03-10,Rescheduled,3,False,,,,,,,,,,
APT-003910,REQ-004209,EMP-00015,LOC-08,SVC-02,2026-03-15,Rescheduled,26,False,,,,,,,,,,
APT-003912,REQ-004211,EMP-00142,LOC-01,SVC-07,2026-03-13,Rescheduled,9,False,,,,,,,,,,
APT-003943,REQ-004246,EMP-00016,LOC-09,SVC-02,2026-03-14,Rescheduled,21,False,,,,,,,,,,
APT-003946,REQ-004249,EMP-00100,LOC-03,SVC-05,2026-03-14,Rescheduled,6,False,,,,,,,,,,
APT-004010,REQ-004315,EMP-00121,LOC-08,SVC-03,2026-03-18,Rescheduled,8,False,,,,,,,,,,
APT-004019,REQ-004324,EMP-00104,LOC-07,SVC-05,2026-03-18,Rescheduled,33,False,,,,,,,,,,
APT-004044,REQ-004349,EMP-00083,LOC-04,SVC-02,2026-03-18,Rescheduled,8,False,,,,,,,,,,
APT-004062,REQ-004368,EMP-00110,LOC-08,SVC-06,2026-03-20,Rescheduled,5,False,,,,,,,,,,
APT-004098,REQ-004406,EMP-00069,LOC-10,SVC-02,2026-03-20,No-show,35,False,,Transport issue,Client,0.0,False,,,,,
APT-004099,REQ-004407,EMP-00100,LOC-04,SVC-05,2026-03-21,Cancelled,14,False,,Staff illness,Client,0.0,False,,,,,
APT-004100,REQ-004408,EMP-00010,LOC-09,SVC-06,2026-03-21,Cancelled,38,False,,Client unwell,Client,35.7,True,,,,,
APT-004108,REQ-004416,EMP-00101,LOC-08,SVC-01,2026-03-22,Cancelled,19,False,,Staff illness,Employee,39.4,True,,,,,
APT-004113,REQ-004421,EMP-00079,LOC-02,SVC-07,2026-03-23,Cancelled,16,False,,Other,Client,19.8,True,,,,,
APT-004114,REQ-004422,EMP-00133,LOC-09,SVC-05,2026-03-23,Cancelled,48,False,,Transport issue,Organisation,64.7,True,,,,,
APT-004119,REQ-004427,EMP-00044,LOC-02,SVC-02,2026-03-22,Cancelled,28,False,,Transport issue,Client,0.0,True,,,,,
APT-004120,REQ-004428,EMP-00013,LOC-05,SVC-04,2026-03-23,No-show,7,False,,Client declined,Employee,28.8,True,,,,,
APT-004122,REQ-004430,EMP-00054,LOC-10,SVC-01,2026-03-25,Cancelled,21,False,,Weather,Employee,20.0,True,,,,,
APT-004127,REQ-004436,EMP-00005,LOC-08,SVC-04,2026-03-23,Cancelled,19,False,,Staff illness,Employee,55.1,True,,,,,
APT-004128,REQ-004437,EMP-00104,LOC-07,SVC-01,2026-03-24,Cancelled,13,False,,Other,Client,43.1,False,,,,,
APT-004129,REQ-004438,EMP-00005,LOC-09,SVC-05,2026-03-23,Cancelled,33,False,,Transport issue,Employee,14.2,True,,,,,
APT-004130,REQ-004439,EMP-00093,LOC-06,SVC-01,2026-03-24,Cancelled,49,False,,Client unavailable,Client,51.4,False,,,,,
APT-004137,REQ-004447,EMP-00021,LOC-07,SVC-03,2026-03-26,Cancelled,42,False,,Duplicate booking,Organisation,0.0,True,,,,,
APT-004140,REQ-004451,EMP-00148,LOC-08,SVC-09,2026-03-24,Cancelled,48,False,,Client unwell,Client,51.3,False,,,,,
APT-004143,REQ-004454,EMP-00052,LOC-07,SVC-03,2026-03-24,No-show,39,False,,Other,Client,53.7,False,,,,,
APT-004150,REQ-004463,EMP-00061,LOC-02,SVC-07,2026-03-24,Cancelled,25,False,,Other,Client,17.5,True,,,,,
APT-004152,REQ-004467,EMP-00051,LOC-08,SVC-09,2026-03-24,Cancelled,36,False,,Client declined,Client,11.4,False,,,,,
APT-004159,REQ-004476,EMP-00028,LOC-04,SVC-02,2026-03-25,Cancelled,14,False,,Staff illness,Client,0.0,False,,,,,
APT-004160,REQ-004477,EMP-00128,LOC-05,SVC-02,2026-03-25,Cancelled,13,False,,Client unavailable,Employee,5.4,True,,,,,
APT-004163,REQ-004480,EMP-00010,LOC-02,SVC-01,2026-03-26,Cancelled,24,False,,Duplicate booking,Client,2.0,True,,,,,
APT-004165,REQ-004482,EMP-00099,LOC-01,SVC-06,2026-03-27,Cancelled,37,False,,Staff illness,Client,24.3,False,,,,,
APT-004166,REQ-004483,EMP-00049,LOC-06,SVC-06,2026-03-27,No-show,17,False,,Client unwell,Client,46.8,True,,,,,
APT-004171,REQ-004488,EMP-00067,LOC-07,SVC-04,2026-03-27,Cancelled,19,False,,Transport issue,Employee,0.0,True,,,,,
APT-004173,REQ-004490,EMP-00008,LOC-08,SVC-08,2026-03-26,Cancelled,23,False,,Other,Employee,52.0,False,,,,,
APT-004175,REQ-004493,EMP-00024,LOC-10,SVC-02,2026-03-26,Cancelled,6,False,,Client declined,Client,17.2,False,,,,,
APT-004181,REQ-004499,EMP-00118,LOC-07,SVC-07,2026-03-27,Cancelled,3,False,,Client unwell,Client,21.6,False,,,,,
APT-004188,REQ-004506,EMP-00023,LOC-02,SVC-01,2026-03-27,Cancelled,29,False,,Client unavailable,Organisation,28.0,False,,,,,
APT-004199,REQ-004520,EMP-00037,LOC-02,SVC-02,2026-03-27,Cancelled,14,False,,Duplicate booking,Employee,28.1,True,,,,,
APT-004200,REQ-004521,EMP-00106,LOC-09,SVC-03,2026-03-28,Cancelled,11,False,,Duplicate booking,Client,0.0,False,,,,,
APT-004201,REQ-004522,EMP-00129,LOC-10,SVC-05,2026-03-27,Cancelled,47,False,,Client unavailable,Organisation,0.0,True,,,,,
APT-004206,REQ-004527,EMP-00123,LOC-03,SVC-06,2026-03-27,Cancelled,36,False,,Staff illness,Organisation,41.8,True,,,,,
