date_key,location_id,primary_role,shifts_rostered,shifts_completed,actual_hours,planned_hours,overtime_shifts
2026-07-15,LOC-08,Support Worker,6,5.0,39.51,48.0,0.0
2025-08-27,LOC-09,Support Worker,3,3.0,26.58,24.0,1.0
2025-09-03,LOC-09,Support Worker,3,3.0,24.810000000000002,24.0,1.0
2025-10-22,LOC-09,Support Worker,3,3.0,24.060000000000002,24.0,0.0
2025-12-31,LOC-09,Support Worker,3,3.0,24.009999999999998,24.0,0.0
2026-02-18,LOC-09,Support Worker,3,3.0,23.740000000000002,24.0,0.0
2026-04-08,LOC-09,Support Worker,3,3.0,24.34,24.0,0.0
2026-04-22,LOC-09,Support Worker,3,3.0,24.62,24.0,0.0
2026-05-20,LOC-09,Support Worker,3,3.0,24.049999999999997,24.0,0.0
2026-07-22,LOC-09,Support Worker,2,2.0,16.67,16.0,1.0
2025-10-16,LOC-01,Coordinator,1,1.0,8.04,8.0,0.0
2025-10-30,LOC-01,Coordinator,1,1.0,8.02,8.0,0.0
2025-11-06,LOC-01,Coordinator,1,1.0,8.15,8.0,0.0
2025-11-13,LOC-01,Coordinator,1,1.0,7.98,8.0,0.0
2025-11-27,LOC-01,Coordinator,1,1.0,9.95,8.0,1.0
2025-12-04,LOC-01,Coordinator,1,1.0,7.74,8.0,0.0
2026-01-01,LOC-01,Coordinator,1,1.0,8.03,8.0,0.0
2026-03-05,LOC-01,Coordinator,1,1.0,8.05,8.0,0.0
2026-03-12,LOC-01,Coordinator,1,1.0,8.0,8.0,0.0
2026-03-26,LOC-01,Coordinator,1,1.0,7.92,8.0,0.0
2026-04-09,LOC-01,Coordinator,1,1.0,8.29,8.0,0.0
2026-04-16,LOC-01,Coordinator,1,1.0,8.37,8.0,0.0
2026-05-28,LOC-01,Coordinator,1,1.0,10.85,8.0,1.0
2026-06-18,LOC-01,Coordinator,1,1.0,7.9,8.0,0.0
2026-07-16,LOC-01,Coordinator,1,1.0,7.88,8.0,0.0
2026-07-30,LOC-01,Coordinator,1,1.0,8.08,8.0,0.0
2026-05-27,LOC-05,Allied Health Clinician,1,1.0,9.91,10.0,0.0
2026-05-29,LOC-05,Allied Health Clinician,1,1.0,9.95,10.0,0.0
2025-08-14,LOC-03,Support Worker,1,1.0,10.62,10.0,1.0
2025-09-25,LOC-03,Support Worker,1,1.0,8.31,8.0,0.0
2025-11-13,LOC-03,Support Worker,1,1.0,8.15,8.0,0.0
2025-12-04,LOC-03,Support Worker,1,1.0,8.14,8.0,0.0
2026-02-12,LOC-03,Support Worker,1,1.0,9.06,8.0,1.0
2026-02-26,LOC-03,Support Worker,1,1.0,9.88,8.0,1.0
2026-05-05,LOC-03,Support Worker,2,2.0,15.67,16.0,0.0
2026-05-07,LOC-03,Support Worker,1,1.0,7.84,8.0,0.0
2026-06-04,LOC-03,Support Worker,1,1.0,7.9,8.0,0.0
2025-08-07,LOC-02,Support Worker,2,2.0,20.46,18.0,1.0
2025-08-14,LOC-02,Support Worker,2,2.0,16.23,16.0,0.0
2025-10-23,LOC-02,Support Worker,1,1.0,8.11,8.0,0.0
2025-10-30,LOC-02,Support Worker,2,2.0,16.11,16.0,0.0
2025-11-06,LOC-02,Support Worker,2,2.0,16.07,16.0,0.0
2025-11-27,LOC-02,Support Worker,2,2.0,15.8,16.0,0.0
2026-01-29,LOC-02,Support Worker,2,2.0,16.04,16.0,0.0
2026-02-12,LOC-02,Support Worker,2,2.0,18.07,16.0,1.0
2026-02-26,LOC-02,Support Worker,2,2.0,15.559999999999999,16.0,0.0
2026-03-12,LOC-02,Support Worker,2,2.0,19.880000000000003,20.0,0.0
2026-05-28,LOC-02,Support Worker,2,2.0,16.05,16.0,0.0
2026-07-09,LOC-02,Support Worker,2,2.0,18.11,16.0,1.0
2026-07-30,LOC-02,Support Worker,2,2.0,16.189999999999998,16.0,0.0
2025-08-09,LOC-10,Support Worker,5,5.0,39.61,40.0,0.0
2025-08-13,LOC-10,Support Worker,4,4.0,33.82,34.0,0.0
2025-08-30,LOC-10,Support Worker,4,4.0,34.99,32.0,2.0
2025-09-10,LOC-10,Support Worker,4,4.0,34.48,32.0,1.0
2025-09-13,LOC-10,Support Worker,5,5.0,41.68,42.0,0.0
2025-09-17,LOC-10,Support Worker,4,4.0,34.28,34.0,0.0
2025-09-20,LOC-10,Support Worker,4,4.0,36.32,32.0,2.0
2025-11-29,LOC-10,Support Worker,4,4.0,35.02,34.0,1.0
2025-12-10,LOC-10,Support Worker,4,3.0,26.98,32.0,1.0
2025-12-27,LOC-10,Support Worker,4,4.0,35.8,34.0,1.0
2026-01-24,LOC-10,Support Worker,5,5.0,42.93,40.0,2.0
2026-02-07,LOC-10,Support Worker,5,5.0,39.96,40.0,0.0
2026-02-25,LOC-10,Support Worker,3,3.0,26.240000000000002,26.0,0.0
2026-03-14,LOC-10,Support Worker,5,5.0,45.870000000000005,46.0,0.0
2026-03-21,LOC-10,Support Worker,5,5.0,42.09,42.0,0.0
2026-04-15,LOC-10,Support Worker,4,4.0,38.75,36.0,1.0
2026-04-22,LOC-10,Support Worker,4,4.0,36.42,34.0,2.0
2026-05-06,LOC-10,Support Worker,4,4.0,33.83,34.0,0.0
2026-05-13,LOC-10,Support Worker,4,4.0,34.21,34.0,0.0
2026-05-16,LOC-10,Support Worker,4,4.0,31.64,32.0,0.0
2026-06-10,LOC-10,Support Worker,4,4.0,31.880000000000003,32.0,0.0
2026-06-20,LOC-10,Support Worker,5,5.0,41.96,40.0,1.0
2026-06-24,LOC-10,Support Worker,4,4.0,33.66,32.0,1.0
2026-07-04,LOC-10,Support Worker,5,4.0,36.0,42.0,1.0
2026-07-18,LOC-10,Support Worker,5,4.0,32.92,40.0,1.0
2026-07-22,LOC-10,Support Worker,3,3.0,24.060000000000002,24.0,0.0
2025-08-20,LOC-07,Allied Health Clinician,2,1.0,8.11,18.0,0.0
2025-08-21,LOC-07,Allied Health Clinician,2,2.0,16.08,16.0,0.0
2025-08-24,LOC-07,Allied Health Clinician,1,1.0,9.9,8.0,1.0
2025-08-25,LOC-07,Allied Health Clinician,1,1.0,8.01,8.0,0.0
2025-08-26,LOC-07,Allied Health Clinician,1,1.0,7.97,8.0,0.0
2025-08-27,LOC-07,Allied Health Clinician,1,1.0,10.02,8.0,1.0
2025-08-31,LOC-07,Allied Health Clinician,1,1.0,8.15,8.0,0.0
2025-09-07,LOC-07,Allied Health Clinician,1,1.0,8.07,8.0,0.0
2025-09-08,LOC-07,Allied Health Clinician,2,1.0,7.83,16.0,0.0
2025-09-09,LOC-07,Allied Health Clinician,1,1.0,8.58,8.0,1.0
2025-09-15,LOC-07,Allied Health Clinician,2,2.0,16.32,16.0,0.0
2025-09-16,LOC-07,Allied Health Clinician,1,1.0,10.1,10.0,0.0
2025-10-05,LOC-07,Allied Health Clinician,1,1.0,7.99,8.0,0.0
2025-10-06,LOC-07,Allied Health Clinician,2,2.0,16.36,16.0,0.0
2025-10-07,LOC-07,Allied Health Clinician,1,1.0,7.95,8.0,0.0
2025-10-14,LOC-07,Allied Health Clinician,1,1.0,8.21,8.0,0.0
2025-10-23,LOC-07,Allied Health Clinician,2,2.0,18.09,18.0,0.0
2025-10-28,LOC-07,Allied Health Clinician,1,1.0,7.9,8.0,0.0
2025-11-02,LOC-07,Allied Health Clinician,1,1.0,7.85,8.0,0.0
2025-11-03,LOC-07,Allied Health Clinician,2,2.0,19.11,18.0,1.0
2025-11-09,LOC-07,Allied Health Clinician,1,1.0,7.88,8.0,0.0
2025-11-11,LOC-07,Allied Health Clinician,1,1.0,7.99,8.0,0.0
2025-11-12,LOC-07,Allied Health Clinician,2,2.0,15.849999999999998,16.0,0.0
2025-11-24,LOC-07,Allied Health Clinician,2,2.0,16.11,16.0,0.0
2025-11-26,LOC-07,Allied Health Clinician,1,1.0,8.05,8.0,0.0
2025-12-02,LOC-07,Allied Health Clinician,1,1.0,9.82,10.0,0.0
2025-12-03,LOC-07,Allied Health Clinician,1,1.0,10.14,10.0,0.0
2025-12-09,LOC-07,Allied Health Clinician,1,1.0,9.26,8.0,1.0
2025-12-16,LOC-07,Allied Health Clinician,1,1.0,10.55,8.0,1.0
2025-12-18,LOC-07,Allied Health Clinician,2,2.0,16.240000000000002,16.0,0.0
2025-12-21,LOC-07,Allied Health Clinician,1,1.0,10.22,10.0,0.0
2025-12-23,LOC-07,Allied Health Clinician,1,1.0,8.18,8.0,0.0
2026-01-11,LOC-07,Allied Health Clinician,1,1.0,7.95,8.0,0.0
2026-01-15,LOC-07,Allied Health Clinician,2,2.0,16.18,16.0,0.0
2026-01-18,LOC-07,Allied Health Clinician,1,1.0,7.89,8.0,0.0
2026-01-21,LOC-07,Allied Health Clinician,2,2.0,15.73,16.0,0.0
2026-01-26,LOC-07,Allied Health Clinician,2,2.0,15.84,16.0,0.0
2026-01-28,LOC-07,Allied Health Clinician,2,2.0,15.690000000000001,16.0,0.0
2026-01-29,LOC-07,Allied Health Clinician,2,2.0,15.77,16.0,0.0
2026-02-02,LOC-07,Allied Health Clinician,2,1.0,8.03,16.0,0.0
2026-02-04,LOC-07,Allied Health Clinician,2,2.0,17.17,16.0,1.0
2026-02-12,LOC-07,Allied Health Clinician,2,1.0,10.62,16.0,1.0
2026-02-18,LOC-07,Allied Health Clinician,2,2.0,16.009999999999998,16.0,0.0
2026-02-22,LOC-07,Allied Health Clinician,1,1.0,7.77,8.0,0.0
2026-02-24,LOC-07,Allied Health Clinician,1,1.0,9.9,10.0,0.0
2026-02-25,LOC-07,Allied Health Clinician,2,2.0,17.96,18.0,0.0
2026-03-05,LOC-07,Allied Health Clinician,2,2.0,17.45,16.0,1.0
2026-03-09,LOC-07,Allied Health Clinician,2,2.0,15.7,16.0,0.0
2026-03-16,LOC-07,Allied Health Clinician,1,1.0,7.98,8.0,0.0
2026-03-17,LOC-07,Allied Health Clinician,1,1.0,10.03,10.0,0.0
2026-03-25,LOC-07,Allied Health Clinician,2,2.0,16.490000000000002,16.0,0.0
2026-04-02,LOC-07,Allied Health Clinician,2,2.0,16.39,16.0,0.0
2026-04-14,LOC-07,Allied Health Clinician,1,1.0,8.02,8.0,0.0
2026-04-30,LOC-07,Allied Health Clinician,2,2.0,15.85,16.0,0.0
2026-05-03,LOC-07,Allied Health Clinician,1,1.0,8.09,8.0,0.0
2026-05-04,LOC-07,Allied Health Clinician,2,2.0,19.89,20.0,0.0
2026-05-11,LOC-07,Allied Health Clinician,2,2.0,16.259999999999998,16.0,0.0
2026-05-12,LOC-07,Allied Health Clinician,1,1.0,7.86,8.0,0.0
2026-05-18,LOC-07,Allied Health Clinician,2,1.0,7.85,16.0,0.0
2026-05-21,LOC-07,Allied Health Clinician,2,2.0,15.72,16.0,0.0
2026-06-04,LOC-07,Allied Health Clinician,2,1.0,8.08,16.0,0.0
2026-06-08,LOC-07,Allied Health Clinician,2,2.0,16.81,16.0,1.0
2026-06-15,LOC-07,Allied Health Clinician,2,2.0,18.83,16.0,1.0
2026-06-18,LOC-07,Allied Health Clinician,2,2.0,17.91,18.0,0.0
2026-06-21,LOC-07,Allied Health Clinician,1,1.0,8.15,8.0,0.0
2026-06-22,LOC-07,Allied Health Clinician,2,2.0,17.44,16.0,1.0
2026-06-24,LOC-07,Allied Health Clinician,2,2.0,16.15,16.0,0.0
2026-06-29,LOC-07,Allied Health Clinician,2,2.0,15.93,16.0,0.0
2026-07-05,LOC-07,Allied Health Clinician,1,0.0,0.0,8.0,0.0
2026-07-12,LOC-07,Allied Health Clinician,1,1.0,8.09,8.0,0.0
2025-08-10,LOC-02,Allied Health Clinician,1,1.0,7.59,8.0,0.0
2025-08-17,LOC-02,Allied Health Clinician,1,1.0,7.81,8.0,0.0
2025-08-24,LOC-02,Allied Health Clinician,1,1.0,7.98,8.0,0.0
2025-08-26,LOC-02,Allied Health Clinician,1,1.0,8.04,8.0,0.0
2025-09-03,LOC-02,Allied Health Clinician,1,1.0,8.09,8.0,0.0
2025-09-06,LOC-02,Allied Health Clinician,1,1.0,9.95,10.0,0.0
2025-09-13,LOC-02,Allied Health Clinician,1,1.0,7.8,8.0,0.0
2025-09-20,LOC-02,Allied Health Clinician,1,1.0,11.7,10.0,1.0
2025-10-01,LOC-02,Allied Health Clinician,1,1.0,8.12,8.0,0.0
2025-10-04,LOC-02,Allied Health Clinician,1,1.0,7.7,8.0,0.0
2025-10-05,LOC-02,Allied Health Clinician,1,1.0,8.08,8.0,0.0
2025-10-14,LOC-02,Allied Health Clinician,1,1.0,7.99,8.0,0.0
2025-10-21,LOC-02,Allied Health Clinician,1,1.0,7.97,8.0,0.0
2025-10-22,LOC-02,Allied Health Clinician,1,1.0,7.93,8.0,0.0
2025-10-29,LOC-02,Allied Health Clinician,1,1.0,10.24,10.0,0.0
2025-11-04,LOC-02,Allied Health Clinician,1,1.0,8.01,8.0,0.0
2025-11-08,LOC-02,Allied Health Clinician,1,1.0,7.92,8.0,0.0
2025-11-11,LOC-02,Allied Health Clinician,1,1.0,10.93,8.0,1.0
2025-11-19,LOC-02,Allied Health Clinician,1,1.0,8.08,8.0,0.0
2025-11-22,LOC-02,Allied Health Clinician,1,1.0,9.95,10.0,0.0
2025-12-02,LOC-02,Allied Health Clinician,1,1.0,8.04,8.0,0.0
2025-12-14,LOC-02,Allied Health Clinician,1,1.0,7.85,8.0,0.0
2025-12-21,LOC-02,Allied Health Clinician,1,1.0,9.94,8.0,1.0
2025-12-23,LOC-02,Allied Health Clinician,1,1.0,8.01,8.0,0.0
2025-12-27,LOC-02,Allied Health Clinician,1,1.0,8.07,8.0,0.0
2025-12-31,LOC-02,Allied Health Clinician,1,1.0,9.54,8.0,1.0
2026-01-04,LOC-02,Allied Health Clinician,1,1.0,8.05,8.0,0.0
2026-01-06,LOC-02,Allied Health Clinician,1,1.0,8.09,8.0,0.0
2026-01-17,LOC-02,Allied Health Clinician,1,1.0,7.91,8.0,0.0
2026-01-21,LOC-02,Allied Health Clinician,1,1.0,7.75,8.0,0.0
2026-01-25,LOC-02,Allied Health Clinician,1,0.0,0.0,8.0,0.0
2026-02-04,LOC-02,Allied Health Clinician,1,1.0,7.91,8.0,0.0
2026-02-07,LOC-02,Allied Health Clinician,1,1.0,10.99,8.0,1.0
2026-02-21,LOC-02,Allied Health Clinician,1,1.0,7.73,8.0,0.0
2026-03-03,LOC-02,Allied Health Clinician,1,0.0,0.0,8.0,0.0
2026-03-11,LOC-02,Allied Health Clinician,1,1.0,7.71,8.0,0.0
2026-03-25,LOC-02,Allied Health Clinician,1,1.0,7.96,8.0,0.0
2026-03-29,LOC-02,Allied Health Clinician,1,1.0,8.11,8.0,0.0
2026-04-01,LOC-02,Allied Health Clinician,1,1.0,9.82,10.0,0.0
2026-04-05,LOC-02,Allied Health Clinician,1,1.0,8.01,8.0,0.0
2026-04-11,LOC-02,Allied Health Clinician,1,1.0,7.98,8.0,0.0
2026-04-19,LOC-02,Allied Health Clinician,1,1.0,10.06,10.0,0.0
2026-05-24,LOC-02,Allied Health Clinician,1,1.0,9.95,10.0,0.0
2026-05-27,LOC-02,Allied Health Clinician,1,1.0,8.08,8.0,0.0
2026-05-30,LOC-02,Allied Health Clinician,1,1.0,7.93,8.0,0.0
2026-06-06,LOC-02,Allied Health Clinician,1,1.0,9.84,10.0,0.0
2026-06-17,LOC-02,Allied Health Clinician,1,0.0,0.0,8.0,0.0
2026-07-05,LOC-02,Allied Health Clinician,1,1.0,7.96,8.0,0.0
2026-07-12,LOC-02,Allied Health Clinician,1,1.0,8.36,8.0,0.0
2026-07-15,LOC-02,Allied Health Clinician,1,1.0,10.64,10.0,1.0
2026-07-18,LOC-02,Allied Health Clinician,1,1.0,8.09,8.0,0.0
2025-08-03,LOC-09,Team Leader,1,1.0,8.0,8.0,0.0
2025-08-05,LOC-09,Team Leader,1,1.0,10.15,8.0,1.0
2025-08-07,LOC-09,Team Leader,1,1.0,8.19,8.0,0.0
2025-08-12,LOC-09,Team Leader,1,1.0,8.12,8.0,0.0
2025-08-19,LOC-09,Team Leader,1,1.0,7.86,8.0,0.0
2025-08-20,LOC-09,Team Leader,1,1.0,8.14,8.0,0.0
2025-08-23,LOC-09,Team Leader,1,1.0,9.04,8.0,1.0
2025-08-26,LOC-09,Team Leader,1,1.0,8.71,8.0,1.0
2025-08-30,LOC-09,Team Leader,1,1.0,7.77,8.0,0.0
2025-09-04,LOC-09,Team Leader,1,1.0,8.09,8.0,0.0
2025-09-09,LOC-09,Team Leader,1,1.0,7.84,8.0,0.0
2025-09-13,LOC-09,Team Leader,1,1.0,7.8,8.0,0.0
2025-09-25,LOC-09,Team Leader,1,1.0,9.86,10.0,0.0
2025-09-30,LOC-09,Team Leader,1,1.0,7.91,8.0,0.0
2025-10-02,LOC-09,Team Leader,1,1.0,7.68,8.0,0.0
2025-10-08,LOC-09,Team Leader,1,1.0,9.95,10.0,0.0
2025-10-15,LOC-09,Team Leader,1,1.0,8.0,8.0,0.0
2025-10-16,LOC-09,Team Leader,1,1.0,7.91,8.0,0.0
2025-10-21,LOC-09,Team Leader,1,1.0,8.11,8.0,0.0
2025-10-23,LOC-09,Team Leader,1,1.0,7.92,8.0,0.0
2025-10-25,LOC-09,Team Leader,1,1.0,8.02,8.0,0.0
2025-11-01,LOC-09,Team Leader,1,1.0,7.95,8.0,0.0
2025-11-06,LOC-09,Team Leader,1,1.0,7.75,8.0,0.0
2025-11-13,LOC-09,Team Leader,1,1.0,7.83,8.0,0.0
2025-11-25,LOC-09,Team Leader,1,1.0,7.99,8.0,0.0
2025-11-27,LOC-09,Team Leader,1,1.0,7.84,8.0,0.0
2025-11-30,LOC-09,Team Leader,1,1.0,9.55,8.0,1.0
2025-12-10,LOC-09,Team Leader,1,1.0,8.39,8.0,0.0
2025-12-13,LOC-09,Team Leader,1,1.0,10.04,8.0,1.0
2025-12-14,LOC-09,Team Leader,1,1.0,7.8,8.0,0.0
2025-12-16,LOC-09,Team Leader,1,1.0,8.09,8.0,0.0
2025-12-17,LOC-09,Team Leader,1,1.0,7.96,8.0,0.0
2025-12-18,LOC-09,Team Leader,1,1.0,10.31,10.0,0.0
2025-12-20,LOC-09,Team Leader,1,1.0,7.89,8.0,0.0
2025-12-21,LOC-09,Team Leader,1,1.0,8.03,8.0,0.0
2025-12-23,LOC-09,Team Leader,1,1.0,8.64,8.0,1.0
2025-12-24,LOC-09,Team Leader,1,1.0,10.13,10.0,0.0
2025-12-27,LOC-09,Team Leader,1,1.0,7.94,8.0,0.0
2026-01-22,LOC-09,Team Leader,1,1.0,8.21,8.0,0.0
2026-01-31,LOC-09,Team Leader,1,1.0,7.92,8.0,0.0
2026-02-14,LOC-09,Team Leader,1,1.0,7.83,8.0,0.0
2026-02-15,LOC-09,Team Leader,1,1.0,7.77,8.0,0.0
2026-03-10,LOC-09,Team Leader,1,1.0,7.82,8.0,0.0
2026-03-12,LOC-09,Team Leader,1,1.0,7.94,8.0,0.0
2026-03-17,LOC-09,Team Leader,1,1.0,10.81,8.0,1.0
2026-03-18,LOC-09,Team Leader,1,1.0,8.05,8.0,0.0
2026-04-01,LOC-09,Team Leader,1,1.0,8.06,8.0,0.0
2026-04-05,LOC-09,Team Leader,1,1.0,8.16,8.0,0.0
2026-04-11,LOC-09,Team Leader,1,1.0,8.1,8.0,0.0
2026-04-12,LOC-09,Team Leader,1,1.0,7.63,8.0,0.0
2026-04-14,LOC-09,Team Leader,1,1.0,7.87,8.0,0.0
2026-04-19,LOC-09,Team Leader,1,1.0,10.21,8.0,1.0
2026-04-26,LOC-09,Team Leader,1,1.0,7.91,8.0,0.0
2026-05-12,LOC-09,Team Leader,1,1.0,7.76,8.0,0.0
2026-05-13,LOC-09,Team Leader,1,1.0,8.02,8.0,0.0
2026-05-16,LOC-09,Team Leader,1,1.0,10.59,8.0,1.0
2026-05-17,LOC-09,Team Leader,1,1.0,7.9,8.0,0.0
2026-05-19,LOC-09,Team Leader,1,1.0,8.02,8.0,0.0
2026-05-31,LOC-09,Team Leader,1,1.0,8.02,8.0,0.0
2026-06-06,LOC-09,Team Leader,1,1.0,7.99,8.0,0.0
2026-06-07,LOC-09,Team Leader,1,1.0,8.09,8.0,0.0
2026-06-14,LOC-09,Team Leader,1,1.0,9.64,10.0,0.0
2026-06-24,LOC-09,Team Leader,1,1.0,10.14,10.0,0.0
2026-06-25,LOC-09,Team Leader,1,1.0,10.66,10.0,1.0
2026-06-27,LOC-09,Team Leader,1,1.0,7.85,8.0,0.0
2026-07-05,LOC-09,Team Leader,1,1.0,8.18,8.0,0.0
2026-07-08,LOC-09,Team Leader,1,0.0,0.0,8.0,0.0
2026-07-14,LOC-09,Team Leader,1,1.0,8.25,8.0,0.0
2026-07-19,LOC-09,Team Leader,1,1.0,9.02,8.0,1.0
2026-07-28,LOC-09,Team Leader,1,1.0,7.92,8.0,0.0
2026-03-20,LOC-10,Support Worker,1,1.0,8.27,8.0,0.0
2025-08-07,LOC-04,Support Worker,4,4.0,31.96,32.0,0.0
2025-11-20,LOC-04,Support Worker,4,4.0,31.79,32.0,0.0
2025-12-04,LOC-04,Support Worker,4,3.0,25.95,34.0,0.0
2026-01-22,LOC-04,Support Worker,4,4.0,31.869999999999997,32.0,0.0
2026-01-29,LOC-04,Support Worker,4,4.0,31.72,32.0,0.0
2026-02-26,LOC-04,Support Worker,4,4.0,33.59,32.0,1.0
2026-03-05,LOC-04,Support Worker,4,4.0,31.740000000000002,32.0,0.0
2026-03-19,LOC-04,Support Worker,4,4.0,31.61,32.0,0.0
2026-03-26,LOC-04,Support Worker,3,3.0,24.0,24.0,0.0
2026-04-02,LOC-04,Support Worker,4,4.0,31.77,32.0,0.0
2026-06-18,LOC-04,Support Worker,4,4.0,32.0,32.0,0.0
2025-08-04,LOC-02,Coordinator,1,0.0,0.0,8.0,0.0
2025-08-11,LOC-02,Coordinator,1,1.0,12.47,10.0,1.0
2025-08-20,LOC-02,Coordinator,2,1.0,7.78,16.0,0.0
2025-08-30,LOC-02,Coordinator,1,1.0,8.13,8.0,0.0
2025-09-10,LOC-02,Coordinator,2,2.0,17.240000000000002,16.0,1.0
2025-10-08,LOC-02,Coordinator,2,2.0,15.84,16.0,0.0
2025-10-27,LOC-02,Coordinator,1,1.0,7.95,8.0,0.0
2025-11-24,LOC-02,Coordinator,1,1.0,7.61,8.0,0.0
2025-12-01,LOC-02,Coordinator,1,1.0,7.94,8.0,0.0
2025-12-03,LOC-02,Coordinator,2,2.0,18.9,16.0,1.0
2025-12-10,LOC-02,Coordinator,2,2.0,18.23,16.0,1.0
2025-12-22,LOC-02,Coordinator,1,1.0,10.27,10.0,0.0
2026-01-12,LOC-02,Coordinator,1,1.0,7.89,8.0,0.0
2026-01-31,LOC-02,Coordinator,2,2.0,16.14,16.0,0.0
2026-02-09,LOC-02,Coordinator,1,1.0,8.19,8.0,0.0
2026-02-11,LOC-02,Coordinator,2,2.0,16.18,16.0,0.0
2026-02-14,LOC-02,Coordinator,2,2.0,16.24,16.0,0.0
2026-02-23,LOC-02,Coordinator,1,1.0,8.28,8.0,0.0
2026-02-25,LOC-02,Coordinator,2,2.0,17.89,18.0,0.0
2026-03-04,LOC-02,Coordinator,2,2.0,15.89,16.0,0.0
2026-03-14,LOC-02,Coordinator,1,1.0,7.79,8.0,0.0
2026-03-21,LOC-02,Coordinator,2,2.0,18.0,18.0,0.0
2026-03-28,LOC-02,Coordinator,2,2.0,15.73,16.0,0.0
2026-04-08,LOC-02,Coordinator,2,2.0,15.89,16.0,0.0
2026-04-18,LOC-02,Coordinator,2,2.0,16.060000000000002,16.0,0.0
2026-04-25,LOC-02,Coordinator,2,1.0,7.85,16.0,0.0
2026-04-27,LOC-02,Coordinator,1,1.0,7.97,8.0,0.0
2026-05-02,LOC-02,Coordinator,2,2.0,16.12,16.0,0.0
2026-05-06,LOC-02,Coordinator,2,2.0,17.92,16.0,1.0
2026-05-16,LOC-02,Coordinator,2,2.0,15.77,16.0,0.0
2026-05-18,LOC-02,Coordinator,1,1.0,9.18,8.0,1.0
2026-06-01,LOC-02,Coordinator,1,1.0,7.97,8.0,0.0
2026-06-03,LOC-02,Coordinator,2,2.0,16.02,16.0,0.0
2026-06-13,LOC-02,Coordinator,2,2.0,18.53,16.0,1.0
2026-06-15,LOC-02,Coordinator,1,0.0,0.0,8.0,0.0
2026-06-20,LOC-02,Coordinator,2,2.0,20.22,18.0,1.0
2026-06-24,LOC-02,Coordinator,2,2.0,15.879999999999999,16.0,0.0
2026-06-27,LOC-02,Coordinator,2,2.0,16.53,16.0,0.0
2026-07-04,LOC-02,Coordinator,2,2.0,17.490000000000002,16.0,1.0
2026-07-08,LOC-02,Coordinator,2,2.0,17.77,18.0,0.0
2026-07-13,LOC-02,Coordinator,1,1.0,7.87,8.0,0.0
2026-07-20,LOC-02,Coordinator,1,1.0,10.75,8.0,1.0
2025-08-10,LOC-05,Team Leader,1,1.0,7.86,8.0,0.0
2025-08-31,LOC-05,Team Leader,1,1.0,10.8,8.0,1.0
2025-09-14,LOC-05,Team Leader,1,1.0,8.05,8.0,0.0
2025-09-24,LOC-05,Team Leader,1,1.0,7.81,8.0,0.0
2025-10-12,LOC-05,Team Leader,1,1.0,7.73,8.0,0.0
2025-10-15,LOC-05,Team Leader,1,1.0,10.0,10.0,0.0
2025-10-29,LOC-05,Team Leader,1,1.0,8.38,8.0,0.0
2025-11-19,LOC-05,Team Leader,1,1.0,7.97,8.0,0.0
2025-12-10,LOC-05,Team Leader,1,1.0,8.03,8.0,0.0
2025-12-17,LOC-05,Team Leader,1,1.0,7.83,8.0,0.0
2026-01-07,LOC-05,Team Leader,1,0.0,0.0,8.0,0.0
2026-01-18,LOC-05,Team Leader,1,1.0,8.01,8.0,0.0
2026-01-28,LOC-05,Team Leader,1,1.0,7.74,8.0,0.0
2026-02-04,LOC-05,Team Leader,1,1.0,7.87,8.0,0.0
2026-02-18,LOC-05,Team Leader,1,1.0,7.87,8.0,0.0
2026-03-04,LOC-05,Team Leader,1,1.0,9.83,8.0,1.0
2026-03-29,LOC-05,Team Leader,1,1.0,7.95,8.0,0.0
2026-04-05,LOC-05,Team Leader,1,1.0,7.87,8.0,0.0
2026-04-22,LOC-05,Team Leader,1,1.0,7.87,8.0,0.0
2026-05-03,LOC-05,Team Leader,1,1.0,8.1,8.0,0.0
2026-05-27,LOC-05,Team Leader,1,1.0,8.31,8.0,0.0
2026-06-07,LOC-05,Team Leader,1,1.0,7.98,8.0,0.0
2026-06-28,LOC-05,Team Leader,1,0.0,0.0,8.0,0.0
2025-08-06,LOC-05,Support Worker,2,2.0,17.86,18.0,0.0
2025-09-17,LOC-05,Support Worker,2,1.0,7.98,16.0,0.0
2025-10-22,LOC-05,Support Worker,2,2.0,15.43,16.0,0.0
2025-11-12,LOC-05,Support Worker,1,1.0,8.09,8.0,0.0
2025-12-03,LOC-05,Support Worker,2,2.0,16.259999999999998,16.0,0.0
2025-12-24,LOC-05,Support Worker,2,2.0,15.989999999999998,16.0,0.0
2026-01-10,LOC-05,Support Worker,2,2.0,15.8,16.0,0.0
2026-07-01,LOC-05,Support Worker,2,2.0,20.72,18.0,1.0
2026-07-15,LOC-05,Support Worker,2,2.0,16.3,16.0,0.0
2026-07-22,LOC-05,Support Worker,2,2.0,15.96,16.0,0.0
2026-07-29,LOC-05,Support Worker,2,2.0,15.65,16.0,0.0
2026-04-23,LOC-10,Support Worker,2,2.0,16.34,16.0,0.0
2026-04-30,LOC-10,Support Worker,2,1.0,7.95,16.0,0.0
2026-07-02,LOC-10,Support Worker,2,2.0,16.0,16.0,0.0
2025-08-22,LOC-07,Support Worker,4,4.0,32.300000000000004,32.0,0.0
2025-09-06,LOC-07,Support Worker,1,1.0,10.62,8.0,1.0
